Transaction_ID,Account_ID,Date,Amount,Type,Description,Channel
TXN-23FCBFBB-EB2,ACCT-37963DBB,1993-01-10,-3950.52,DEBIT,Txn Ref 222356,Cheque
TXN-6E9BA844-992,ACCT-47C68FF3,1989-11-16,-2563.97,DEBIT,Txn Ref 469246,Cheque
TXN-81699032-3D5,ACCT-23BDC527,1993-06-24,-1203.66,CREDIT,Txn Ref 189167,ATM
TXN-7C9DFB23-977,ACCT-889642A9,2002-02-05,6100.06,TRANSFER,Txn Ref 115503,Cheque
TXN-9B80A8D5-2DD,ACCT-7208B759,2002-11-03,8388.86,CREDIT,Txn Ref 231804,Cheque
TXN-6E61D157-E6F,ACCT-B70E81BB,1999-04-02,8205.24,INTEREST,Txn Ref 801548,Cheque
TXN-E95099DC-F2F,ACCT-B70E81BB,1988-02-21,-3359.26,FEE,Txn Ref 187356,Branch
TXN-B7D1E769-2A0,ACCT-797362FE,1987-07-11,9850.84,TRANSFER,Txn Ref 938077,ATM
TXN-96014C8E-A31,ACCT-EEAA81A9,2004-10-06,1562.01,INTEREST,Txn Ref 310778,Branch
TXN-21883401-EBC,ACCT-308137CF,1993-08-04,992.9,TRANSFER,Txn Ref 173590,ATM
TXN-A96DD96E-9A8,ACCT-897D1537,1993-02-01,8666.74,FEE,Txn Ref 215822,ATM
TXN-E82B5CEE-E56,ACCT-CB52434B,2002-12-01,8702.36,FEE,Txn Ref 517012,Branch
TXN-82AF0BB4-E4E,ACCT-EBAFC006,1996-02-28,2888.7,TRANSFER,Txn Ref 856800,Cheque
TXN-FFE43F12-EA7,ACCT-2CB30F33,1999-07-12,9911.76,DEBIT,Txn Ref 359735,Phone
TXN-D5BAB2B1-FD7,ACCT-AE1662C5,2004-03-14,9708.5,INTEREST,Txn Ref 318172,Cheque
TXN-EFC3A787-826,ACCT-F857AD78,2001-10-15,-4852.61,TRANSFER,Txn Ref 533845,Cheque
TXN-F4640CD0-3F8,ACCT-B3ECABB4,1986-08-11,3152.75,DEBIT,Txn Ref 507250,ATM
TXN-E9A6F4BB-1B2,ACCT-1D1C0D67,1995-10-12,3455.64,CREDIT,Txn Ref 924017,ATM
TXN-67148967-FD2,ACCT-654B7904,2002-07-26,-1737.16,TRANSFER,Txn Ref 231586,ATM
TXN-EDAA24A9-ADF,ACCT-0ECE5637,1985-08-25,-4082.79,FEE,Txn Ref 439361,Cheque
TXN-56B88535-35E,ACCT-EFA8A2F8,1994-02-13,-3134.47,FEE,Txn Ref 137370,Cheque
TXN-2C50DDCD-6A2,ACCT-03F22154,1996-12-21,9969.57,CREDIT,Txn Ref 812044,ATM
TXN-D9E98FBE-F1F,ACCT-BC96DAF5,1994-01-27,8634.26,INTEREST,Txn Ref 785556,Cheque
TXN-9A1DF951-943,ACCT-8E1E26AB,1987-05-05,7752.9,TRANSFER,Txn Ref 877686,Phone
TXN-E22EDE1F-853,ACCT-797362FE,1992-08-19,4985.86,DEBIT,Txn Ref 671180,Phone
TXN-65C8D3B0-ABC,ACCT-1560E0AC,2002-09-27,241.15,CREDIT,Txn Ref 296901,Phone
TXN-490CC375-B87,ACCT-787F8DA9,1990-03-20,431.65,TRANSFER,Txn Ref 560995,Branch
TXN-0F3A1110-174,ACCT-8E1E26AB,2000-06-30,9962.78,INTEREST,Txn Ref 252807,ATM
TXN-FA94CF5A-810,ACCT-67C1C2C8,1999-02-06,4013.36,FEE,Txn Ref 557816,Phone
TXN-CCA2D224-5D8,ACCT-F857AD78,1997-08-12,9136.74,INTEREST,Txn Ref 228838,Branch
TXN-BFD0712A-A09,ACCT-751A0340,1989-03-01,-3365.08,TRANSFER,Txn Ref 493730,Phone
TXN-AF11413A-D22,ACCT-4A213DAD,1990-03-10,-1116.91,CREDIT,Txn Ref 117845,Phone
TXN-1016C00E-6C1,ACCT-323F7ADD,2004-09-26,5787.19,FEE,Txn Ref 465946,Branch
TXN-F50A8BB2-3A8,ACCT-39E71EC3,2001-11-23,-512.76,TRANSFER,Txn Ref 330716,ATM
TXN-77933CD9-F2A,ACCT-BA5E25E4,1987-10-17,6976.48,FEE,Txn Ref 777247,ATM
TXN-22819033-7D6,ACCT-36F7A04F,1995-01-31,3307.66,FEE,Txn Ref 483010,Phone
TXN-B8DF91A3-5FF,ACCT-69358645,2001-09-09,2158.71,FEE,Txn Ref 468235,Cheque
TXN-878406F0-14D,ACCT-09B64A0D,1985-12-13,4285.18,INTEREST,Txn Ref 843369,Cheque
TXN-ED862AE5-01B,ACCT-787F8DA9,2005-07-02,5113.99,CREDIT,Txn Ref 588245,Phone
TXN-BC0AED81-2C0,ACCT-1DBCF27B,1990-03-23,963.26,CREDIT,Txn Ref 104931,Branch
TXN-8E403B8C-B12,ACCT-BFFC9820,1992-10-08,4462.23,FEE,Txn Ref 729055,Branch
TXN-9566CD14-D7A,ACCT-271F41CF,2003-12-15,4091.32,TRANSFER,Txn Ref 221745,Branch
TXN-6D1082E6-D2D,ACCT-67C1C2C8,2004-05-30,5609.69,DEBIT,Txn Ref 183409,ATM
TXN-0607FBC4-722,ACCT-F714635E,1994-06-06,-1803.73,DEBIT,Txn Ref 224005,Branch
TXN-7D2AC72F-70B,ACCT-422051F0,1998-08-30,9634.37,DEBIT,Txn Ref 544142,Cheque
TXN-83EFD2FF-A06,ACCT-70257CF1,2002-05-14,-487.51,FEE,Txn Ref 259605,ATM
TXN-F294F816-DC6,ACCT-02FDBB0E,1999-07-23,5459.56,FEE,Txn Ref 475327,ATM
TXN-AF238183-BAB,ACCT-92EB60A0,1996-08-19,1394.81,INTEREST,Txn Ref 748247,Branch
TXN-57661CA4-915,ACCT-778BF1C5,1990-07-19,-374.32,DEBIT,Txn Ref 357107,Branch
TXN-31259817-861,ACCT-67C1C2C8,2005-09-01,4838.17,FEE,Txn Ref 577443,Phone
