Transaction_ID,Account_ID,Date,Amount,Type,Description,Channel
TXN-483950AE-9F7,ACCT-9B2FA3D2,1998-07-19,1675.77,FEE,Txn Ref 585226,Cheque
TXN-583CB2D8-152,ACCT-8E1E26AB,1990-04-12,377.78,INTEREST,Txn Ref 635861,Phone
TXN-B8AB3F3B-F67,ACCT-70257CF1,2000-11-25,1569.1,INTEREST,Txn Ref 527267,Cheque
TXN-AAD93C9B-01B,ACCT-34686F73,1986-09-03,2311.42,TRANSFER,Txn Ref 234451,Phone
TXN-C5242992-9B3,ACCT-D8B6D224,1989-07-21,-1065.4,TRANSFER,Txn Ref 930506,Cheque
TXN-859B3CE1-3F2,ACCT-A2F9D1D8,2002-03-09,-4473.05,INTEREST,Txn Ref 669139,Branch
TXN-F45ADAA5-A37,ACCT-47C68FF3,1992-09-23,7915.37,FEE,Txn Ref 747799,Branch
TXN-2FD22BD8-8EB,ACCT-D9996D67,2005-09-21,7837.33,DEBIT,Txn Ref 750983,Cheque
TXN-7730987B-11D,ACCT-1522A9EE,2005-01-13,-4240.82,TRANSFER,Txn Ref 941658,ATM
TXN-0ED10D10-EF8,ACCT-E06028A8,2002-12-01,9466.06,TRANSFER,Txn Ref 755882,ATM
TXN-9872B937-53D,ACCT-CE444F1F,1998-07-04,7739.24,DEBIT,Txn Ref 376961,Phone
TXN-6D1EE91F-917,ACCT-379C4835,1988-06-19,2665.28,INTEREST,Txn Ref 897816,Branch
TXN-A8D27B4F-106,ACCT-EA629641,1991-06-27,4185.07,CREDIT,Txn Ref 272561,Cheque
TXN-BE620E43-CEE,ACCT-54D1F22A,2001-05-15,-497.84,TRANSFER,Txn Ref 491248,Branch
TXN-5C40D95D-458,ACCT-20C877BC,1990-09-12,-4011.87,INTEREST,Txn Ref 792303,Cheque
TXN-1FE93645-FEA,ACCT-C9C43ED8,1992-10-19,8320.57,FEE,Txn Ref 990080,Phone
TXN-2CDBDD34-3A4,ACCT-19FDAA33,1996-01-25,4958.64,DEBIT,Txn Ref 526120,Cheque
TXN-14C3B196-F6A,ACCT-6DF3CFA4,1986-09-03,9277.84,CREDIT,Txn Ref 389856,ATM
TXN-2330A992-924,ACCT-6DBFA073,1995-09-19,535.69,DEBIT,Txn Ref 488072,Phone
TXN-25C2325A-CBC,ACCT-DBFAA7B2,1992-02-26,3159.41,DEBIT,Txn Ref 447852,Branch
TXN-80A8258E-401,ACCT-889642A9,1985-06-19,1295.9,TRANSFER,Txn Ref 796075,Cheque
TXN-5C5A531C-6A2,ACCT-6DC42329,2005-02-19,8048.81,CREDIT,Txn Ref 513981,Cheque
TXN-D23C964E-7C3,ACCT-03ED89A8,1991-09-01,5876.57,DEBIT,Txn Ref 844981,Cheque
TXN-DE15F4DD-2C7,ACCT-5136EC4A,1991-09-25,3438.91,CREDIT,Txn Ref 182042,ATM
TXN-2D751F85-CE8,ACCT-062B7F07,1996-11-14,-4233.03,CREDIT,Txn Ref 313268,Branch
TXN-CAD030A5-E52,ACCT-E1EF5738,2004-04-01,3008.9,FEE,Txn Ref 833630,ATM
TXN-703910B5-660,ACCT-5C0A4CD4,1994-04-28,9953.07,DEBIT,Txn Ref 885017,Phone
TXN-646A5DAC-1E9,ACCT-E06028A8,1989-12-29,8722.6,FEE,Txn Ref 276682,ATM
TXN-9C6ED26E-590,ACCT-EA629641,1989-09-07,-2944.63,INTEREST,Txn Ref 695549,ATM
TXN-1DA45732-2FA,ACCT-A8722EB9,2003-05-12,-1058.03,INTEREST,Txn Ref 271470,Phone
TXN-37D5042F-01D,ACCT-9A1CD464,1987-04-18,-4447.27,INTEREST,Txn Ref 981866,Cheque
TXN-5A621F54-A1F,ACCT-2F2EEE13,2002-05-26,7335.07,INTEREST,Txn Ref 820468,Phone
TXN-A773B7D5-A65,ACCT-03F22154,2000-02-14,8614.41,DEBIT,Txn Ref 667606,Phone
TXN-37B69187-4D7,ACCT-0BC29B60,1988-07-01,7829.18,TRANSFER,Txn Ref 564172,Phone
TXN-8320E6E6-732,ACCT-92A44323,1988-11-22,4532.79,DEBIT,Txn Ref 457082,Phone
TXN-83217649-63A,ACCT-5C0A4CD4,2004-07-03,1333.53,CREDIT,Txn Ref 464582,Branch
TXN-1F77753F-C5C,ACCT-9B41C41F,1990-10-23,5500.37,INTEREST,Txn Ref 801008,Branch
TXN-3A079E64-836,ACCT-D150D5E9,1997-06-11,-888.62,INTEREST,Txn Ref 487967,Cheque
TXN-96C9982C-A3B,ACCT-AEA4CB94,1990-04-04,1005.15,INTEREST,Txn Ref 723983,Phone
TXN-64F12E82-54A,ACCT-92EB60A0,1998-09-22,6525.28,INTEREST,Txn Ref 686600,ATM
TXN-4E23BA38-D95,ACCT-8E1E26AB,1986-01-13,-1189.51,TRANSFER,Txn Ref 641961,Phone
TXN-4C1C73AF-C82,ACCT-EE89BA7F,1985-06-25,4108.78,TRANSFER,Txn Ref 150379,Phone
TXN-28F94457-D14,ACCT-61BC430B,1994-07-10,-4529.86,FEE,Txn Ref 651900,ATM
TXN-4B209633-0A2,ACCT-F714635E,2003-06-17,2084.31,CREDIT,Txn Ref 531510,Cheque
TXN-00012C12-691,ACCT-9311D736,1994-02-22,-3097.19,DEBIT,Txn Ref 102840,Phone
TXN-D93CA700-B34,ACCT-513AA463,1992-12-04,-4554.05,CREDIT,Txn Ref 605999,Branch
TXN-3F437827-FFD,ACCT-F439FA83,1988-02-07,4730.89,TRANSFER,Txn Ref 924941,Cheque
TXN-02A2CB95-3F3,ACCT-D2DF58AB,1995-02-11,772.36,TRANSFER,Txn Ref 239273,ATM
TXN-6214BFBD-BCC,ACCT-76CC282A,1996-12-05,9126.51,INTEREST,Txn Ref 254078,Phone
TXN-F516A982-E87,ACCT-ABBE9103,2005-11-04,-4277.49,TRANSFER,Txn Ref 698336,Phone
