Transaction_ID,Account_ID,Date,Amount,Type,Description,Channel
TXN-2D192B54-71D,ACCT-EB71A1E8,2003-11-07,-72.43,FEE,Txn Ref 852426,Cheque
TXN-A484B4C8-DB9,ACCT-E8B1BC95,1995-02-03,-3839.95,TRANSFER,Txn Ref 381353,Cheque
TXN-8B84B916-B42,ACCT-03ED89A8,1990-06-20,-4534.45,FEE,Txn Ref 719030,Cheque
TXN-D87CD6E4-A90,ACCT-1B27149E,1997-11-01,3520.45,CREDIT,Txn Ref 367400,Phone
TXN-BD4F2714-AC1,ACCT-8D3E0EE2,1994-03-16,-2552.95,TRANSFER,Txn Ref 212656,Branch
TXN-5EDB7D56-BA2,ACCT-D2F28384,1990-08-08,4512.59,FEE,Txn Ref 868775,Phone
TXN-7EDD86A8-CFB,ACCT-5136EC4A,1996-04-01,8677.48,CREDIT,Txn Ref 666906,ATM
TXN-E82A1485-1C7,ACCT-1E1E33CD,1995-03-06,5337.73,CREDIT,Txn Ref 419078,Cheque
TXN-D7B7AE95-3C6,ACCT-B18C1BA1,1988-02-21,-2444.52,CREDIT,Txn Ref 691528,ATM
TXN-2412916B-372,ACCT-5791CAA8,1986-08-23,3859.63,TRANSFER,Txn Ref 293088,Cheque
TXN-E66212A7-8A1,ACCT-E1EF5738,1997-09-15,-3188.62,INTEREST,Txn Ref 441376,ATM
TXN-5349EF39-69F,ACCT-7C0F880C,1996-06-11,-3232.3,CREDIT,Txn Ref 777678,Branch
TXN-6571EEFD-E88,ACCT-A6D8A5FB,1986-02-19,4862.47,DEBIT,Txn Ref 878405,ATM
TXN-5BD939EF-2E7,ACCT-3E6DA1B0,2001-05-20,-4748.11,INTEREST,Txn Ref 230956,Branch
TXN-B530589F-437,ACCT-797362FE,2003-09-15,4044.89,TRANSFER,Txn Ref 420861,Branch
TXN-8933135E-84F,ACCT-36F7A04F,1987-12-21,-1123.28,FEE,Txn Ref 417141,Phone
TXN-85DA0E3E-58A,ACCT-422051F0,1998-07-31,-4864.98,INTEREST,Txn Ref 203347,Cheque
TXN-C19B2723-2F8,ACCT-C3191E61,2000-08-12,2622.46,INTEREST,Txn Ref 549142,Phone
TXN-D2C6EE03-FFA,ACCT-7AA57FEC,1991-12-01,-2314.49,INTEREST,Txn Ref 811438,ATM
TXN-571E3280-82A,ACCT-5FCC23D6,1987-07-28,-4995.89,TRANSFER,Txn Ref 107024,Phone
TXN-5F835EFA-72D,ACCT-9AAB377E,1986-08-06,7461.61,FEE,Txn Ref 926172,Cheque
TXN-52C93319-4B1,ACCT-61BC430B,1995-02-20,6046.74,DEBIT,Txn Ref 780046,ATM
TXN-312F9F32-EA5,ACCT-C15ABBBD,2003-05-30,190.01,INTEREST,Txn Ref 210170,Cheque
TXN-D3A87499-63A,ACCT-39E71EC3,1997-07-07,9069.24,TRANSFER,Txn Ref 524545,Branch
TXN-D7C4601E-DCF,ACCT-7579C137,1985-02-22,-4413.13,TRANSFER,Txn Ref 258820,ATM
TXN-DDF12FF0-1A2,ACCT-C15ABBBD,1986-02-10,4618.35,CREDIT,Txn Ref 301147,ATM
TXN-B390C22B-F7F,ACCT-9E7ACDA7,2002-12-29,8415.54,DEBIT,Txn Ref 503091,Cheque
TXN-5C79E8F9-32A,ACCT-F0FDAF3E,1993-07-24,2780.4,DEBIT,Txn Ref 948310,Cheque
TXN-07D42763-293,ACCT-58E6E48A,1996-08-18,-1466.49,INTEREST,Txn Ref 802965,Cheque
TXN-E3AC8A8D-8A6,ACCT-DBFAA7B2,2002-05-13,6328.41,INTEREST,Txn Ref 244527,Branch
TXN-EED7F3CC-4E5,ACCT-E9F9275B,1986-02-21,9181.22,TRANSFER,Txn Ref 269342,Phone
TXN-E98E4C9D-312,ACCT-D2F28384,2000-11-10,3553.31,FEE,Txn Ref 709784,ATM
TXN-8AE8FD1D-229,ACCT-856F1FB9,2003-03-12,-4428.8,FEE,Txn Ref 146068,Cheque
