Transaction_ID,Account_ID,Date,Amount,Type,Description,Channel
TXN-F67866BC-EEC,ACCT-EC4B105F,2004-07-15,-1049.91,FEE,Txn Ref 976843,ATM
TXN-95DD0250-EC7,ACCT-9B2FA3D2,1997-03-13,2810.68,DEBIT,Txn Ref 725858,ATM
TXN-1873BFA5-E56,ACCT-2CD90D17,1988-04-05,1794.51,CREDIT,Txn Ref 432631,Cheque
TXN-235FBC4F-412,ACCT-6F8AC63E,2005-02-27,-1354.22,INTEREST,Txn Ref 606730,Branch
TXN-F1B1B11D-876,ACCT-3E6DA1B0,2004-12-08,2954.56,TRANSFER,Txn Ref 683385,Cheque
TXN-BF6FA25C-344,ACCT-DBFAA7B2,1999-12-29,-4016.27,FEE,Txn Ref 633931,Phone
TXN-E50B64C0-D85,ACCT-EB71A1E8,1989-01-19,-2882.05,INTEREST,Txn Ref 825935,ATM
TXN-FE6D41A3-776,ACCT-778BF1C5,1996-08-14,5369.76,INTEREST,Txn Ref 351095,Cheque
TXN-BEE31045-BC1,ACCT-BE89CC70,1991-10-24,7109.76,CREDIT,Txn Ref 404775,Cheque
TXN-2315A36A-F8F,ACCT-9342391B,1990-11-20,4639.05,TRANSFER,Txn Ref 451508,Branch
TXN-0566E9ED-39F,ACCT-9BCBA80B,2004-04-18,6399.14,CREDIT,Txn Ref 981383,Cheque
TXN-F0BFDD98-5B5,ACCT-459B7ADC,2003-01-13,7475.65,FEE,Txn Ref 552033,Cheque
TXN-74FE162E-08F,ACCT-0F95613A,1990-06-08,4804.22,DEBIT,Txn Ref 801926,Cheque
TXN-8E5B4519-B86,ACCT-1560E0AC,1988-07-29,3741.44,FEE,Txn Ref 974958,Cheque
TXN-4D0989E7-D30,ACCT-87EA8FC1,2005-04-22,6176.27,FEE,Txn Ref 251419,ATM
TXN-E2FB94AE-7CE,ACCT-CF0ADCA9,1996-05-11,9420.12,FEE,Txn Ref 212427,Cheque
TXN-D1C67A54-DAB,ACCT-889642A9,1998-06-15,-2506.12,INTEREST,Txn Ref 630502,Cheque
TXN-1B70029C-F45,ACCT-DD69E448,1985-05-09,9012.18,TRANSFER,Txn Ref 150416,Cheque
TXN-476455E5-4D5,ACCT-5E1679F9,1998-11-25,7745.74,INTEREST,Txn Ref 782538,Branch
TXN-8EC2C053-615,ACCT-E6A7C968,1985-06-04,1769.41,TRANSFER,Txn Ref 556670,Cheque
TXN-9CBB92E8-E0C,ACCT-2006292B,2003-08-28,-1738.42,INTEREST,Txn Ref 594348,Phone
TXN-039F29D8-619,ACCT-BBB6E873,1993-06-29,2571.43,DEBIT,Txn Ref 401713,Phone
TXN-AD41A6F7-49B,ACCT-1696C441,1994-08-15,-3313.02,CREDIT,Txn Ref 419745,ATM
TXN-2C61B364-1B0,ACCT-5FCC23D6,1995-09-04,3257.08,TRANSFER,Txn Ref 753137,Branch
TXN-4C72FA4A-BFC,ACCT-2CECDDA6,2001-01-10,2805.02,DEBIT,Txn Ref 414581,Phone
TXN-4F1810F0-19C,ACCT-6DC42329,1993-02-21,-3627.21,CREDIT,Txn Ref 919841,Phone
TXN-DC55EEB2-6D7,ACCT-C3697294,2001-06-19,-4698.38,TRANSFER,Txn Ref 822517,Branch
TXN-B9F4CB44-861,ACCT-0BC29B60,1990-12-10,7863.74,TRANSFER,Txn Ref 875509,Branch
TXN-1FF3B5FB-717,ACCT-FF4E517D,1987-03-21,-895.15,CREDIT,Txn Ref 193279,Phone
TXN-F686EC2A-462,ACCT-05EE4186,1998-03-26,-2961.92,CREDIT,Txn Ref 519553,Cheque
TXN-D432CFBA-F49,ACCT-3F43FFE1,1986-07-23,3555.04,DEBIT,Txn Ref 175360,Phone
TXN-7180AADB-07A,ACCT-05E458F8,1994-07-30,-3381.27,INTEREST,Txn Ref 995641,Cheque
TXN-9E83FA1B-D3C,ACCT-BE9EAA4E,1987-05-21,3018.3,DEBIT,Txn Ref 122018,ATM
TXN-200BCA64-136,ACCT-BC96DAF5,2003-08-07,5362.87,CREDIT,Txn Ref 560664,Phone
TXN-5E21D09D-100,ACCT-62CC00D9,2004-06-23,3896.26,INTEREST,Txn Ref 930859,Phone
TXN-5C827E8C-0E5,ACCT-D2F28384,2003-08-18,2692.65,INTEREST,Txn Ref 996713,Phone
TXN-5E745CD4-0A5,ACCT-7CB32E58,2000-12-02,3693.05,INTEREST,Txn Ref 107546,Cheque
TXN-73A90907-2EE,ACCT-92EB60A0,1999-12-04,7233.9,DEBIT,Txn Ref 620372,Branch
TXN-529ECE65-703,ACCT-01F69F2E,2005-06-21,-2983.07,DEBIT,Txn Ref 508424,Phone
TXN-1299C327-39C,ACCT-05E458F8,1999-06-18,-1276.39,INTEREST,Txn Ref 378264,Branch
TXN-E6D885A1-147,ACCT-26EBD866,1996-12-30,2381.72,DEBIT,Txn Ref 969875,ATM
TXN-4DA421AD-662,ACCT-76CC282A,1987-12-13,2079.8,FEE,Txn Ref 966136,ATM
