TransactionID,Date,Type,Amount,Description,Balance
TXN0040000,2025-08-17,DEBIT,300.97,Transfer to Savings,24491.45
TXN0040001,2025-08-18,DEBIT,337.88,Transfer to Savings,24153.57
TXN0040002,2025-08-19,PAYMENT,163.0,Transfer to Savings,23990.57
TXN0040003,2025-08-20,TRANSFER,720.72,Salary,24711.29
TXN0040004,2025-08-21,CREDIT,396.0,Amazon,25107.29
TXN0040005,2025-08-22,DEBIT,700.41,Walmart,24406.88
TXN0040006,2025-08-23,CREDIT,416.18,Electric Bill,24823.06
TXN0040007,2025-08-24,CREDIT,884.97,Coffee Shop,25708.03
TXN0040008,2025-08-25,PAYMENT,516.61,Restaurant,25191.42
TXN0040009,2025-08-26,DEBIT,537.41,Amazon,24654.01
TXN0040010,2025-08-27,TRANSFER,770.79,Salary,25424.8
TXN0040011,2025-08-28,DEBIT,842.92,Salary,24581.88
TXN0040012,2025-08-29,PAYMENT,103.93,Walmart,24477.95
TXN0040013,2025-08-30,PAYMENT,332.73,Salary,24145.22
TXN0040014,2025-08-31,TRANSFER,278.27,Transfer to Savings,24423.49
TXN0040015,2025-09-01,PAYMENT,283.41,Restaurant,24140.08
TXN0040016,2025-09-02,CREDIT,55.32,Amazon,24195.4
TXN0040017,2025-09-03,DEBIT,10.85,Salary,24184.55
TXN0040018,2025-09-04,TRANSFER,559.31,Restaurant,24743.86
TXN0040019,2025-09-05,DEBIT,805.94,Restaurant,23937.92
TXN0040020,2025-09-06,DEBIT,965.45,Salary,22972.47
TXN0040021,2025-09-07,CREDIT,924.42,Walmart,23896.89
TXN0040022,2025-09-08,PAYMENT,856.79,Restaurant,23040.1
TXN0040023,2025-09-09,PAYMENT,983.72,Electric Bill,22056.38
TXN0040024,2025-09-10,TRANSFER,886.16,Coffee Shop,22942.54
TXN0040025,2025-09-11,CREDIT,948.02,Transfer to Savings,23890.56
TXN0040026,2025-09-12,PAYMENT,75.01,Transfer to Savings,23815.55
TXN0040027,2025-09-13,CREDIT,749.04,Walmart,24564.59
TXN0040028,2025-09-14,CREDIT,425.67,Restaurant,24990.26
TXN0040029,2025-09-15,PAYMENT,771.53,Amazon,24218.73
TXN0040030,2025-09-16,DEBIT,172.23,Walmart,24046.5
TXN0040031,2025-09-17,PAYMENT,139.31,Transfer to Savings,23907.19
TXN0040032,2025-09-18,PAYMENT,75.51,Transfer to Savings,23831.68
TXN0040033,2025-09-19,DEBIT,904.24,Restaurant,22927.44
TXN0040034,2025-09-20,DEBIT,145.04,Amazon,22782.4
