TransactionID,Date,Type,Amount,Description,Balance
TXN0140000,2025-07-19,PAYMENT,392.45,Salary,16737.57
TXN0140001,2025-07-20,CREDIT,781.41,Restaurant,17518.98
TXN0140002,2025-07-21,DEBIT,252.67,Restaurant,17266.31
TXN0140003,2025-07-22,DEBIT,696.8,Electric Bill,16569.51
TXN0140004,2025-07-23,DEBIT,717.18,Walmart,15852.33
TXN0140005,2025-07-24,TRANSFER,531.43,Walmart,16383.76
TXN0140006,2025-07-25,PAYMENT,12.8,Salary,16370.96
TXN0140007,2025-07-26,PAYMENT,754.7,Restaurant,15616.26
TXN0140008,2025-07-27,CREDIT,48.17,Electric Bill,15664.43
TXN0140009,2025-07-28,PAYMENT,498.92,Salary,15165.51
TXN0140010,2025-07-29,TRANSFER,807.29,Electric Bill,15972.8
TXN0140011,2025-07-30,TRANSFER,303.68,Salary,16276.48
TXN0140012,2025-07-31,CREDIT,459.36,Electric Bill,16735.84
TXN0140013,2025-08-01,TRANSFER,485.13,Electric Bill,17220.97
TXN0140014,2025-08-02,PAYMENT,322.21,Coffee Shop,16898.76
TXN0140015,2025-08-03,CREDIT,895.59,Coffee Shop,17794.35
TXN0140016,2025-08-04,TRANSFER,98.33,Walmart,17892.68
TXN0140017,2025-08-05,TRANSFER,121.35,Electric Bill,18014.03
TXN0140018,2025-08-06,TRANSFER,121.27,Amazon,18135.3
TXN0140019,2025-08-07,PAYMENT,397.19,Electric Bill,17738.11
TXN0140020,2025-08-08,DEBIT,704.87,Coffee Shop,17033.24
TXN0140021,2025-08-09,DEBIT,977.57,Walmart,16055.67
TXN0140022,2025-08-10,PAYMENT,950.04,Restaurant,15105.63
TXN0140023,2025-08-11,TRANSFER,408.19,Electric Bill,15513.82
TXN0140024,2025-08-12,DEBIT,999.45,Salary,14514.37
TXN0140025,2025-08-13,CREDIT,328.85,Transfer to Savings,14843.22
TXN0140026,2025-08-14,TRANSFER,790.01,Amazon,15633.23
TXN0140027,2025-08-15,DEBIT,270.55,Restaurant,15362.68
TXN0140028,2025-08-16,PAYMENT,419.2,Coffee Shop,14943.48
TXN0140029,2025-08-17,DEBIT,347.63,Restaurant,14595.85
TXN0140030,2025-08-18,DEBIT,840.17,Amazon,13755.68
TXN0140031,2025-08-19,TRANSFER,941.51,Amazon,14697.19
TXN0140032,2025-08-20,CREDIT,245.07,Coffee Shop,14942.26
TXN0140033,2025-08-21,CREDIT,125.58,Amazon,15067.84
TXN0140034,2025-08-22,PAYMENT,726.32,Transfer to Savings,14341.52
