TransactionID,Date,Type,Amount,Description,Balance
TXN0790000,2025-05-28,TRANSFER,44.86,Coffee Shop,9265.44
TXN0790001,2025-05-29,CREDIT,132.83,Restaurant,9398.27
TXN0790002,2025-05-30,DEBIT,798.78,Transfer to Savings,8599.49
TXN0790003,2025-05-31,CREDIT,613.63,Restaurant,9213.12
TXN0790004,2025-06-01,PAYMENT,27.69,Walmart,9185.43
TXN0790005,2025-06-02,CREDIT,789.73,Amazon,9975.16
TXN0790006,2025-06-03,PAYMENT,901.02,Restaurant,9074.14
TXN0790007,2025-06-04,TRANSFER,934.94,Walmart,10009.08
TXN0790008,2025-06-05,TRANSFER,314.93,Electric Bill,10324.01
TXN0790009,2025-06-06,DEBIT,12.96,Walmart,10311.05
