TransactionID,Date,Type,Amount,Description,Balance
TXN0440000,2025-09-15,TRANSFER,410.56,Electric Bill,3097.06
TXN0440001,2025-09-16,PAYMENT,178.43,Coffee Shop,2918.63
TXN0440002,2025-09-17,TRANSFER,427.31,Walmart,3345.94
TXN0440003,2025-09-18,PAYMENT,711.26,Walmart,2634.68
TXN0440004,2025-09-19,CREDIT,447.9,Electric Bill,3082.58
TXN0440005,2025-09-20,PAYMENT,936.15,Transfer to Savings,2146.43
TXN0440006,2025-09-21,TRANSFER,396.11,Amazon,2542.54
TXN0440007,2025-09-22,DEBIT,955.07,Salary,1587.47
TXN0440008,2025-09-23,DEBIT,973.65,Transfer to Savings,613.82
TXN0440009,2025-09-24,PAYMENT,277.82,Walmart,336.0
TXN0440010,2025-09-25,PAYMENT,627.8,Walmart,-291.8
TXN0440011,2025-09-26,DEBIT,53.0,Walmart,-344.8
TXN0440012,2025-09-27,CREDIT,548.15,Coffee Shop,203.35
TXN0440013,2025-09-28,CREDIT,945.35,Salary,1148.7
