TransactionID,Date,Type,Amount,Description,Balance
TXN0280000,2025-09-23,CREDIT,789.67,Salary,21560.9
TXN0280001,2025-09-24,CREDIT,395.45,Salary,21956.35
TXN0280002,2025-09-25,TRANSFER,669.19,Salary,22625.54
TXN0280003,2025-09-26,PAYMENT,628.06,Amazon,21997.48
TXN0280004,2025-09-27,DEBIT,73.37,Coffee Shop,21924.11
TXN0280005,2025-09-28,DEBIT,101.1,Salary,21823.01
TXN0280006,2025-09-29,CREDIT,66.93,Coffee Shop,21889.94
TXN0280007,2025-09-30,CREDIT,231.05,Transfer to Savings,22120.99
TXN0280008,2025-10-01,TRANSFER,82.04,Coffee Shop,22203.03
TXN0280009,2025-10-02,DEBIT,638.28,Transfer to Savings,21564.75
TXN0280010,2025-10-03,TRANSFER,100.31,Amazon,21665.06
TXN0280011,2025-10-04,TRANSFER,647.23,Amazon,22312.29
TXN0280012,2025-10-05,CREDIT,625.79,Transfer to Savings,22938.08
TXN0280013,2025-10-06,CREDIT,922.17,Coffee Shop,23860.25
TXN0280014,2025-10-07,CREDIT,385.29,Restaurant,24245.54
TXN0280015,2025-10-08,PAYMENT,248.94,Transfer to Savings,23996.6
TXN0280016,2025-10-09,CREDIT,367.32,Amazon,24363.92
TXN0280017,2025-10-10,TRANSFER,896.84,Walmart,25260.76
TXN0280018,2025-10-11,CREDIT,457.58,Transfer to Savings,25718.34
TXN0280019,2025-10-12,TRANSFER,618.4,Salary,26336.74
TXN0280020,2025-10-13,PAYMENT,106.33,Transfer to Savings,26230.41
TXN0280021,2025-10-14,DEBIT,135.16,Electric Bill,26095.25
