TransactionID,Date,Type,Amount,Description,Balance
TXN0850000,2025-02-23,TRANSFER,322.87,Salary,42938.83
TXN0850001,2025-02-24,DEBIT,839.65,Electric Bill,42099.18
TXN0850002,2025-02-25,CREDIT,398.77,Transfer to Savings,42497.95
TXN0850003,2025-02-26,CREDIT,123.97,Amazon,42621.92
TXN0850004,2025-02-27,CREDIT,167.28,Salary,42789.2
TXN0850005,2025-02-28,DEBIT,82.59,Restaurant,42706.61
TXN0850006,2025-03-01,PAYMENT,712.74,Walmart,41993.87
TXN0850007,2025-03-02,PAYMENT,342.22,Restaurant,41651.65
TXN0850008,2025-03-03,CREDIT,872.93,Transfer to Savings,42524.58
TXN0850009,2025-03-04,PAYMENT,95.63,Walmart,42428.95
TXN0850010,2025-03-05,DEBIT,853.57,Restaurant,41575.38
TXN0850011,2025-03-06,PAYMENT,627.28,Electric Bill,40948.1
TXN0850012,2025-03-07,PAYMENT,756.57,Coffee Shop,40191.53
TXN0850013,2025-03-08,PAYMENT,193.32,Coffee Shop,39998.21
TXN0850014,2025-03-09,DEBIT,878.69,Amazon,39119.52
TXN0850015,2025-03-10,DEBIT,275.29,Amazon,38844.23
TXN0850016,2025-03-11,PAYMENT,756.31,Coffee Shop,38087.92
TXN0850017,2025-03-12,TRANSFER,173.18,Transfer to Savings,38261.1
TXN0850018,2025-03-13,PAYMENT,610.36,Transfer to Savings,37650.74
TXN0850019,2025-03-14,DEBIT,569.62,Electric Bill,37081.12
TXN0850020,2025-03-15,PAYMENT,856.98,Electric Bill,36224.14
TXN0850021,2025-03-16,TRANSFER,626.62,Salary,36850.76
TXN0850022,2025-03-17,TRANSFER,81.41,Electric Bill,36932.17
TXN0850023,2025-03-18,PAYMENT,29.96,Restaurant,36902.21
TXN0850024,2025-03-19,DEBIT,288.89,Transfer to Savings,36613.32
TXN0850025,2025-03-20,TRANSFER,375.08,Restaurant,36988.4
TXN0850026,2025-03-21,TRANSFER,935.76,Electric Bill,37924.16
TXN0850027,2025-03-22,DEBIT,451.36,Amazon,37472.8
TXN0850028,2025-03-23,DEBIT,385.09,Transfer to Savings,37087.71
TXN0850029,2025-03-24,DEBIT,210.91,Transfer to Savings,36876.8
TXN0850030,2025-03-25,TRANSFER,881.05,Walmart,37757.85
TXN0850031,2025-03-26,TRANSFER,430.37,Transfer to Savings,38188.22
TXN0850032,2025-03-27,DEBIT,567.58,Salary,37620.64
