TransactionID,Date,Type,Amount,Description,Balance
TXN1000000,2025-11-23,DEBIT,789.12,Transfer to Savings,4753.62
TXN1000001,2025-11-24,CREDIT,42.73,Salary,4796.35
TXN1000002,2025-11-25,DEBIT,182.1,Salary,4614.25
TXN1000003,2025-11-26,DEBIT,896.71,Salary,3717.54
TXN1000004,2025-11-27,PAYMENT,757.23,Coffee Shop,2960.31
TXN1000005,2025-11-28,TRANSFER,893.81,Electric Bill,3854.12
TXN1000006,2025-11-29,TRANSFER,811.41,Transfer to Savings,4665.53
TXN1000007,2025-11-30,CREDIT,932.06,Salary,5597.59
TXN1000008,2025-12-01,PAYMENT,532.36,Transfer to Savings,5065.23
TXN1000009,2025-12-02,PAYMENT,64.08,Electric Bill,5001.15
TXN1000010,2025-12-03,PAYMENT,33.32,Salary,4967.83
TXN1000011,2025-12-04,PAYMENT,22.7,Coffee Shop,4945.13
TXN1000012,2025-12-05,CREDIT,991.22,Transfer to Savings,5936.35
TXN1000013,2025-12-06,DEBIT,569.38,Walmart,5366.97
TXN1000014,2025-12-07,TRANSFER,846.76,Restaurant,6213.73
TXN1000015,2025-12-08,TRANSFER,416.19,Salary,6629.92
TXN1000016,2025-12-09,TRANSFER,368.14,Restaurant,6998.06
TXN1000017,2025-12-10,DEBIT,177.78,Coffee Shop,6820.28
TXN1000018,2025-12-11,CREDIT,640.26,Transfer to Savings,7460.54
TXN1000019,2025-12-12,TRANSFER,265.06,Electric Bill,7725.6
TXN1000020,2025-12-13,CREDIT,207.37,Amazon,7932.97
TXN1000021,2025-12-14,DEBIT,711.58,Amazon,7221.39
TXN1000022,2025-12-15,CREDIT,847.71,Coffee Shop,8069.1
TXN1000023,2025-12-16,DEBIT,239.78,Transfer to Savings,7829.32
TXN1000024,2025-12-17,DEBIT,956.27,Salary,6873.05
TXN1000025,2025-12-18,PAYMENT,116.51,Electric Bill,6756.54
TXN1000026,2025-12-19,TRANSFER,474.67,Electric Bill,7231.21
TXN1000027,2025-12-20,TRANSFER,618.61,Salary,7849.82
TXN1000028,2025-12-21,DEBIT,815.71,Electric Bill,7034.11
TXN1000029,2025-12-22,CREDIT,156.64,Electric Bill,7190.75
TXN1000030,2025-12-23,TRANSFER,682.24,Restaurant,7872.99
TXN1000031,2025-12-24,TRANSFER,544.19,Restaurant,8417.18
TXN1000032,2025-12-25,DEBIT,522.15,Transfer to Savings,7895.03
TXN1000033,2025-12-26,PAYMENT,385.05,Amazon,7509.98
TXN1000034,2025-12-27,DEBIT,268.6,Restaurant,7241.38
TXN1000035,2025-12-28,TRANSFER,430.26,Transfer to Savings,7671.64
TXN1000036,2025-12-29,DEBIT,117.61,Walmart,7554.03
TXN1000037,2025-12-30,TRANSFER,960.04,Salary,8514.07
TXN1000038,2025-12-31,DEBIT,379.96,Transfer to Savings,8134.11
TXN1000039,2026-01-01,TRANSFER,952.44,Electric Bill,9086.55
TXN1000040,2026-01-02,CREDIT,591.96,Coffee Shop,9678.51
TXN1000041,2026-01-03,CREDIT,702.8,Coffee Shop,10381.31
