TransactionID,Date,Type,Amount,Description,Balance
TXN0270000,2025-08-09,TRANSFER,423.94,Coffee Shop,36680.95
TXN0270001,2025-08-10,TRANSFER,394.52,Transfer to Savings,37075.47
TXN0270002,2025-08-11,PAYMENT,780.44,Coffee Shop,36295.03
TXN0270003,2025-08-12,PAYMENT,571.86,Walmart,35723.17
TXN0270004,2025-08-13,DEBIT,50.45,Amazon,35672.72
TXN0270005,2025-08-14,DEBIT,649.55,Electric Bill,35023.17
TXN0270006,2025-08-15,PAYMENT,580.67,Electric Bill,34442.5
TXN0270007,2025-08-16,TRANSFER,121.01,Salary,34563.51
TXN0270008,2025-08-17,CREDIT,327.65,Electric Bill,34891.16
TXN0270009,2025-08-18,CREDIT,506.9,Electric Bill,35398.06
TXN0270010,2025-08-19,CREDIT,210.99,Restaurant,35609.05
TXN0270011,2025-08-20,TRANSFER,861.03,Transfer to Savings,36470.08
TXN0270012,2025-08-21,TRANSFER,722.07,Restaurant,37192.15
TXN0270013,2025-08-22,CREDIT,754.83,Transfer to Savings,37946.98
TXN0270014,2025-08-23,PAYMENT,812.03,Coffee Shop,37134.95
TXN0270015,2025-08-24,DEBIT,748.69,Transfer to Savings,36386.26
TXN0270016,2025-08-25,TRANSFER,968.64,Restaurant,37354.9
TXN0270017,2025-08-26,CREDIT,820.82,Transfer to Savings,38175.72
TXN0270018,2025-08-27,CREDIT,235.96,Electric Bill,38411.68
TXN0270019,2025-08-28,TRANSFER,991.0,Electric Bill,39402.68
TXN0270020,2025-08-29,TRANSFER,67.27,Amazon,39469.95
TXN0270021,2025-08-30,DEBIT,647.05,Salary,38822.9
TXN0270022,2025-08-31,TRANSFER,887.53,Electric Bill,39710.43
TXN0270023,2025-09-01,DEBIT,640.19,Amazon,39070.24
TXN0270024,2025-09-02,TRANSFER,583.67,Coffee Shop,39653.91
TXN0270025,2025-09-03,PAYMENT,610.8,Coffee Shop,39043.11
TXN0270026,2025-09-04,PAYMENT,28.53,Restaurant,39014.58
TXN0270027,2025-09-05,DEBIT,578.89,Salary,38435.69
TXN0270028,2025-09-06,PAYMENT,919.83,Restaurant,37515.86
TXN0270029,2025-09-07,TRANSFER,346.9,Salary,37862.76
TXN0270030,2025-09-08,DEBIT,647.52,Coffee Shop,37215.24
TXN0270031,2025-09-09,DEBIT,115.51,Amazon,37099.73
TXN0270032,2025-09-10,DEBIT,850.02,Walmart,36249.71
TXN0270033,2025-09-11,CREDIT,256.15,Transfer to Savings,36505.86
TXN0270034,2025-09-12,CREDIT,183.27,Coffee Shop,36689.13
TXN0270035,2025-09-13,CREDIT,844.51,Transfer to Savings,37533.64
TXN0270036,2025-09-14,DEBIT,179.21,Amazon,37354.43
