TransactionID,Date,Type,Amount,Description,Balance
TXN0560000,2025-12-01,TRANSFER,394.37,Walmart,44817.68
TXN0560001,2025-12-02,CREDIT,328.32,Restaurant,45146.0
TXN0560002,2025-12-03,CREDIT,416.11,Coffee Shop,45562.11
TXN0560003,2025-12-04,TRANSFER,872.75,Coffee Shop,46434.86
TXN0560004,2025-12-05,DEBIT,800.54,Coffee Shop,45634.32
TXN0560005,2025-12-06,TRANSFER,148.04,Restaurant,45782.36
TXN0560006,2025-12-07,PAYMENT,346.71,Walmart,45435.65
TXN0560007,2025-12-08,CREDIT,972.58,Amazon,46408.23
TXN0560008,2025-12-09,CREDIT,200.2,Coffee Shop,46608.43
TXN0560009,2025-12-10,TRANSFER,84.58,Transfer to Savings,46693.01
TXN0560010,2025-12-11,PAYMENT,611.77,Amazon,46081.24
TXN0560011,2025-12-12,TRANSFER,911.8,Walmart,46993.04
TXN0560012,2025-12-13,TRANSFER,508.6,Walmart,47501.64
TXN0560013,2025-12-14,DEBIT,148.65,Restaurant,47352.99
TXN0560014,2025-12-15,TRANSFER,162.41,Electric Bill,47515.4
TXN0560015,2025-12-16,TRANSFER,247.31,Salary,47762.71
TXN0560016,2025-12-17,DEBIT,92.01,Amazon,47670.7
TXN0560017,2025-12-18,CREDIT,572.69,Salary,48243.39
TXN0560018,2025-12-19,DEBIT,127.58,Restaurant,48115.81
TXN0560019,2025-12-20,CREDIT,561.91,Electric Bill,48677.72
TXN0560020,2025-12-21,CREDIT,16.03,Electric Bill,48693.75
TXN0560021,2025-12-22,PAYMENT,130.69,Transfer to Savings,48563.06
TXN0560022,2025-12-23,CREDIT,857.03,Walmart,49420.09
TXN0560023,2025-12-24,CREDIT,834.73,Transfer to Savings,50254.82
TXN0560024,2025-12-25,DEBIT,406.28,Coffee Shop,49848.54
TXN0560025,2025-12-26,TRANSFER,288.87,Salary,50137.41
TXN0560026,2025-12-27,DEBIT,323.26,Walmart,49814.15
TXN0560027,2025-12-28,PAYMENT,229.11,Walmart,49585.04
TXN0560028,2025-12-29,CREDIT,553.44,Electric Bill,50138.48
TXN0560029,2025-12-30,CREDIT,592.21,Transfer to Savings,50730.69
TXN0560030,2025-12-31,DEBIT,421.64,Coffee Shop,50309.05
TXN0560031,2026-01-01,CREDIT,306.55,Walmart,50615.6
TXN0560032,2026-01-02,CREDIT,314.48,Walmart,50930.08
TXN0560033,2026-01-03,DEBIT,772.46,Coffee Shop,50157.62
TXN0560034,2026-01-04,PAYMENT,400.67,Amazon,49756.95
TXN0560035,2026-01-05,CREDIT,335.9,Transfer to Savings,50092.85
