TransactionID,Date,Type,Amount,Description,Balance
TXN0840000,2025-07-16,PAYMENT,235.26,Coffee Shop,4446.97
TXN0840001,2025-07-17,TRANSFER,892.58,Coffee Shop,5339.55
TXN0840002,2025-07-18,DEBIT,234.25,Transfer to Savings,5105.3
TXN0840003,2025-07-19,PAYMENT,530.22,Salary,4575.08
TXN0840004,2025-07-20,TRANSFER,693.74,Electric Bill,5268.82
TXN0840005,2025-07-21,CREDIT,48.39,Restaurant,5317.21
TXN0840006,2025-07-22,CREDIT,169.39,Salary,5486.6
TXN0840007,2025-07-23,DEBIT,130.85,Coffee Shop,5355.75
TXN0840008,2025-07-24,CREDIT,68.28,Walmart,5424.03
TXN0840009,2025-07-25,TRANSFER,75.56,Salary,5499.59
TXN0840010,2025-07-26,PAYMENT,221.59,Electric Bill,5278.0
TXN0840011,2025-07-27,PAYMENT,945.96,Transfer to Savings,4332.04
TXN0840012,2025-07-28,PAYMENT,828.52,Transfer to Savings,3503.52
TXN0840013,2025-07-29,PAYMENT,551.01,Transfer to Savings,2952.51
TXN0840014,2025-07-30,PAYMENT,103.31,Restaurant,2849.2
TXN0840015,2025-07-31,CREDIT,975.38,Salary,3824.58
TXN0840016,2025-08-01,DEBIT,553.88,Coffee Shop,3270.7
TXN0840017,2025-08-02,TRANSFER,488.88,Transfer to Savings,3759.58
TXN0840018,2025-08-03,DEBIT,627.76,Coffee Shop,3131.82
TXN0840019,2025-08-04,TRANSFER,934.22,Coffee Shop,4066.04
TXN0840020,2025-08-05,DEBIT,892.21,Coffee Shop,3173.83
TXN0840021,2025-08-06,CREDIT,534.12,Coffee Shop,3707.95
TXN0840022,2025-08-07,TRANSFER,999.54,Coffee Shop,4707.49
TXN0840023,2025-08-08,DEBIT,318.34,Walmart,4389.15
TXN0840024,2025-08-09,PAYMENT,60.31,Salary,4328.84
TXN0840025,2025-08-10,CREDIT,114.54,Walmart,4443.38
TXN0840026,2025-08-11,DEBIT,829.83,Coffee Shop,3613.55
TXN0840027,2025-08-12,PAYMENT,81.11,Restaurant,3532.44
TXN0840028,2025-08-13,TRANSFER,495.93,Walmart,4028.37
TXN0840029,2025-08-14,CREDIT,529.21,Amazon,4557.58
TXN0840030,2025-08-15,TRANSFER,771.44,Restaurant,5329.02
TXN0840031,2025-08-16,CREDIT,729.8,Coffee Shop,6058.82
TXN0840032,2025-08-17,PAYMENT,276.23,Salary,5782.59
TXN0840033,2025-08-18,TRANSFER,554.98,Electric Bill,6337.57
TXN0840034,2025-08-19,TRANSFER,783.98,Salary,7121.55
