TransactionID,Date,Type,Amount,Description,Balance
TXN0170000,2025-03-16,TRANSFER,924.31,Electric Bill,13141.48
TXN0170001,2025-03-17,TRANSFER,769.62,Restaurant,13911.1
TXN0170002,2025-03-18,TRANSFER,790.37,Transfer to Savings,14701.47
TXN0170003,2025-03-19,PAYMENT,424.48,Coffee Shop,14276.99
TXN0170004,2025-03-20,TRANSFER,591.52,Transfer to Savings,14868.51
TXN0170005,2025-03-21,CREDIT,909.14,Transfer to Savings,15777.65
TXN0170006,2025-03-22,PAYMENT,560.15,Restaurant,15217.5
TXN0170007,2025-03-23,DEBIT,683.65,Electric Bill,14533.85
TXN0170008,2025-03-24,PAYMENT,567.78,Restaurant,13966.07
TXN0170009,2025-03-25,DEBIT,384.83,Restaurant,13581.24
TXN0170010,2025-03-26,PAYMENT,143.93,Amazon,13437.31
TXN0170011,2025-03-27,PAYMENT,535.14,Restaurant,12902.17
TXN0170012,2025-03-28,PAYMENT,735.36,Salary,12166.81
TXN0170013,2025-03-29,TRANSFER,193.63,Coffee Shop,12360.44
TXN0170014,2025-03-30,CREDIT,840.2,Walmart,13200.64
TXN0170015,2025-03-31,PAYMENT,381.49,Amazon,12819.15
TXN0170016,2025-04-01,DEBIT,504.22,Coffee Shop,12314.93
TXN0170017,2025-04-02,PAYMENT,881.64,Coffee Shop,11433.29
TXN0170018,2025-04-03,CREDIT,491.81,Walmart,11925.1
TXN0170019,2025-04-04,TRANSFER,246.98,Transfer to Savings,12172.08
TXN0170020,2025-04-05,DEBIT,575.38,Restaurant,11596.7
TXN0170021,2025-04-06,TRANSFER,578.66,Electric Bill,12175.36
TXN0170022,2025-04-07,PAYMENT,416.53,Restaurant,11758.83
TXN0170023,2025-04-08,TRANSFER,703.66,Restaurant,12462.49
TXN0170024,2025-04-09,TRANSFER,218.86,Salary,12681.35
TXN0170025,2025-04-10,DEBIT,554.93,Amazon,12126.42
TXN0170026,2025-04-11,TRANSFER,804.05,Coffee Shop,12930.47
TXN0170027,2025-04-12,CREDIT,610.85,Electric Bill,13541.32
TXN0170028,2025-04-13,PAYMENT,883.73,Coffee Shop,12657.59
TXN0170029,2025-04-14,TRANSFER,718.81,Transfer to Savings,13376.4
TXN0170030,2025-04-15,DEBIT,144.74,Amazon,13231.66
TXN0170031,2025-04-16,CREDIT,754.63,Coffee Shop,13986.29
TXN0170032,2025-04-17,CREDIT,714.11,Electric Bill,14700.4
TXN0170033,2025-04-18,TRANSFER,107.32,Coffee Shop,14807.72
TXN0170034,2025-04-19,CREDIT,672.73,Electric Bill,15480.45
TXN0170035,2025-04-20,PAYMENT,393.38,Salary,15087.07
