TransactionID,Date,Type,Amount,Description,Balance
TXN0520000,2025-04-30,CREDIT,80.69,Walmart,35796.83
TXN0520001,2025-05-01,TRANSFER,67.09,Electric Bill,35863.92
TXN0520002,2025-05-02,PAYMENT,902.01,Restaurant,34961.91
TXN0520003,2025-05-03,DEBIT,76.47,Walmart,34885.44
TXN0520004,2025-05-04,CREDIT,202.26,Transfer to Savings,35087.7
TXN0520005,2025-05-05,PAYMENT,579.98,Walmart,34507.72
TXN0520006,2025-05-06,CREDIT,437.95,Walmart,34945.67
TXN0520007,2025-05-07,TRANSFER,357.83,Amazon,35303.5
TXN0520008,2025-05-08,CREDIT,326.03,Coffee Shop,35629.53
TXN0520009,2025-05-09,CREDIT,281.22,Electric Bill,35910.75
TXN0520010,2025-05-10,DEBIT,846.21,Transfer to Savings,35064.54
TXN0520011,2025-05-11,TRANSFER,935.04,Transfer to Savings,35999.58
TXN0520012,2025-05-12,CREDIT,255.91,Salary,36255.49
TXN0520013,2025-05-13,PAYMENT,434.96,Walmart,35820.53
TXN0520014,2025-05-14,PAYMENT,159.62,Transfer to Savings,35660.91
TXN0520015,2025-05-15,TRANSFER,626.71,Transfer to Savings,36287.62
TXN0520016,2025-05-16,PAYMENT,484.98,Transfer to Savings,35802.64
TXN0520017,2025-05-17,PAYMENT,906.69,Walmart,34895.95
TXN0520018,2025-05-18,TRANSFER,231.46,Electric Bill,35127.41
TXN0520019,2025-05-19,CREDIT,111.45,Transfer to Savings,35238.86
TXN0520020,2025-05-20,CREDIT,490.78,Salary,35729.64
TXN0520021,2025-05-21,DEBIT,596.76,Amazon,35132.88
TXN0520022,2025-05-22,CREDIT,845.3,Salary,35978.18
TXN0520023,2025-05-23,DEBIT,414.27,Amazon,35563.91
TXN0520024,2025-05-24,CREDIT,334.25,Salary,35898.16
TXN0520025,2025-05-25,DEBIT,766.58,Transfer to Savings,35131.58
TXN0520026,2025-05-26,CREDIT,473.56,Coffee Shop,35605.14
TXN0520027,2025-05-27,DEBIT,540.95,Salary,35064.19
TXN0520028,2025-05-28,CREDIT,524.23,Salary,35588.42
TXN0520029,2025-05-29,DEBIT,551.16,Electric Bill,35037.26
TXN0520030,2025-05-30,CREDIT,640.25,Coffee Shop,35677.51
TXN0520031,2025-05-31,PAYMENT,974.99,Coffee Shop,34702.52
TXN0520032,2025-06-01,TRANSFER,747.83,Transfer to Savings,35450.35
TXN0520033,2025-06-02,PAYMENT,57.93,Salary,35392.42
TXN0520034,2025-06-03,CREDIT,965.38,Coffee Shop,36357.8
TXN0520035,2025-06-04,CREDIT,266.37,Transfer to Savings,36624.17
TXN0520036,2025-06-05,TRANSFER,928.84,Restaurant,37553.01
TXN0520037,2025-06-06,PAYMENT,561.52,Amazon,36991.49
