TransactionID,Date,Type,Amount,Description,Balance
TXN0800000,2025-10-17,DEBIT,297.86,Salary,34242.62
TXN0800001,2025-10-18,PAYMENT,911.95,Walmart,33330.67
TXN0800002,2025-10-19,CREDIT,771.14,Transfer to Savings,34101.81
TXN0800003,2025-10-20,PAYMENT,343.7,Amazon,33758.11
TXN0800004,2025-10-21,CREDIT,144.25,Amazon,33902.36
TXN0800005,2025-10-22,PAYMENT,970.77,Amazon,32931.59
TXN0800006,2025-10-23,CREDIT,556.43,Walmart,33488.02
TXN0800007,2025-10-24,DEBIT,360.55,Electric Bill,33127.47
TXN0800008,2025-10-25,DEBIT,767.02,Restaurant,32360.45
TXN0800009,2025-10-26,CREDIT,822.27,Coffee Shop,33182.72
TXN0800010,2025-10-27,DEBIT,362.78,Coffee Shop,32819.94
TXN0800011,2025-10-28,PAYMENT,694.81,Electric Bill,32125.13
TXN0800012,2025-10-29,PAYMENT,211.53,Transfer to Savings,31913.6
TXN0800013,2025-10-30,CREDIT,956.52,Transfer to Savings,32870.12
TXN0800014,2025-10-31,CREDIT,131.0,Amazon,33001.12
TXN0800015,2025-11-01,DEBIT,623.43,Coffee Shop,32377.69
TXN0800016,2025-11-02,TRANSFER,45.38,Transfer to Savings,32423.07
TXN0800017,2025-11-03,CREDIT,11.35,Restaurant,32434.42
TXN0800018,2025-11-04,CREDIT,579.03,Restaurant,33013.45
TXN0800019,2025-11-05,DEBIT,141.23,Restaurant,32872.22
TXN0800020,2025-11-06,DEBIT,508.38,Transfer to Savings,32363.84
