TransactionID,Date,Type,Amount,Description,Balance
TXN0730000,2025-11-25,CREDIT,858.27,Transfer to Savings,14538.68
TXN0730001,2025-11-26,CREDIT,353.87,Transfer to Savings,14892.55
TXN0730002,2025-11-27,CREDIT,542.49,Electric Bill,15435.04
TXN0730003,2025-11-28,CREDIT,127.57,Walmart,15562.61
TXN0730004,2025-11-29,PAYMENT,325.41,Amazon,15237.2
TXN0730005,2025-11-30,TRANSFER,685.32,Salary,15922.52
TXN0730006,2025-12-01,CREDIT,319.09,Amazon,16241.61
TXN0730007,2025-12-02,PAYMENT,562.34,Salary,15679.27
TXN0730008,2025-12-03,CREDIT,943.23,Walmart,16622.5
TXN0730009,2025-12-04,DEBIT,140.33,Coffee Shop,16482.17
TXN0730010,2025-12-05,DEBIT,489.09,Coffee Shop,15993.08
TXN0730011,2025-12-06,CREDIT,143.57,Restaurant,16136.65
TXN0730012,2025-12-07,CREDIT,522.63,Amazon,16659.28
TXN0730013,2025-12-08,DEBIT,688.67,Walmart,15970.61
TXN0730014,2025-12-09,CREDIT,332.2,Amazon,16302.81
TXN0730015,2025-12-10,CREDIT,400.32,Salary,16703.13
TXN0730016,2025-12-11,PAYMENT,290.33,Amazon,16412.8
TXN0730017,2025-12-12,DEBIT,690.08,Electric Bill,15722.72
TXN0730018,2025-12-13,DEBIT,606.73,Electric Bill,15115.99
TXN0730019,2025-12-14,TRANSFER,255.53,Electric Bill,15371.52
TXN0730020,2025-12-15,TRANSFER,744.7,Coffee Shop,16116.22
TXN0730021,2025-12-16,PAYMENT,313.96,Restaurant,15802.26
TXN0730022,2025-12-17,DEBIT,549.75,Restaurant,15252.51
TXN0730023,2025-12-18,CREDIT,42.92,Coffee Shop,15295.43
TXN0730024,2025-12-19,TRANSFER,273.69,Electric Bill,15569.12
TXN0730025,2025-12-20,TRANSFER,490.5,Coffee Shop,16059.62
TXN0730026,2025-12-21,CREDIT,125.77,Salary,16185.39
TXN0730027,2025-12-22,CREDIT,554.3,Walmart,16739.69
TXN0730028,2025-12-23,PAYMENT,658.36,Transfer to Savings,16081.33
TXN0730029,2025-12-24,TRANSFER,763.94,Electric Bill,16845.27
TXN0730030,2025-12-25,DEBIT,796.81,Salary,16048.46
TXN0730031,2025-12-26,TRANSFER,849.48,Walmart,16897.94
TXN0730032,2025-12-27,PAYMENT,692.97,Electric Bill,16204.97
TXN0730033,2025-12-28,PAYMENT,291.03,Salary,15913.94
TXN0730034,2025-12-29,CREDIT,118.72,Amazon,16032.66
