TransactionID,Date,Type,Amount,Description,Balance
TXN0240000,2025-02-14,TRANSFER,78.95,Electric Bill,5910.28
TXN0240001,2025-02-15,PAYMENT,64.28,Amazon,5846.0
TXN0240002,2025-02-16,DEBIT,800.86,Coffee Shop,5045.14
TXN0240003,2025-02-17,PAYMENT,366.37,Transfer to Savings,4678.77
TXN0240004,2025-02-18,DEBIT,308.5,Coffee Shop,4370.27
TXN0240005,2025-02-19,DEBIT,744.6,Restaurant,3625.67
TXN0240006,2025-02-20,PAYMENT,305.62,Electric Bill,3320.05
TXN0240007,2025-02-21,CREDIT,98.44,Restaurant,3418.49
TXN0240008,2025-02-22,DEBIT,869.48,Amazon,2549.01
TXN0240009,2025-02-23,TRANSFER,770.43,Amazon,3319.44
TXN0240010,2025-02-24,CREDIT,962.63,Amazon,4282.07
TXN0240011,2025-02-25,PAYMENT,801.12,Coffee Shop,3480.95
TXN0240012,2025-02-26,TRANSFER,162.66,Salary,3643.61
TXN0240013,2025-02-27,PAYMENT,341.85,Transfer to Savings,3301.76
TXN0240014,2025-02-28,CREDIT,207.48,Walmart,3509.24
TXN0240015,2025-03-01,DEBIT,461.14,Amazon,3048.1
TXN0240016,2025-03-02,DEBIT,325.52,Coffee Shop,2722.58
TXN0240017,2025-03-03,PAYMENT,303.31,Restaurant,2419.27
TXN0240018,2025-03-04,TRANSFER,146.47,Coffee Shop,2565.74
TXN0240019,2025-03-05,CREDIT,487.9,Amazon,3053.64
TXN0240020,2025-03-06,TRANSFER,680.27,Electric Bill,3733.91
TXN0240021,2025-03-07,TRANSFER,763.99,Restaurant,4497.9
TXN0240022,2025-03-08,DEBIT,650.33,Transfer to Savings,3847.57
TXN0240023,2025-03-09,TRANSFER,971.08,Transfer to Savings,4818.65
TXN0240024,2025-03-10,TRANSFER,685.06,Transfer to Savings,5503.71
TXN0240025,2025-03-11,DEBIT,755.08,Amazon,4748.63
TXN0240026,2025-03-12,PAYMENT,482.92,Electric Bill,4265.71
TXN0240027,2025-03-13,PAYMENT,983.01,Electric Bill,3282.7
TXN0240028,2025-03-14,TRANSFER,545.09,Electric Bill,3827.79
TXN0240029,2025-03-15,DEBIT,250.48,Amazon,3577.31
TXN0240030,2025-03-16,PAYMENT,678.04,Amazon,2899.27
TXN0240031,2025-03-17,TRANSFER,399.21,Restaurant,3298.48
TXN0240032,2025-03-18,PAYMENT,200.6,Salary,3097.88
TXN0240033,2025-03-19,CREDIT,354.72,Electric Bill,3452.6
TXN0240034,2025-03-20,TRANSFER,535.41,Transfer to Savings,3988.01
TXN0240035,2025-03-21,TRANSFER,813.41,Salary,4801.42
TXN0240036,2025-03-22,TRANSFER,874.24,Coffee Shop,5675.66
TXN0240037,2025-03-23,TRANSFER,435.62,Amazon,6111.28
TXN0240038,2025-03-24,CREDIT,407.64,Coffee Shop,6518.92
TXN0240039,2025-03-25,PAYMENT,35.08,Electric Bill,6483.84
TXN0240040,2025-03-26,DEBIT,761.57,Amazon,5722.27
TXN0240041,2025-03-27,CREDIT,77.18,Electric Bill,5799.45
TXN0240042,2025-03-28,PAYMENT,528.94,Salary,5270.51
TXN0240043,2025-03-29,PAYMENT,441.37,Salary,4829.14
