TransactionID,Date,Type,Amount,Description,Balance
TXN0340000,2025-03-29,CREDIT,864.35,Transfer to Savings,44258.79
TXN0340001,2025-03-30,PAYMENT,348.52,Amazon,43910.27
TXN0340002,2025-03-31,PAYMENT,614.53,Electric Bill,43295.74
TXN0340003,2025-04-01,DEBIT,525.34,Walmart,42770.4
TXN0340004,2025-04-02,CREDIT,628.51,Amazon,43398.91
TXN0340005,2025-04-03,TRANSFER,408.98,Salary,43807.89
TXN0340006,2025-04-04,TRANSFER,37.3,Restaurant,43845.19
TXN0340007,2025-04-05,CREDIT,858.77,Restaurant,44703.96
TXN0340008,2025-04-06,CREDIT,685.19,Electric Bill,45389.15
TXN0340009,2025-04-07,PAYMENT,826.18,Walmart,44562.97
TXN0340010,2025-04-08,CREDIT,217.64,Walmart,44780.61
TXN0340011,2025-04-09,DEBIT,758.32,Electric Bill,44022.29
TXN0340012,2025-04-10,TRANSFER,223.03,Amazon,44245.32
TXN0340013,2025-04-11,CREDIT,407.86,Salary,44653.18
TXN0340014,2025-04-12,PAYMENT,123.1,Transfer to Savings,44530.08
TXN0340015,2025-04-13,PAYMENT,351.3,Salary,44178.78
TXN0340016,2025-04-14,TRANSFER,650.59,Amazon,44829.37
TXN0340017,2025-04-15,PAYMENT,947.17,Walmart,43882.2
TXN0340018,2025-04-16,DEBIT,790.18,Transfer to Savings,43092.02
TXN0340019,2025-04-17,TRANSFER,615.34,Electric Bill,43707.36
TXN0340020,2025-04-18,DEBIT,306.54,Transfer to Savings,43400.82
TXN0340021,2025-04-19,CREDIT,417.28,Amazon,43818.1
TXN0340022,2025-04-20,TRANSFER,565.74,Amazon,44383.84
