TransactionID,Date,Type,Amount,Description,Balance
TXN0300000,2025-06-28,TRANSFER,125.68,Salary,5432.85
TXN0300001,2025-06-29,DEBIT,520.3,Electric Bill,4912.55
TXN0300002,2025-06-30,DEBIT,475.81,Amazon,4436.74
TXN0300003,2025-07-01,CREDIT,934.74,Transfer to Savings,5371.48
TXN0300004,2025-07-02,DEBIT,89.49,Electric Bill,5281.99
TXN0300005,2025-07-03,CREDIT,845.48,Coffee Shop,6127.47
TXN0300006,2025-07-04,CREDIT,245.18,Salary,6372.65
TXN0300007,2025-07-05,TRANSFER,760.48,Restaurant,7133.13
TXN0300008,2025-07-06,TRANSFER,506.66,Amazon,7639.79
TXN0300009,2025-07-07,CREDIT,706.06,Electric Bill,8345.85
TXN0300010,2025-07-08,PAYMENT,238.95,Transfer to Savings,8106.9
TXN0300011,2025-07-09,TRANSFER,967.66,Salary,9074.56
TXN0300012,2025-07-10,TRANSFER,413.87,Amazon,9488.43
TXN0300013,2025-07-11,PAYMENT,301.83,Transfer to Savings,9186.6
TXN0300014,2025-07-12,CREDIT,245.08,Amazon,9431.68
TXN0300015,2025-07-13,TRANSFER,472.42,Electric Bill,9904.1
TXN0300016,2025-07-14,TRANSFER,445.73,Coffee Shop,10349.83
TXN0300017,2025-07-15,CREDIT,506.7,Salary,10856.53
TXN0300018,2025-07-16,TRANSFER,880.6,Amazon,11737.13
TXN0300019,2025-07-17,DEBIT,563.79,Walmart,11173.34
TXN0300020,2025-07-18,PAYMENT,520.68,Walmart,10652.66
TXN0300021,2025-07-19,TRANSFER,536.6,Restaurant,11189.26
TXN0300022,2025-07-20,DEBIT,244.71,Transfer to Savings,10944.55
TXN0300023,2025-07-21,DEBIT,415.12,Walmart,10529.43
TXN0300024,2025-07-22,PAYMENT,657.68,Amazon,9871.75
TXN0300025,2025-07-23,CREDIT,200.66,Amazon,10072.41
TXN0300026,2025-07-24,DEBIT,119.25,Restaurant,9953.16
TXN0300027,2025-07-25,DEBIT,36.39,Restaurant,9916.77
TXN0300028,2025-07-26,DEBIT,480.4,Restaurant,9436.37
TXN0300029,2025-07-27,DEBIT,893.06,Coffee Shop,8543.31
TXN0300030,2025-07-28,TRANSFER,804.79,Transfer to Savings,9348.1
TXN0300031,2025-07-29,CREDIT,300.99,Transfer to Savings,9649.09
TXN0300032,2025-07-30,TRANSFER,567.73,Amazon,10216.82
TXN0300033,2025-07-31,PAYMENT,57.16,Restaurant,10159.66
TXN0300034,2025-08-01,TRANSFER,358.83,Coffee Shop,10518.49
TXN0300035,2025-08-02,DEBIT,782.1,Coffee Shop,9736.39
TXN0300036,2025-08-03,DEBIT,680.65,Amazon,9055.74
TXN0300037,2025-08-04,PAYMENT,584.92,Amazon,8470.82
TXN0300038,2025-08-05,DEBIT,213.77,Transfer to Savings,8257.05
TXN0300039,2025-08-06,TRANSFER,718.5,Electric Bill,8975.55
TXN0300040,2025-08-07,TRANSFER,312.18,Restaurant,9287.73
TXN0300041,2025-08-08,PAYMENT,48.61,Electric Bill,9239.12
