TransactionID,Date,Type,Amount,Description,Balance
TXN0010000,2025-02-27,CREDIT,374.65,Walmart,22499.89
TXN0010001,2025-02-28,CREDIT,497.58,Transfer to Savings,22997.47
TXN0010002,2025-03-01,CREDIT,464.0,Walmart,23461.47
TXN0010003,2025-03-02,PAYMENT,667.35,Electric Bill,22794.12
TXN0010004,2025-03-03,DEBIT,560.04,Restaurant,22234.08
TXN0010005,2025-03-04,DEBIT,28.12,Transfer to Savings,22205.96
TXN0010006,2025-03-05,DEBIT,789.46,Salary,21416.5
TXN0010007,2025-03-06,PAYMENT,130.39,Salary,21286.11
TXN0010008,2025-03-07,TRANSFER,479.08,Walmart,21765.19
TXN0010009,2025-03-08,CREDIT,352.1,Coffee Shop,22117.29
TXN0010010,2025-03-09,CREDIT,112.81,Salary,22230.1
TXN0010011,2025-03-10,PAYMENT,24.03,Amazon,22206.07
TXN0010012,2025-03-11,DEBIT,383.57,Salary,21822.5
TXN0010013,2025-03-12,TRANSFER,187.2,Amazon,22009.7
TXN0010014,2025-03-13,CREDIT,21.78,Coffee Shop,22031.48
TXN0010015,2025-03-14,DEBIT,447.06,Coffee Shop,21584.42
TXN0010016,2025-03-15,DEBIT,181.48,Restaurant,21402.94
TXN0010017,2025-03-16,DEBIT,359.1,Restaurant,21043.84
TXN0010018,2025-03-17,DEBIT,383.9,Salary,20659.94
TXN0010019,2025-03-18,TRANSFER,237.88,Restaurant,20897.82
TXN0010020,2025-03-19,PAYMENT,503.46,Salary,20394.36
TXN0010021,2025-03-20,CREDIT,990.35,Transfer to Savings,21384.71
TXN0010022,2025-03-21,CREDIT,226.71,Coffee Shop,21611.42
TXN0010023,2025-03-22,CREDIT,361.02,Electric Bill,21972.44
TXN0010024,2025-03-23,TRANSFER,945.74,Amazon,22918.18
TXN0010025,2025-03-24,CREDIT,223.1,Walmart,23141.28
