TransactionID,Date,Type,Amount,Description,Balance
TXN0490000,2025-04-11,CREDIT,821.05,Salary,44379.24
TXN0490001,2025-04-12,TRANSFER,108.92,Amazon,44488.16
TXN0490002,2025-04-13,DEBIT,18.21,Coffee Shop,44469.95
TXN0490003,2025-04-14,TRANSFER,64.98,Salary,44534.93
TXN0490004,2025-04-15,TRANSFER,714.41,Electric Bill,45249.34
TXN0490005,2025-04-16,PAYMENT,532.1,Walmart,44717.24
TXN0490006,2025-04-17,DEBIT,817.16,Electric Bill,43900.08
TXN0490007,2025-04-18,TRANSFER,164.98,Salary,44065.06
TXN0490008,2025-04-19,PAYMENT,540.72,Amazon,43524.34
TXN0490009,2025-04-20,DEBIT,938.53,Transfer to Savings,42585.81
TXN0490010,2025-04-21,TRANSFER,682.84,Salary,43268.65
TXN0490011,2025-04-22,DEBIT,853.2,Transfer to Savings,42415.45
TXN0490012,2025-04-23,DEBIT,659.89,Electric Bill,41755.56
TXN0490013,2025-04-24,TRANSFER,318.16,Restaurant,42073.72
TXN0490014,2025-04-25,TRANSFER,423.22,Restaurant,42496.94
TXN0490015,2025-04-26,DEBIT,703.93,Coffee Shop,41793.01
TXN0490016,2025-04-27,PAYMENT,53.02,Restaurant,41739.99
TXN0490017,2025-04-28,DEBIT,647.9,Amazon,41092.09
TXN0490018,2025-04-29,TRANSFER,761.06,Amazon,41853.15
TXN0490019,2025-04-30,CREDIT,114.15,Salary,41967.3
TXN0490020,2025-05-01,TRANSFER,28.33,Transfer to Savings,41995.63
TXN0490021,2025-05-02,DEBIT,68.45,Restaurant,41927.18
TXN0490022,2025-05-03,TRANSFER,636.83,Restaurant,42564.01
TXN0490023,2025-05-04,TRANSFER,74.15,Electric Bill,42638.16
TXN0490024,2025-05-05,PAYMENT,729.45,Coffee Shop,41908.71
TXN0490025,2025-05-06,DEBIT,55.75,Electric Bill,41852.96
TXN0490026,2025-05-07,DEBIT,454.02,Walmart,41398.94
