TransactionID,Date,Type,Amount,Description,Balance
TXN0160000,2025-05-22,PAYMENT,295.77,Electric Bill,7642.6
TXN0160001,2025-05-23,TRANSFER,892.25,Amazon,8534.85
TXN0160002,2025-05-24,TRANSFER,364.34,Walmart,8899.19
TXN0160003,2025-05-25,PAYMENT,16.19,Amazon,8883.0
TXN0160004,2025-05-26,TRANSFER,705.46,Walmart,9588.46
TXN0160005,2025-05-27,TRANSFER,877.81,Walmart,10466.27
TXN0160006,2025-05-28,TRANSFER,91.34,Amazon,10557.61
TXN0160007,2025-05-29,PAYMENT,321.16,Transfer to Savings,10236.45
TXN0160008,2025-05-30,PAYMENT,412.65,Salary,9823.8
TXN0160009,2025-05-31,DEBIT,917.11,Restaurant,8906.69
TXN0160010,2025-06-01,DEBIT,266.87,Coffee Shop,8639.82
TXN0160011,2025-06-02,PAYMENT,850.67,Coffee Shop,7789.15
TXN0160012,2025-06-03,TRANSFER,963.84,Restaurant,8752.99
TXN0160013,2025-06-04,TRANSFER,832.37,Walmart,9585.36
TXN0160014,2025-06-05,CREDIT,867.38,Walmart,10452.74
TXN0160015,2025-06-06,PAYMENT,95.43,Walmart,10357.31
TXN0160016,2025-06-07,CREDIT,226.25,Electric Bill,10583.56
TXN0160017,2025-06-08,TRANSFER,296.16,Walmart,10879.72
TXN0160018,2025-06-09,TRANSFER,796.38,Electric Bill,11676.1
TXN0160019,2025-06-10,CREDIT,777.54,Amazon,12453.64
TXN0160020,2025-06-11,DEBIT,948.38,Restaurant,11505.26
TXN0160021,2025-06-12,PAYMENT,733.96,Transfer to Savings,10771.3
TXN0160022,2025-06-13,DEBIT,147.79,Transfer to Savings,10623.51
TXN0160023,2025-06-14,CREDIT,837.01,Restaurant,11460.52
TXN0160024,2025-06-15,PAYMENT,947.6,Transfer to Savings,10512.92
TXN0160025,2025-06-16,TRANSFER,670.81,Electric Bill,11183.73
TXN0160026,2025-06-17,PAYMENT,221.57,Electric Bill,10962.16
TXN0160027,2025-06-18,CREDIT,755.83,Amazon,11717.99
TXN0160028,2025-06-19,CREDIT,838.54,Restaurant,12556.53
TXN0160029,2025-06-20,TRANSFER,425.69,Electric Bill,12982.22
TXN0160030,2025-06-21,CREDIT,698.05,Coffee Shop,13680.27
TXN0160031,2025-06-22,TRANSFER,658.57,Electric Bill,14338.84
TXN0160032,2025-06-23,DEBIT,247.99,Amazon,14090.85
TXN0160033,2025-06-24,PAYMENT,740.64,Electric Bill,13350.21
