TransactionID,Date,Type,Amount,Description,Balance
TXN0200000,2025-12-07,TRANSFER,759.46,Electric Bill,25496.39
TXN0200001,2025-12-08,DEBIT,980.24,Salary,24516.15
TXN0200002,2025-12-09,PAYMENT,62.35,Restaurant,24453.8
TXN0200003,2025-12-10,DEBIT,656.95,Restaurant,23796.85
TXN0200004,2025-12-11,TRANSFER,407.58,Electric Bill,24204.43
TXN0200005,2025-12-12,CREDIT,427.79,Restaurant,24632.22
TXN0200006,2025-12-13,CREDIT,699.46,Salary,25331.68
TXN0200007,2025-12-14,DEBIT,323.07,Salary,25008.61
TXN0200008,2025-12-15,CREDIT,730.63,Electric Bill,25739.24
TXN0200009,2025-12-16,CREDIT,710.29,Transfer to Savings,26449.53
TXN0200010,2025-12-17,PAYMENT,597.13,Walmart,25852.4
TXN0200011,2025-12-18,PAYMENT,370.74,Walmart,25481.66
TXN0200012,2025-12-19,PAYMENT,355.65,Walmart,25126.01
TXN0200013,2025-12-20,TRANSFER,126.67,Electric Bill,25252.68
TXN0200014,2025-12-21,CREDIT,505.9,Walmart,25758.58
TXN0200015,2025-12-22,PAYMENT,497.22,Salary,25261.36
TXN0200016,2025-12-23,CREDIT,836.33,Coffee Shop,26097.69
TXN0200017,2025-12-24,TRANSFER,779.05,Restaurant,26876.74
TXN0200018,2025-12-25,PAYMENT,30.35,Coffee Shop,26846.39
TXN0200019,2025-12-26,CREDIT,486.1,Coffee Shop,27332.49
TXN0200020,2025-12-27,PAYMENT,411.75,Electric Bill,26920.74
TXN0200021,2025-12-28,PAYMENT,568.02,Transfer to Savings,26352.72
TXN0200022,2025-12-29,CREDIT,846.09,Restaurant,27198.81
