TransactionID,Date,Type,Amount,Description,Balance
TXN0320000,2025-03-10,TRANSFER,902.91,Salary,46002.87
TXN0320001,2025-03-11,PAYMENT,762.95,Restaurant,45239.92
TXN0320002,2025-03-12,CREDIT,590.91,Amazon,45830.83
TXN0320003,2025-03-13,CREDIT,268.3,Transfer to Savings,46099.13
TXN0320004,2025-03-14,PAYMENT,183.33,Restaurant,45915.8
TXN0320005,2025-03-15,CREDIT,409.68,Transfer to Savings,46325.48
TXN0320006,2025-03-16,PAYMENT,992.04,Transfer to Savings,45333.44
TXN0320007,2025-03-17,DEBIT,469.63,Restaurant,44863.81
TXN0320008,2025-03-18,TRANSFER,719.25,Walmart,45583.06
TXN0320009,2025-03-19,CREDIT,442.69,Salary,46025.75
TXN0320010,2025-03-20,DEBIT,231.26,Salary,45794.49
TXN0320011,2025-03-21,DEBIT,21.12,Salary,45773.37
TXN0320012,2025-03-22,CREDIT,721.56,Electric Bill,46494.93
TXN0320013,2025-03-23,PAYMENT,759.87,Electric Bill,45735.06
TXN0320014,2025-03-24,PAYMENT,58.03,Electric Bill,45677.03
TXN0320015,2025-03-25,CREDIT,393.38,Amazon,46070.41
TXN0320016,2025-03-26,TRANSFER,851.67,Walmart,46922.08
TXN0320017,2025-03-27,PAYMENT,156.33,Amazon,46765.75
TXN0320018,2025-03-28,PAYMENT,361.3,Coffee Shop,46404.45
TXN0320019,2025-03-29,PAYMENT,44.42,Electric Bill,46360.03
TXN0320020,2025-03-30,TRANSFER,640.37,Electric Bill,47000.4
TXN0320021,2025-03-31,DEBIT,912.35,Restaurant,46088.05
TXN0320022,2025-04-01,DEBIT,855.55,Electric Bill,45232.5
TXN0320023,2025-04-02,CREDIT,158.67,Restaurant,45391.17
TXN0320024,2025-04-03,CREDIT,238.33,Restaurant,45629.5
TXN0320025,2025-04-04,PAYMENT,334.65,Coffee Shop,45294.85
