TransactionID,Date,Type,Amount,Description,Balance
TXN0750000,2025-10-29,CREDIT,122.45,Coffee Shop,26828.34
TXN0750001,2025-10-30,CREDIT,939.65,Restaurant,27767.99
TXN0750002,2025-10-31,CREDIT,817.69,Walmart,28585.68
TXN0750003,2025-11-01,TRANSFER,848.65,Walmart,29434.33
TXN0750004,2025-11-02,PAYMENT,946.19,Salary,28488.14
TXN0750005,2025-11-03,PAYMENT,11.22,Coffee Shop,28476.92
TXN0750006,2025-11-04,DEBIT,409.09,Coffee Shop,28067.83
TXN0750007,2025-11-05,PAYMENT,467.16,Transfer to Savings,27600.67
TXN0750008,2025-11-06,TRANSFER,82.32,Salary,27682.99
TXN0750009,2025-11-07,PAYMENT,561.37,Transfer to Savings,27121.62
TXN0750010,2025-11-08,TRANSFER,989.39,Transfer to Savings,28111.01
TXN0750011,2025-11-09,TRANSFER,685.95,Transfer to Savings,28796.96
TXN0750012,2025-11-10,PAYMENT,620.27,Salary,28176.69
TXN0750013,2025-11-11,DEBIT,335.55,Coffee Shop,27841.14
TXN0750014,2025-11-12,CREDIT,119.67,Transfer to Savings,27960.81
TXN0750015,2025-11-13,CREDIT,763.15,Coffee Shop,28723.96
TXN0750016,2025-11-14,DEBIT,862.88,Salary,27861.08
TXN0750017,2025-11-15,CREDIT,201.83,Coffee Shop,28062.91
TXN0750018,2025-11-16,PAYMENT,994.48,Transfer to Savings,27068.43
TXN0750019,2025-11-17,TRANSFER,203.32,Amazon,27271.75
TXN0750020,2025-11-18,PAYMENT,28.73,Walmart,27243.02
TXN0750021,2025-11-19,DEBIT,258.43,Transfer to Savings,26984.59
TXN0750022,2025-11-20,DEBIT,113.5,Walmart,26871.09
TXN0750023,2025-11-21,PAYMENT,15.34,Salary,26855.75
TXN0750024,2025-11-22,TRANSFER,219.59,Transfer to Savings,27075.34
TXN0750025,2025-11-23,CREDIT,218.99,Restaurant,27294.33
TXN0750026,2025-11-24,TRANSFER,632.98,Restaurant,27927.31
TXN0750027,2025-11-25,CREDIT,276.99,Salary,28204.3
TXN0750028,2025-11-26,TRANSFER,173.36,Transfer to Savings,28377.66
TXN0750029,2025-11-27,CREDIT,515.46,Transfer to Savings,28893.12
TXN0750030,2025-11-28,TRANSFER,367.56,Amazon,29260.68
TXN0750031,2025-11-29,CREDIT,579.15,Electric Bill,29839.83
TXN0750032,2025-11-30,DEBIT,178.26,Coffee Shop,29661.57
TXN0750033,2025-12-01,PAYMENT,12.97,Walmart,29648.6
TXN0750034,2025-12-02,DEBIT,565.77,Restaurant,29082.83
TXN0750035,2025-12-03,TRANSFER,36.62,Electric Bill,29119.45
TXN0750036,2025-12-04,PAYMENT,451.43,Walmart,28668.02
TXN0750037,2025-12-05,DEBIT,417.89,Coffee Shop,28250.13
TXN0750038,2025-12-06,DEBIT,880.9,Walmart,27369.23
