TransactionID,Date,Type,Amount,Description,Balance
TXN0020000,2025-10-30,CREDIT,549.45,Coffee Shop,25315.52
TXN0020001,2025-10-31,DEBIT,768.06,Amazon,24547.46
TXN0020002,2025-11-01,DEBIT,975.33,Amazon,23572.13
TXN0020003,2025-11-02,PAYMENT,831.45,Electric Bill,22740.68
TXN0020004,2025-11-03,PAYMENT,557.17,Walmart,22183.51
TXN0020005,2025-11-04,CREDIT,971.98,Amazon,23155.49
TXN0020006,2025-11-05,DEBIT,968.17,Restaurant,22187.32
TXN0020007,2025-11-06,TRANSFER,265.18,Restaurant,22452.5
TXN0020008,2025-11-07,CREDIT,249.79,Transfer to Savings,22702.29
TXN0020009,2025-11-08,PAYMENT,263.08,Salary,22439.21
TXN0020010,2025-11-09,PAYMENT,19.29,Restaurant,22419.92
TXN0020011,2025-11-10,TRANSFER,893.19,Amazon,23313.11
TXN0020012,2025-11-11,DEBIT,850.17,Amazon,22462.94
TXN0020013,2025-11-12,CREDIT,763.12,Salary,23226.06
TXN0020014,2025-11-13,PAYMENT,683.3,Walmart,22542.76
TXN0020015,2025-11-14,TRANSFER,147.33,Restaurant,22690.09
TXN0020016,2025-11-15,CREDIT,846.49,Salary,23536.58
TXN0020017,2025-11-16,CREDIT,422.77,Salary,23959.35
TXN0020018,2025-11-17,TRANSFER,559.75,Amazon,24519.1
TXN0020019,2025-11-18,DEBIT,990.73,Amazon,23528.37
TXN0020020,2025-11-19,TRANSFER,728.42,Restaurant,24256.79
TXN0020021,2025-11-20,CREDIT,249.75,Restaurant,24506.54
TXN0020022,2025-11-21,DEBIT,419.68,Transfer to Savings,24086.86
