TransactionID,Date,Type,Amount,Description,Balance
TXN0310000,2025-07-06,PAYMENT,434.05,Electric Bill,47566.18
TXN0310001,2025-07-07,PAYMENT,881.2,Salary,46684.98
TXN0310002,2025-07-08,DEBIT,720.27,Amazon,45964.71
TXN0310003,2025-07-09,PAYMENT,655.18,Electric Bill,45309.53
TXN0310004,2025-07-10,TRANSFER,933.21,Transfer to Savings,46242.74
TXN0310005,2025-07-11,PAYMENT,217.26,Electric Bill,46025.48
TXN0310006,2025-07-12,PAYMENT,38.52,Restaurant,45986.96
TXN0310007,2025-07-13,TRANSFER,156.48,Restaurant,46143.44
TXN0310008,2025-07-14,TRANSFER,443.79,Transfer to Savings,46587.23
TXN0310009,2025-07-15,TRANSFER,529.97,Walmart,47117.2
TXN0310010,2025-07-16,CREDIT,94.1,Restaurant,47211.3
TXN0310011,2025-07-17,CREDIT,49.4,Walmart,47260.7
TXN0310012,2025-07-18,CREDIT,132.79,Electric Bill,47393.49
TXN0310013,2025-07-19,CREDIT,432.34,Salary,47825.83
TXN0310014,2025-07-20,DEBIT,270.78,Electric Bill,47555.05
TXN0310015,2025-07-21,CREDIT,38.18,Salary,47593.23
TXN0310016,2025-07-22,PAYMENT,713.98,Walmart,46879.25
TXN0310017,2025-07-23,CREDIT,979.0,Salary,47858.25
TXN0310018,2025-07-24,TRANSFER,218.03,Walmart,48076.28
TXN0310019,2025-07-25,TRANSFER,951.03,Transfer to Savings,49027.31
TXN0310020,2025-07-26,CREDIT,684.89,Electric Bill,49712.2
TXN0310021,2025-07-27,TRANSFER,14.73,Walmart,49726.93
