TransactionID,Date,Type,Amount,Description,Balance
TXN0370000,2025-10-28,CREDIT,623.41,Amazon,25450.17
TXN0370001,2025-10-29,PAYMENT,489.13,Salary,24961.04
TXN0370002,2025-10-30,PAYMENT,257.48,Coffee Shop,24703.56
TXN0370003,2025-10-31,DEBIT,120.66,Walmart,24582.9
TXN0370004,2025-11-01,PAYMENT,294.89,Coffee Shop,24288.01
TXN0370005,2025-11-02,DEBIT,158.02,Amazon,24129.99
TXN0370006,2025-11-03,DEBIT,820.28,Walmart,23309.71
TXN0370007,2025-11-04,CREDIT,139.07,Coffee Shop,23448.78
TXN0370008,2025-11-05,PAYMENT,944.24,Electric Bill,22504.54
TXN0370009,2025-11-06,CREDIT,563.04,Amazon,23067.58
TXN0370010,2025-11-07,PAYMENT,676.91,Amazon,22390.67
TXN0370011,2025-11-08,CREDIT,385.99,Walmart,22776.66
TXN0370012,2025-11-09,TRANSFER,28.83,Electric Bill,22805.49
TXN0370013,2025-11-10,CREDIT,381.32,Transfer to Savings,23186.81
TXN0370014,2025-11-11,TRANSFER,683.01,Electric Bill,23869.82
TXN0370015,2025-11-12,PAYMENT,113.68,Coffee Shop,23756.14
TXN0370016,2025-11-13,DEBIT,642.86,Salary,23113.28
TXN0370017,2025-11-14,CREDIT,782.45,Walmart,23895.73
TXN0370018,2025-11-15,CREDIT,25.39,Walmart,23921.12
TXN0370019,2025-11-16,CREDIT,738.83,Walmart,24659.95
TXN0370020,2025-11-17,CREDIT,765.03,Transfer to Savings,25424.98
TXN0370021,2025-11-18,DEBIT,481.19,Salary,24943.79
TXN0370022,2025-11-19,PAYMENT,668.48,Amazon,24275.31
TXN0370023,2025-11-20,PAYMENT,441.35,Restaurant,23833.96
TXN0370024,2025-11-21,TRANSFER,569.48,Walmart,24403.44
TXN0370025,2025-11-22,DEBIT,659.85,Walmart,23743.59
TXN0370026,2025-11-23,TRANSFER,287.26,Transfer to Savings,24030.85
TXN0370027,2025-11-24,TRANSFER,118.78,Walmart,24149.63
TXN0370028,2025-11-25,PAYMENT,304.62,Transfer to Savings,23845.01
TXN0370029,2025-11-26,PAYMENT,997.53,Salary,22847.48
TXN0370030,2025-11-27,TRANSFER,970.52,Walmart,23818.0
TXN0370031,2025-11-28,DEBIT,48.89,Electric Bill,23769.11
TXN0370032,2025-11-29,TRANSFER,362.24,Amazon,24131.35
TXN0370033,2025-11-30,CREDIT,693.07,Coffee Shop,24824.42
TXN0370034,2025-12-01,TRANSFER,472.28,Walmart,25296.7
TXN0370035,2025-12-02,CREDIT,278.79,Amazon,25575.49
TXN0370036,2025-12-03,TRANSFER,302.33,Transfer to Savings,25877.82
TXN0370037,2025-12-04,CREDIT,246.38,Coffee Shop,26124.2
TXN0370038,2025-12-05,CREDIT,379.13,Amazon,26503.33
TXN0370039,2025-12-06,CREDIT,396.99,Amazon,26900.32
TXN0370040,2025-12-07,CREDIT,828.85,Transfer to Savings,27729.17
