TransactionID,Date,Type,Amount,Description,Balance
TXN0220000,2025-11-17,TRANSFER,842.6,Restaurant,49512.27
TXN0220001,2025-11-18,DEBIT,375.73,Amazon,49136.54
TXN0220002,2025-11-19,PAYMENT,213.93,Restaurant,48922.61
TXN0220003,2025-11-20,TRANSFER,723.05,Transfer to Savings,49645.66
TXN0220004,2025-11-21,PAYMENT,279.47,Electric Bill,49366.19
TXN0220005,2025-11-22,DEBIT,627.16,Electric Bill,48739.03
TXN0220006,2025-11-23,CREDIT,455.16,Restaurant,49194.19
TXN0220007,2025-11-24,PAYMENT,345.12,Amazon,48849.07
TXN0220008,2025-11-25,PAYMENT,338.88,Walmart,48510.19
TXN0220009,2025-11-26,PAYMENT,353.06,Walmart,48157.13
TXN0220010,2025-11-27,CREDIT,687.56,Restaurant,48844.69
TXN0220011,2025-11-28,DEBIT,712.09,Walmart,48132.6
TXN0220012,2025-11-29,CREDIT,450.73,Amazon,48583.33
TXN0220013,2025-11-30,CREDIT,299.41,Electric Bill,48882.74
TXN0220014,2025-12-01,PAYMENT,460.46,Electric Bill,48422.28
TXN0220015,2025-12-02,PAYMENT,642.16,Salary,47780.12
TXN0220016,2025-12-03,DEBIT,302.76,Amazon,47477.36
TXN0220017,2025-12-04,CREDIT,884.88,Walmart,48362.24
TXN0220018,2025-12-05,CREDIT,475.0,Restaurant,48837.24
TXN0220019,2025-12-06,DEBIT,857.12,Salary,47980.12
TXN0220020,2025-12-07,TRANSFER,768.02,Restaurant,48748.14
TXN0220021,2025-12-08,PAYMENT,719.18,Walmart,48028.96
TXN0220022,2025-12-09,DEBIT,512.68,Salary,47516.28
TXN0220023,2025-12-10,TRANSFER,76.23,Electric Bill,47592.51
TXN0220024,2025-12-11,PAYMENT,831.1,Restaurant,46761.41
TXN0220025,2025-12-12,TRANSFER,626.96,Salary,47388.37
TXN0220026,2025-12-13,DEBIT,476.91,Electric Bill,46911.46
TXN0220027,2025-12-14,TRANSFER,932.7,Salary,47844.16
TXN0220028,2025-12-15,DEBIT,386.87,Walmart,47457.29
TXN0220029,2025-12-16,DEBIT,717.71,Walmart,46739.58
TXN0220030,2025-12-17,DEBIT,769.92,Restaurant,45969.66
