TransactionID,Date,Type,Amount,Description,Balance
TXN0260000,2025-06-07,CREDIT,983.09,Restaurant,21767.68
TXN0260001,2025-06-08,PAYMENT,542.0,Coffee Shop,21225.68
TXN0260002,2025-06-09,CREDIT,470.24,Transfer to Savings,21695.92
TXN0260003,2025-06-10,CREDIT,722.35,Amazon,22418.27
TXN0260004,2025-06-11,DEBIT,530.24,Restaurant,21888.03
TXN0260005,2025-06-12,PAYMENT,833.16,Electric Bill,21054.87
TXN0260006,2025-06-13,PAYMENT,81.27,Salary,20973.6
TXN0260007,2025-06-14,CREDIT,979.85,Electric Bill,21953.45
TXN0260008,2025-06-15,DEBIT,462.68,Amazon,21490.77
TXN0260009,2025-06-16,PAYMENT,591.47,Coffee Shop,20899.3
TXN0260010,2025-06-17,TRANSFER,401.98,Restaurant,21301.28
TXN0260011,2025-06-18,TRANSFER,870.84,Restaurant,22172.12
TXN0260012,2025-06-19,PAYMENT,481.92,Restaurant,21690.2
TXN0260013,2025-06-20,TRANSFER,816.51,Salary,22506.71
TXN0260014,2025-06-21,TRANSFER,55.29,Electric Bill,22562.0
TXN0260015,2025-06-22,CREDIT,650.68,Amazon,23212.68
TXN0260016,2025-06-23,CREDIT,720.72,Transfer to Savings,23933.4
TXN0260017,2025-06-24,PAYMENT,286.84,Amazon,23646.56
TXN0260018,2025-06-25,DEBIT,867.66,Restaurant,22778.9
TXN0260019,2025-06-26,PAYMENT,758.54,Salary,22020.36
TXN0260020,2025-06-27,DEBIT,986.45,Electric Bill,21033.91
TXN0260021,2025-06-28,DEBIT,695.92,Walmart,20337.99
TXN0260022,2025-06-29,TRANSFER,743.05,Walmart,21081.04
TXN0260023,2025-06-30,TRANSFER,401.39,Walmart,21482.43
TXN0260024,2025-07-01,DEBIT,568.57,Walmart,20913.86
TXN0260025,2025-07-02,DEBIT,756.0,Walmart,20157.86
TXN0260026,2025-07-03,PAYMENT,38.37,Restaurant,20119.49
TXN0260027,2025-07-04,DEBIT,592.26,Amazon,19527.23
TXN0260028,2025-07-05,TRANSFER,191.91,Walmart,19719.14
TXN0260029,2025-07-06,CREDIT,413.81,Walmart,20132.95
TXN0260030,2025-07-07,CREDIT,193.92,Walmart,20326.87
TXN0260031,2025-07-08,PAYMENT,740.4,Coffee Shop,19586.47
