TransactionID,Date,Type,Amount,Description,Balance
TXN0940000,2025-05-10,TRANSFER,334.77,Electric Bill,49615.37
TXN0940001,2025-05-11,TRANSFER,968.85,Salary,50584.22
TXN0940002,2025-05-12,TRANSFER,371.72,Electric Bill,50955.94
TXN0940003,2025-05-13,TRANSFER,254.53,Transfer to Savings,51210.47
TXN0940004,2025-05-14,CREDIT,363.02,Coffee Shop,51573.49
TXN0940005,2025-05-15,PAYMENT,313.92,Restaurant,51259.57
TXN0940006,2025-05-16,DEBIT,600.0,Walmart,50659.57
TXN0940007,2025-05-17,CREDIT,179.06,Electric Bill,50838.63
TXN0940008,2025-05-18,PAYMENT,774.87,Amazon,50063.76
TXN0940009,2025-05-19,TRANSFER,819.38,Restaurant,50883.14
TXN0940010,2025-05-20,DEBIT,128.66,Transfer to Savings,50754.48
TXN0940011,2025-05-21,TRANSFER,694.37,Restaurant,51448.85
TXN0940012,2025-05-22,PAYMENT,796.07,Salary,50652.78
TXN0940013,2025-05-23,CREDIT,718.8,Restaurant,51371.58
TXN0940014,2025-05-24,CREDIT,678.32,Coffee Shop,52049.9
TXN0940015,2025-05-25,CREDIT,381.69,Salary,52431.59
TXN0940016,2025-05-26,PAYMENT,461.63,Walmart,51969.96
TXN0940017,2025-05-27,TRANSFER,871.82,Salary,52841.78
TXN0940018,2025-05-28,CREDIT,335.07,Coffee Shop,53176.85
TXN0940019,2025-05-29,TRANSFER,429.27,Walmart,53606.12
TXN0940020,2025-05-30,DEBIT,794.91,Walmart,52811.21
TXN0940021,2025-05-31,TRANSFER,866.68,Transfer to Savings,53677.89
TXN0940022,2025-06-01,PAYMENT,631.16,Transfer to Savings,53046.73
TXN0940023,2025-06-02,PAYMENT,898.24,Salary,52148.49
TXN0940024,2025-06-03,TRANSFER,982.65,Coffee Shop,53131.14
