TransactionID,Date,Type,Amount,Description,Balance
TXN0250000,2025-12-02,CREDIT,422.86,Coffee Shop,11219.7
TXN0250001,2025-12-03,PAYMENT,606.44,Transfer to Savings,10613.26
TXN0250002,2025-12-04,CREDIT,578.58,Electric Bill,11191.84
TXN0250003,2025-12-05,DEBIT,216.17,Salary,10975.67
TXN0250004,2025-12-06,DEBIT,761.97,Coffee Shop,10213.7
TXN0250005,2025-12-07,TRANSFER,474.25,Amazon,10687.95
TXN0250006,2025-12-08,CREDIT,176.66,Coffee Shop,10864.61
TXN0250007,2025-12-09,TRANSFER,952.98,Walmart,11817.59
TXN0250008,2025-12-10,CREDIT,232.05,Coffee Shop,12049.64
TXN0250009,2025-12-11,TRANSFER,287.1,Amazon,12336.74
TXN0250010,2025-12-12,CREDIT,621.41,Walmart,12958.15
TXN0250011,2025-12-13,CREDIT,664.95,Restaurant,13623.1
TXN0250012,2025-12-14,DEBIT,749.05,Transfer to Savings,12874.05
TXN0250013,2025-12-15,PAYMENT,900.52,Salary,11973.53
TXN0250014,2025-12-16,PAYMENT,730.52,Walmart,11243.01
TXN0250015,2025-12-17,CREDIT,652.78,Coffee Shop,11895.79
TXN0250016,2025-12-18,DEBIT,636.96,Electric Bill,11258.83
TXN0250017,2025-12-19,PAYMENT,470.95,Amazon,10787.88
TXN0250018,2025-12-20,DEBIT,644.65,Restaurant,10143.23
TXN0250019,2025-12-21,DEBIT,937.36,Coffee Shop,9205.87
TXN0250020,2025-12-22,PAYMENT,457.89,Salary,8747.98
TXN0250021,2025-12-23,DEBIT,211.2,Coffee Shop,8536.78
TXN0250022,2025-12-24,PAYMENT,843.5,Walmart,7693.28
TXN0250023,2025-12-25,DEBIT,968.11,Salary,6725.17
TXN0250024,2025-12-26,DEBIT,17.8,Coffee Shop,6707.37
TXN0250025,2025-12-27,CREDIT,540.84,Salary,7248.21
TXN0250026,2025-12-28,PAYMENT,116.97,Restaurant,7131.24
TXN0250027,2025-12-29,TRANSFER,917.64,Walmart,8048.88
TXN0250028,2025-12-30,PAYMENT,271.24,Walmart,7777.64
TXN0250029,2025-12-31,DEBIT,80.92,Amazon,7696.72
TXN0250030,2026-01-01,DEBIT,29.91,Coffee Shop,7666.81
TXN0250031,2026-01-02,CREDIT,247.62,Coffee Shop,7914.43
TXN0250032,2026-01-03,DEBIT,428.99,Salary,7485.44
TXN0250033,2026-01-04,PAYMENT,932.21,Electric Bill,6553.23
TXN0250034,2026-01-05,CREDIT,501.83,Coffee Shop,7055.06
TXN0250035,2026-01-06,CREDIT,566.62,Electric Bill,7621.68
TXN0250036,2026-01-07,CREDIT,765.0,Coffee Shop,8386.68
TXN0250037,2026-01-08,TRANSFER,329.71,Salary,8716.39
TXN0250038,2026-01-09,TRANSFER,310.9,Coffee Shop,9027.29
TXN0250039,2026-01-10,CREDIT,125.95,Amazon,9153.24
TXN0250040,2026-01-11,TRANSFER,428.7,Salary,9581.94
TXN0250041,2026-01-12,PAYMENT,777.37,Amazon,8804.57
TXN0250042,2026-01-13,DEBIT,800.71,Transfer to Savings,8003.86
