TransactionID,Date,Type,Amount,Description,Balance
TXN0090000,2025-07-24,PAYMENT,374.76,Amazon,28624.82
TXN0090001,2025-07-25,PAYMENT,349.98,Electric Bill,28274.84
TXN0090002,2025-07-26,DEBIT,94.33,Walmart,28180.51
TXN0090003,2025-07-27,DEBIT,306.03,Electric Bill,27874.48
TXN0090004,2025-07-28,PAYMENT,529.47,Transfer to Savings,27345.01
TXN0090005,2025-07-29,DEBIT,254.65,Coffee Shop,27090.36
TXN0090006,2025-07-30,DEBIT,936.25,Transfer to Savings,26154.11
TXN0090007,2025-07-31,CREDIT,501.34,Amazon,26655.45
TXN0090008,2025-08-01,DEBIT,984.73,Walmart,25670.72
TXN0090009,2025-08-02,DEBIT,701.87,Salary,24968.85
TXN0090010,2025-08-03,TRANSFER,361.69,Restaurant,25330.54
TXN0090011,2025-08-04,CREDIT,502.29,Electric Bill,25832.83
TXN0090012,2025-08-05,PAYMENT,60.04,Restaurant,25772.79
TXN0090013,2025-08-06,TRANSFER,583.23,Transfer to Savings,26356.02
TXN0090014,2025-08-07,CREDIT,888.31,Electric Bill,27244.33
TXN0090015,2025-08-08,CREDIT,749.78,Transfer to Savings,27994.11
TXN0090016,2025-08-09,PAYMENT,733.09,Electric Bill,27261.02
TXN0090017,2025-08-10,DEBIT,761.38,Amazon,26499.64
TXN0090018,2025-08-11,CREDIT,71.32,Transfer to Savings,26570.96
TXN0090019,2025-08-12,PAYMENT,556.46,Restaurant,26014.5
TXN0090020,2025-08-13,CREDIT,96.04,Walmart,26110.54
TXN0090021,2025-08-14,DEBIT,926.68,Amazon,25183.86
TXN0090022,2025-08-15,CREDIT,159.09,Amazon,25342.95
TXN0090023,2025-08-16,DEBIT,615.31,Transfer to Savings,24727.64
TXN0090024,2025-08-17,TRANSFER,188.01,Coffee Shop,24915.65
TXN0090025,2025-08-18,PAYMENT,353.89,Amazon,24561.76
TXN0090026,2025-08-19,CREDIT,349.1,Transfer to Savings,24910.86
TXN0090027,2025-08-20,TRANSFER,757.1,Salary,25667.96
TXN0090028,2025-08-21,CREDIT,361.78,Electric Bill,26029.74
TXN0090029,2025-08-22,TRANSFER,39.19,Amazon,26068.93
TXN0090030,2025-08-23,CREDIT,545.64,Restaurant,26614.57
TXN0090031,2025-08-24,PAYMENT,640.1,Restaurant,25974.47
TXN0090032,2025-08-25,PAYMENT,984.03,Walmart,24990.44
TXN0090033,2025-08-26,TRANSFER,316.52,Salary,25306.96
TXN0090034,2025-08-27,TRANSFER,321.41,Restaurant,25628.37
TXN0090035,2025-08-28,CREDIT,132.23,Transfer to Savings,25760.6
TXN0090036,2025-08-29,CREDIT,179.37,Salary,25939.97
TXN0090037,2025-08-30,PAYMENT,686.36,Salary,25253.61
TXN0090038,2025-08-31,TRANSFER,112.86,Electric Bill,25366.47
TXN0090039,2025-09-01,TRANSFER,42.99,Restaurant,25409.46
TXN0090040,2025-09-02,CREDIT,173.61,Walmart,25583.07
TXN0090041,2025-09-03,DEBIT,959.74,Electric Bill,24623.33
TXN0090042,2025-09-04,PAYMENT,333.73,Transfer to Savings,24289.6
TXN0090043,2025-09-05,DEBIT,381.29,Restaurant,23908.31
TXN0090044,2025-09-06,CREDIT,330.19,Restaurant,24238.5
TXN0090045,2025-09-07,DEBIT,42.37,Walmart,24196.13
TXN0090046,2025-09-08,PAYMENT,88.66,Restaurant,24107.47
TXN0090047,2025-09-09,TRANSFER,69.9,Salary,24177.37
