TransactionID,Date,Type,Amount,Description,Balance
TXN0070000,2025-08-31,TRANSFER,770.35,Restaurant,33736.98
TXN0070001,2025-09-01,DEBIT,578.88,Electric Bill,33158.1
TXN0070002,2025-09-02,TRANSFER,348.19,Electric Bill,33506.29
TXN0070003,2025-09-03,CREDIT,854.38,Walmart,34360.67
TXN0070004,2025-09-04,TRANSFER,690.53,Walmart,35051.2
TXN0070005,2025-09-05,CREDIT,205.76,Coffee Shop,35256.96
TXN0070006,2025-09-06,DEBIT,764.64,Transfer to Savings,34492.32
TXN0070007,2025-09-07,TRANSFER,38.39,Electric Bill,34530.71
TXN0070008,2025-09-08,PAYMENT,53.79,Amazon,34476.92
TXN0070009,2025-09-09,DEBIT,635.24,Restaurant,33841.68
TXN0070010,2025-09-10,CREDIT,586.2,Restaurant,34427.88
TXN0070011,2025-09-11,PAYMENT,167.05,Coffee Shop,34260.83
TXN0070012,2025-09-12,DEBIT,320.92,Walmart,33939.91
TXN0070013,2025-09-13,TRANSFER,135.69,Amazon,34075.6
TXN0070014,2025-09-14,DEBIT,437.0,Salary,33638.6
TXN0070015,2025-09-15,TRANSFER,10.06,Amazon,33648.66
TXN0070016,2025-09-16,TRANSFER,546.79,Restaurant,34195.45
TXN0070017,2025-09-17,TRANSFER,104.24,Salary,34299.69
TXN0070018,2025-09-18,TRANSFER,393.3,Coffee Shop,34692.99
TXN0070019,2025-09-19,PAYMENT,123.01,Amazon,34569.98
TXN0070020,2025-09-20,TRANSFER,613.12,Electric Bill,35183.1
TXN0070021,2025-09-21,DEBIT,598.66,Electric Bill,34584.44
TXN0070022,2025-09-22,CREDIT,37.58,Restaurant,34622.02
TXN0070023,2025-09-23,PAYMENT,270.2,Restaurant,34351.82
TXN0070024,2025-09-24,PAYMENT,442.58,Restaurant,33909.24
TXN0070025,2025-09-25,TRANSFER,339.93,Walmart,34249.17
TXN0070026,2025-09-26,DEBIT,496.68,Amazon,33752.49
TXN0070027,2025-09-27,DEBIT,708.65,Electric Bill,33043.84
TXN0070028,2025-09-28,DEBIT,710.26,Transfer to Savings,32333.58
TXN0070029,2025-09-29,TRANSFER,146.6,Amazon,32480.18
TXN0070030,2025-09-30,TRANSFER,257.87,Restaurant,32738.05
TXN0070031,2025-10-01,PAYMENT,171.64,Electric Bill,32566.41
TXN0070032,2025-10-02,TRANSFER,408.94,Amazon,32975.35
TXN0070033,2025-10-03,PAYMENT,738.57,Restaurant,32236.78
