TransactionID,Date,Type,Amount,Description,Balance
TXN0980000,2025-07-21,DEBIT,484.3,Electric Bill,22901.58
TXN0980001,2025-07-22,PAYMENT,401.75,Electric Bill,22499.83
TXN0980002,2025-07-23,CREDIT,755.38,Coffee Shop,23255.21
TXN0980003,2025-07-24,CREDIT,37.02,Amazon,23292.23
TXN0980004,2025-07-25,CREDIT,578.42,Transfer to Savings,23870.65
TXN0980005,2025-07-26,PAYMENT,801.52,Amazon,23069.13
TXN0980006,2025-07-27,DEBIT,804.22,Amazon,22264.91
TXN0980007,2025-07-28,CREDIT,144.8,Electric Bill,22409.71
TXN0980008,2025-07-29,CREDIT,284.17,Salary,22693.88
TXN0980009,2025-07-30,CREDIT,801.87,Transfer to Savings,23495.75
TXN0980010,2025-07-31,DEBIT,357.14,Walmart,23138.61
TXN0980011,2025-08-01,DEBIT,835.94,Coffee Shop,22302.67
TXN0980012,2025-08-02,DEBIT,968.45,Transfer to Savings,21334.22
TXN0980013,2025-08-03,CREDIT,824.26,Salary,22158.48
TXN0980014,2025-08-04,DEBIT,697.64,Salary,21460.84
TXN0980015,2025-08-05,DEBIT,294.04,Transfer to Savings,21166.8
TXN0980016,2025-08-06,PAYMENT,174.15,Electric Bill,20992.65
TXN0980017,2025-08-07,CREDIT,947.18,Walmart,21939.83
TXN0980018,2025-08-08,TRANSFER,897.56,Salary,22837.39
TXN0980019,2025-08-09,CREDIT,786.14,Amazon,23623.53
TXN0980020,2025-08-10,DEBIT,920.88,Amazon,22702.65
TXN0980021,2025-08-11,CREDIT,946.86,Amazon,23649.51
TXN0980022,2025-08-12,TRANSFER,665.02,Coffee Shop,24314.53
TXN0980023,2025-08-13,DEBIT,551.35,Salary,23763.18
TXN0980024,2025-08-14,CREDIT,568.3,Salary,24331.48
TXN0980025,2025-08-15,CREDIT,985.08,Electric Bill,25316.56
TXN0980026,2025-08-16,PAYMENT,782.23,Salary,24534.33
TXN0980027,2025-08-17,PAYMENT,959.27,Restaurant,23575.06
TXN0980028,2025-08-18,PAYMENT,784.35,Coffee Shop,22790.71
TXN0980029,2025-08-19,DEBIT,763.63,Amazon,22027.08
TXN0980030,2025-08-20,PAYMENT,277.8,Restaurant,21749.28
TXN0980031,2025-08-21,TRANSFER,872.59,Transfer to Savings,22621.87
TXN0980032,2025-08-22,DEBIT,46.29,Transfer to Savings,22575.58
TXN0980033,2025-08-23,CREDIT,485.87,Amazon,23061.45
TXN0980034,2025-08-24,CREDIT,315.27,Amazon,23376.72
TXN0980035,2025-08-25,TRANSFER,830.63,Transfer to Savings,24207.35
TXN0980036,2025-08-26,PAYMENT,176.69,Amazon,24030.66
