TransactionID,Date,Type,Amount,Description,Balance
TXN0390000,2025-07-12,DEBIT,770.72,Salary,43694.46
TXN0390001,2025-07-13,CREDIT,378.13,Walmart,44072.59
TXN0390002,2025-07-14,TRANSFER,753.75,Electric Bill,44826.34
TXN0390003,2025-07-15,TRANSFER,849.85,Amazon,45676.19
TXN0390004,2025-07-16,TRANSFER,787.87,Coffee Shop,46464.06
TXN0390005,2025-07-17,CREDIT,843.17,Amazon,47307.23
TXN0390006,2025-07-18,TRANSFER,966.36,Electric Bill,48273.59
TXN0390007,2025-07-19,DEBIT,320.9,Electric Bill,47952.69
TXN0390008,2025-07-20,DEBIT,751.38,Salary,47201.31
TXN0390009,2025-07-21,CREDIT,65.81,Restaurant,47267.12
TXN0390010,2025-07-22,DEBIT,946.34,Walmart,46320.78
TXN0390011,2025-07-23,PAYMENT,477.08,Amazon,45843.7
TXN0390012,2025-07-24,TRANSFER,816.84,Walmart,46660.54
TXN0390013,2025-07-25,TRANSFER,964.53,Amazon,47625.07
TXN0390014,2025-07-26,PAYMENT,741.26,Restaurant,46883.81
TXN0390015,2025-07-27,PAYMENT,990.24,Restaurant,45893.57
TXN0390016,2025-07-28,PAYMENT,526.07,Walmart,45367.5
TXN0390017,2025-07-29,DEBIT,121.88,Salary,45245.62
TXN0390018,2025-07-30,PAYMENT,60.34,Restaurant,45185.28
TXN0390019,2025-07-31,TRANSFER,887.0,Electric Bill,46072.28
TXN0390020,2025-08-01,PAYMENT,96.14,Transfer to Savings,45976.14
TXN0390021,2025-08-02,PAYMENT,188.78,Transfer to Savings,45787.36
TXN0390022,2025-08-03,CREDIT,865.37,Amazon,46652.73
TXN0390023,2025-08-04,CREDIT,991.12,Electric Bill,47643.85
TXN0390024,2025-08-05,PAYMENT,126.35,Walmart,47517.5
TXN0390025,2025-08-06,CREDIT,194.56,Salary,47712.06
TXN0390026,2025-08-07,DEBIT,76.08,Electric Bill,47635.98
TXN0390027,2025-08-08,DEBIT,634.17,Electric Bill,47001.81
TXN0390028,2025-08-09,PAYMENT,886.44,Walmart,46115.37
TXN0390029,2025-08-10,CREDIT,204.55,Coffee Shop,46319.92
TXN0390030,2025-08-11,CREDIT,965.96,Transfer to Savings,47285.88
TXN0390031,2025-08-12,CREDIT,649.97,Restaurant,47935.85
TXN0390032,2025-08-13,PAYMENT,67.47,Amazon,47868.38
TXN0390033,2025-08-14,CREDIT,748.3,Transfer to Savings,48616.68
TXN0390034,2025-08-15,TRANSFER,357.81,Transfer to Savings,48974.49
TXN0390035,2025-08-16,DEBIT,997.97,Walmart,47976.52
TXN0390036,2025-08-17,DEBIT,706.65,Electric Bill,47269.87
TXN0390037,2025-08-18,DEBIT,444.3,Salary,46825.57
TXN0390038,2025-08-19,TRANSFER,56.67,Amazon,46882.24
TXN0390039,2025-08-20,DEBIT,547.46,Amazon,46334.78
TXN0390040,2025-08-21,PAYMENT,932.41,Coffee Shop,45402.37
TXN0390041,2025-08-22,CREDIT,572.31,Electric Bill,45974.68
TXN0390042,2025-08-23,PAYMENT,348.52,Walmart,45626.16
TXN0390043,2025-08-24,CREDIT,893.67,Amazon,46519.83
TXN0390044,2025-08-25,TRANSFER,842.49,Electric Bill,47362.32
TXN0390045,2025-08-26,PAYMENT,704.52,Amazon,46657.8
TXN0390046,2025-08-27,TRANSFER,269.34,Salary,46927.14
TXN0390047,2025-08-28,DEBIT,758.6,Electric Bill,46168.54
