TransactionID,Date,Type,Amount,Description,Balance
TXN0190000,2025-07-09,CREDIT,481.17,Coffee Shop,23402.16
TXN0190001,2025-07-10,TRANSFER,883.97,Transfer to Savings,24286.13
TXN0190002,2025-07-11,DEBIT,75.35,Coffee Shop,24210.78
TXN0190003,2025-07-12,CREDIT,447.66,Walmart,24658.44
TXN0190004,2025-07-13,DEBIT,351.38,Restaurant,24307.06
TXN0190005,2025-07-14,DEBIT,857.28,Electric Bill,23449.78
TXN0190006,2025-07-15,TRANSFER,913.8,Restaurant,24363.58
TXN0190007,2025-07-16,DEBIT,447.0,Amazon,23916.58
TXN0190008,2025-07-17,CREDIT,486.28,Coffee Shop,24402.86
TXN0190009,2025-07-18,PAYMENT,315.85,Salary,24087.01
TXN0190010,2025-07-19,CREDIT,264.8,Transfer to Savings,24351.81
TXN0190011,2025-07-20,TRANSFER,613.12,Amazon,24964.93
TXN0190012,2025-07-21,PAYMENT,150.31,Walmart,24814.62
TXN0190013,2025-07-22,DEBIT,929.45,Walmart,23885.17
TXN0190014,2025-07-23,DEBIT,530.54,Restaurant,23354.63
TXN0190015,2025-07-24,CREDIT,151.8,Transfer to Savings,23506.43
TXN0190016,2025-07-25,CREDIT,143.23,Coffee Shop,23649.66
TXN0190017,2025-07-26,DEBIT,728.74,Amazon,22920.92
TXN0190018,2025-07-27,PAYMENT,650.01,Coffee Shop,22270.91
TXN0190019,2025-07-28,DEBIT,520.75,Transfer to Savings,21750.16
TXN0190020,2025-07-29,TRANSFER,713.41,Walmart,22463.57
TXN0190021,2025-07-30,CREDIT,45.3,Salary,22508.87
TXN0190022,2025-07-31,TRANSFER,989.2,Salary,23498.07
TXN0190023,2025-08-01,PAYMENT,250.42,Electric Bill,23247.65
TXN0190024,2025-08-02,CREDIT,718.16,Electric Bill,23965.81
TXN0190025,2025-08-03,PAYMENT,672.34,Salary,23293.47
TXN0190026,2025-08-04,PAYMENT,478.27,Transfer to Savings,22815.2
TXN0190027,2025-08-05,TRANSFER,10.85,Amazon,22826.05
