TransactionID,Date,Type,Amount,Description,Balance
TXN0150000,2025-11-25,PAYMENT,35.2,Walmart,9051.14
TXN0150001,2025-11-26,DEBIT,793.32,Restaurant,8257.82
TXN0150002,2025-11-27,TRANSFER,247.25,Walmart,8505.07
TXN0150003,2025-11-28,PAYMENT,513.76,Restaurant,7991.31
TXN0150004,2025-11-29,DEBIT,687.97,Transfer to Savings,7303.34
TXN0150005,2025-11-30,PAYMENT,799.8,Electric Bill,6503.54
TXN0150006,2025-12-01,CREDIT,860.51,Transfer to Savings,7364.05
TXN0150007,2025-12-02,CREDIT,657.24,Restaurant,8021.29
TXN0150008,2025-12-03,TRANSFER,544.83,Coffee Shop,8566.12
TXN0150009,2025-12-04,DEBIT,868.59,Transfer to Savings,7697.53
TXN0150010,2025-12-05,PAYMENT,575.45,Coffee Shop,7122.08
TXN0150011,2025-12-06,DEBIT,593.63,Walmart,6528.45
TXN0150012,2025-12-07,CREDIT,148.32,Walmart,6676.77
TXN0150013,2025-12-08,PAYMENT,93.84,Electric Bill,6582.93
TXN0150014,2025-12-09,TRANSFER,116.16,Salary,6699.09
TXN0150015,2025-12-10,CREDIT,374.53,Walmart,7073.62
TXN0150016,2025-12-11,PAYMENT,129.13,Transfer to Savings,6944.49
TXN0150017,2025-12-12,CREDIT,539.19,Transfer to Savings,7483.68
TXN0150018,2025-12-13,CREDIT,134.77,Coffee Shop,7618.45
TXN0150019,2025-12-14,PAYMENT,748.6,Electric Bill,6869.85
TXN0150020,2025-12-15,DEBIT,936.07,Salary,5933.78
TXN0150021,2025-12-16,CREDIT,742.38,Restaurant,6676.16
TXN0150022,2025-12-17,TRANSFER,582.93,Restaurant,7259.09
TXN0150023,2025-12-18,DEBIT,440.29,Electric Bill,6818.8
TXN0150024,2025-12-19,DEBIT,516.63,Walmart,6302.17
TXN0150025,2025-12-20,PAYMENT,160.18,Walmart,6141.99
TXN0150026,2025-12-21,DEBIT,334.01,Salary,5807.98
TXN0150027,2025-12-22,TRANSFER,318.75,Transfer to Savings,6126.73
TXN0150028,2025-12-23,PAYMENT,183.27,Restaurant,5943.46
TXN0150029,2025-12-24,PAYMENT,535.49,Restaurant,5407.97
TXN0150030,2025-12-25,CREDIT,58.04,Coffee Shop,5466.01
TXN0150031,2025-12-26,TRANSFER,343.48,Restaurant,5809.49
TXN0150032,2025-12-27,CREDIT,823.11,Transfer to Savings,6632.6
TXN0150033,2025-12-28,DEBIT,87.55,Salary,6545.05
TXN0150034,2025-12-29,CREDIT,555.73,Walmart,7100.78
