TransactionID,Date,Type,Amount,Description,Balance
TXN0460000,2025-12-07,CREDIT,307.19,Electric Bill,16662.92
TXN0460001,2025-12-08,DEBIT,752.44,Coffee Shop,15910.48
TXN0460002,2025-12-09,TRANSFER,764.58,Walmart,16675.06
TXN0460003,2025-12-10,PAYMENT,555.05,Amazon,16120.01
TXN0460004,2025-12-11,DEBIT,479.78,Restaurant,15640.23
TXN0460005,2025-12-12,TRANSFER,980.56,Coffee Shop,16620.79
TXN0460006,2025-12-13,TRANSFER,931.46,Coffee Shop,17552.25
TXN0460007,2025-12-14,PAYMENT,260.32,Amazon,17291.93
TXN0460008,2025-12-15,DEBIT,131.56,Electric Bill,17160.37
TXN0460009,2025-12-16,DEBIT,617.53,Electric Bill,16542.84
TXN0460010,2025-12-17,DEBIT,143.41,Walmart,16399.43
TXN0460011,2025-12-18,TRANSFER,753.0,Amazon,17152.43
TXN0460012,2025-12-19,DEBIT,235.34,Salary,16917.09
TXN0460013,2025-12-20,PAYMENT,87.27,Transfer to Savings,16829.82
TXN0460014,2025-12-21,CREDIT,632.67,Restaurant,17462.49
TXN0460015,2025-12-22,DEBIT,846.99,Transfer to Savings,16615.5
TXN0460016,2025-12-23,TRANSFER,671.2,Amazon,17286.7
TXN0460017,2025-12-24,TRANSFER,470.93,Coffee Shop,17757.63
TXN0460018,2025-12-25,CREDIT,844.29,Amazon,18601.92
TXN0460019,2025-12-26,CREDIT,522.78,Restaurant,19124.7
TXN0460020,2025-12-27,DEBIT,418.17,Amazon,18706.53
TXN0460021,2025-12-28,DEBIT,929.02,Transfer to Savings,17777.51
TXN0460022,2025-12-29,DEBIT,757.61,Amazon,17019.9
TXN0460023,2025-12-30,PAYMENT,860.99,Salary,16158.91
TXN0460024,2025-12-31,DEBIT,949.78,Walmart,15209.13
TXN0460025,2026-01-01,PAYMENT,105.2,Walmart,15103.93
TXN0460026,2026-01-02,CREDIT,812.73,Electric Bill,15916.66
TXN0460027,2026-01-03,CREDIT,441.58,Electric Bill,16358.24
TXN0460028,2026-01-04,CREDIT,228.8,Salary,16587.04
TXN0460029,2026-01-05,CREDIT,582.75,Restaurant,17169.79
TXN0460030,2026-01-06,DEBIT,883.33,Amazon,16286.46
TXN0460031,2026-01-07,CREDIT,124.24,Salary,16410.7
TXN0460032,2026-01-08,PAYMENT,873.73,Restaurant,15536.97
