TransactionID,Date,Type,Amount,Description,Balance
TXN0430000,2025-04-06,TRANSFER,705.63,Walmart,12702.87
TXN0430001,2025-04-07,DEBIT,777.88,Electric Bill,11924.99
TXN0430002,2025-04-08,PAYMENT,262.78,Restaurant,11662.21
TXN0430003,2025-04-09,TRANSFER,712.68,Salary,12374.89
TXN0430004,2025-04-10,PAYMENT,116.18,Walmart,12258.71
TXN0430005,2025-04-11,DEBIT,333.36,Coffee Shop,11925.35
TXN0430006,2025-04-12,DEBIT,304.96,Transfer to Savings,11620.39
TXN0430007,2025-04-13,DEBIT,535.0,Walmart,11085.39
TXN0430008,2025-04-14,CREDIT,998.33,Coffee Shop,12083.72
TXN0430009,2025-04-15,TRANSFER,941.46,Coffee Shop,13025.18
TXN0430010,2025-04-16,TRANSFER,710.0,Coffee Shop,13735.18
TXN0430011,2025-04-17,PAYMENT,877.06,Transfer to Savings,12858.12
TXN0430012,2025-04-18,CREDIT,994.64,Walmart,13852.76
TXN0430013,2025-04-19,DEBIT,876.99,Electric Bill,12975.77
TXN0430014,2025-04-20,TRANSFER,443.06,Electric Bill,13418.83
TXN0430015,2025-04-21,TRANSFER,963.54,Restaurant,14382.37
TXN0430016,2025-04-22,PAYMENT,478.87,Transfer to Savings,13903.5
