TransactionID,Date,Type,Amount,Description,Balance
TXN0580000,2025-09-29,PAYMENT,832.41,Restaurant,12924.84
TXN0580001,2025-09-30,TRANSFER,779.64,Restaurant,13704.48
TXN0580002,2025-10-01,DEBIT,403.65,Walmart,13300.83
TXN0580003,2025-10-02,CREDIT,527.16,Salary,13827.99
TXN0580004,2025-10-03,PAYMENT,200.21,Amazon,13627.78
TXN0580005,2025-10-04,PAYMENT,798.33,Restaurant,12829.45
TXN0580006,2025-10-05,PAYMENT,300.94,Transfer to Savings,12528.51
TXN0580007,2025-10-06,CREDIT,284.26,Restaurant,12812.77
TXN0580008,2025-10-07,CREDIT,285.62,Restaurant,13098.39
TXN0580009,2025-10-08,PAYMENT,731.12,Coffee Shop,12367.27
TXN0580010,2025-10-09,DEBIT,399.08,Electric Bill,11968.19
TXN0580011,2025-10-10,DEBIT,990.65,Salary,10977.54
TXN0580012,2025-10-11,DEBIT,156.47,Walmart,10821.07
TXN0580013,2025-10-12,PAYMENT,604.86,Amazon,10216.21
TXN0580014,2025-10-13,CREDIT,224.52,Salary,10440.73
TXN0580015,2025-10-14,DEBIT,710.34,Transfer to Savings,9730.39
TXN0580016,2025-10-15,DEBIT,85.05,Amazon,9645.34
TXN0580017,2025-10-16,DEBIT,740.68,Amazon,8904.66
TXN0580018,2025-10-17,DEBIT,686.82,Walmart,8217.84
TXN0580019,2025-10-18,CREDIT,323.67,Electric Bill,8541.51
TXN0580020,2025-10-19,CREDIT,911.49,Amazon,9453.0
TXN0580021,2025-10-20,DEBIT,235.4,Transfer to Savings,9217.6
TXN0580022,2025-10-21,CREDIT,297.3,Restaurant,9514.9
TXN0580023,2025-10-22,PAYMENT,179.38,Electric Bill,9335.52
TXN0580024,2025-10-23,PAYMENT,120.95,Electric Bill,9214.57
TXN0580025,2025-10-24,PAYMENT,786.75,Transfer to Savings,8427.82
TXN0580026,2025-10-25,DEBIT,96.02,Electric Bill,8331.8
TXN0580027,2025-10-26,DEBIT,356.51,Restaurant,7975.29
TXN0580028,2025-10-27,PAYMENT,123.79,Walmart,7851.5
TXN0580029,2025-10-28,CREDIT,922.97,Walmart,8774.47
TXN0580030,2025-10-29,DEBIT,701.37,Electric Bill,8073.1
TXN0580031,2025-10-30,DEBIT,368.71,Transfer to Savings,7704.39
TXN0580032,2025-10-31,TRANSFER,929.86,Transfer to Savings,8634.25
TXN0580033,2025-11-01,PAYMENT,961.01,Walmart,7673.24
TXN0580034,2025-11-02,CREDIT,431.26,Electric Bill,8104.5
TXN0580035,2025-11-03,PAYMENT,908.34,Salary,7196.16
