TransactionID,Date,Type,Amount,Description,Balance
TXN0540000,2025-03-28,PAYMENT,215.18,Coffee Shop,21568.41
TXN0540001,2025-03-29,TRANSFER,742.6,Coffee Shop,22311.01
TXN0540002,2025-03-30,DEBIT,400.02,Walmart,21910.99
TXN0540003,2025-03-31,CREDIT,370.45,Walmart,22281.44
TXN0540004,2025-04-01,PAYMENT,605.49,Salary,21675.95
TXN0540005,2025-04-02,CREDIT,72.83,Restaurant,21748.78
TXN0540006,2025-04-03,CREDIT,328.73,Amazon,22077.51
TXN0540007,2025-04-04,TRANSFER,933.51,Walmart,23011.02
TXN0540008,2025-04-05,DEBIT,145.94,Electric Bill,22865.08
TXN0540009,2025-04-06,DEBIT,926.31,Salary,21938.77
TXN0540010,2025-04-07,DEBIT,618.79,Restaurant,21319.98
TXN0540011,2025-04-08,TRANSFER,440.73,Coffee Shop,21760.71
TXN0540012,2025-04-09,CREDIT,363.79,Restaurant,22124.5
TXN0540013,2025-04-10,TRANSFER,657.88,Coffee Shop,22782.38
TXN0540014,2025-04-11,DEBIT,201.03,Electric Bill,22581.35
TXN0540015,2025-04-12,TRANSFER,446.36,Restaurant,23027.71
TXN0540016,2025-04-13,PAYMENT,571.34,Walmart,22456.37
TXN0540017,2025-04-14,DEBIT,511.18,Restaurant,21945.19
TXN0540018,2025-04-15,DEBIT,553.59,Restaurant,21391.6
TXN0540019,2025-04-16,PAYMENT,391.03,Transfer to Savings,21000.57
TXN0540020,2025-04-17,TRANSFER,177.76,Electric Bill,21178.33
TXN0540021,2025-04-18,TRANSFER,192.62,Coffee Shop,21370.95
TXN0540022,2025-04-19,CREDIT,104.01,Walmart,21474.96
TXN0540023,2025-04-20,CREDIT,613.77,Salary,22088.73
TXN0540024,2025-04-21,CREDIT,680.11,Walmart,22768.84
TXN0540025,2025-04-22,DEBIT,106.24,Electric Bill,22662.6
TXN0540026,2025-04-23,PAYMENT,944.58,Transfer to Savings,21718.02
TXN0540027,2025-04-24,CREDIT,968.53,Restaurant,22686.55
TXN0540028,2025-04-25,DEBIT,448.73,Coffee Shop,22237.82
TXN0540029,2025-04-26,CREDIT,827.36,Transfer to Savings,23065.18
TXN0540030,2025-04-27,CREDIT,602.36,Amazon,23667.54
TXN0540031,2025-04-28,DEBIT,89.21,Coffee Shop,23578.33
TXN0540032,2025-04-29,DEBIT,425.48,Salary,23152.85
TXN0540033,2025-04-30,CREDIT,149.78,Coffee Shop,23302.63
TXN0540034,2025-05-01,DEBIT,475.17,Amazon,22827.46
TXN0540035,2025-05-02,PAYMENT,43.32,Walmart,22784.14
TXN0540036,2025-05-03,CREDIT,505.38,Amazon,23289.52
