TransactionID,Date,Type,Amount,Description,Balance
TXN0970000,2025-12-21,PAYMENT,45.69,Transfer to Savings,9707.44
TXN0970001,2025-12-22,TRANSFER,138.49,Amazon,9845.93
TXN0970002,2025-12-23,DEBIT,332.67,Restaurant,9513.26
TXN0970003,2025-12-24,DEBIT,173.89,Restaurant,9339.37
TXN0970004,2025-12-25,DEBIT,382.1,Walmart,8957.27
TXN0970005,2025-12-26,CREDIT,685.91,Salary,9643.18
TXN0970006,2025-12-27,CREDIT,577.69,Salary,10220.87
TXN0970007,2025-12-28,TRANSFER,129.16,Electric Bill,10350.03
TXN0970008,2025-12-29,PAYMENT,511.74,Coffee Shop,9838.29
TXN0970009,2025-12-30,CREDIT,926.74,Coffee Shop,10765.03
TXN0970010,2025-12-31,DEBIT,80.47,Transfer to Savings,10684.56
TXN0970011,2026-01-01,TRANSFER,539.42,Electric Bill,11223.98
TXN0970012,2026-01-02,CREDIT,628.67,Electric Bill,11852.65
TXN0970013,2026-01-03,PAYMENT,883.46,Salary,10969.19
TXN0970014,2026-01-04,PAYMENT,473.07,Transfer to Savings,10496.12
TXN0970015,2026-01-05,TRANSFER,893.2,Restaurant,11389.32
TXN0970016,2026-01-06,CREDIT,685.65,Walmart,12074.97
TXN0970017,2026-01-07,CREDIT,972.97,Electric Bill,13047.94
TXN0970018,2026-01-08,TRANSFER,93.62,Salary,13141.56
TXN0970019,2026-01-09,PAYMENT,559.38,Walmart,12582.18
TXN0970020,2026-01-10,PAYMENT,17.99,Restaurant,12564.19
TXN0970021,2026-01-11,DEBIT,490.57,Coffee Shop,12073.62
TXN0970022,2026-01-12,DEBIT,351.51,Walmart,11722.11
TXN0970023,2026-01-13,CREDIT,289.73,Transfer to Savings,12011.84
TXN0970024,2026-01-14,TRANSFER,698.96,Coffee Shop,12710.8
TXN0970025,2026-01-15,DEBIT,727.28,Walmart,11983.52
TXN0970026,2026-01-16,DEBIT,901.53,Coffee Shop,11081.99
TXN0970027,2026-01-17,TRANSFER,635.41,Electric Bill,11717.4
TXN0970028,2026-01-18,DEBIT,92.97,Amazon,11624.43
TXN0970029,2026-01-19,DEBIT,240.71,Walmart,11383.72
TXN0970030,2026-01-20,DEBIT,856.01,Restaurant,10527.71
TXN0970031,2026-01-21,TRANSFER,824.44,Amazon,11352.15
TXN0970032,2026-01-22,CREDIT,94.06,Coffee Shop,11446.21
TXN0970033,2026-01-23,TRANSFER,465.96,Restaurant,11912.17
TXN0970034,2026-01-24,DEBIT,994.29,Walmart,10917.88
TXN0970035,2026-01-25,CREDIT,782.39,Amazon,11700.27
TXN0970036,2026-01-26,PAYMENT,206.43,Coffee Shop,11493.84
TXN0970037,2026-01-27,CREDIT,665.04,Coffee Shop,12158.88
TXN0970038,2026-01-28,PAYMENT,179.98,Electric Bill,11978.9
TXN0970039,2026-01-29,DEBIT,890.36,Electric Bill,11088.54
TXN0970040,2026-01-30,PAYMENT,386.6,Transfer to Savings,10701.94
TXN0970041,2026-01-31,TRANSFER,896.05,Restaurant,11597.99
TXN0970042,2026-02-01,TRANSFER,277.08,Transfer to Savings,11875.07
