TransactionID,Date,Type,Amount,Description,Balance
TXN0690000,2025-02-05,TRANSFER,978.11,Amazon,14748.1
TXN0690001,2025-02-06,DEBIT,279.32,Restaurant,14468.78
TXN0690002,2025-02-07,DEBIT,974.21,Coffee Shop,13494.57
TXN0690003,2025-02-08,CREDIT,248.95,Electric Bill,13743.52
TXN0690004,2025-02-09,CREDIT,438.08,Salary,14181.6
TXN0690005,2025-02-10,TRANSFER,312.57,Walmart,14494.17
TXN0690006,2025-02-11,PAYMENT,233.74,Transfer to Savings,14260.43
TXN0690007,2025-02-12,TRANSFER,985.29,Electric Bill,15245.72
TXN0690008,2025-02-13,CREDIT,222.01,Transfer to Savings,15467.73
TXN0690009,2025-02-14,TRANSFER,67.83,Salary,15535.56
TXN0690010,2025-02-15,CREDIT,717.12,Restaurant,16252.68
TXN0690011,2025-02-16,TRANSFER,619.45,Salary,16872.13
TXN0690012,2025-02-17,CREDIT,949.46,Electric Bill,17821.59
TXN0690013,2025-02-18,PAYMENT,386.86,Amazon,17434.73
TXN0690014,2025-02-19,PAYMENT,968.99,Restaurant,16465.74
TXN0690015,2025-02-20,CREDIT,711.41,Walmart,17177.15
TXN0690016,2025-02-21,TRANSFER,416.01,Salary,17593.16
TXN0690017,2025-02-22,PAYMENT,574.53,Coffee Shop,17018.63
TXN0690018,2025-02-23,DEBIT,674.73,Salary,16343.9
TXN0690019,2025-02-24,TRANSFER,493.11,Salary,16837.01
TXN0690020,2025-02-25,CREDIT,869.72,Restaurant,17706.73
TXN0690021,2025-02-26,PAYMENT,663.52,Salary,17043.21
TXN0690022,2025-02-27,CREDIT,862.74,Salary,17905.95
TXN0690023,2025-02-28,CREDIT,635.36,Walmart,18541.31
TXN0690024,2025-03-01,TRANSFER,715.8,Coffee Shop,19257.11
TXN0690025,2025-03-02,TRANSFER,422.47,Amazon,19679.58
TXN0690026,2025-03-03,PAYMENT,617.93,Electric Bill,19061.65
TXN0690027,2025-03-04,TRANSFER,867.6,Electric Bill,19929.25
TXN0690028,2025-03-05,CREDIT,597.09,Salary,20526.34
TXN0690029,2025-03-06,TRANSFER,590.85,Salary,21117.19
TXN0690030,2025-03-07,DEBIT,16.65,Electric Bill,21100.54
TXN0690031,2025-03-08,CREDIT,920.2,Walmart,22020.74
