TransactionID,Date,Type,Amount,Description,Balance
TXN0480000,2025-12-06,PAYMENT,755.42,Electric Bill,44108.18
TXN0480001,2025-12-07,TRANSFER,590.08,Restaurant,44698.26
TXN0480002,2025-12-08,TRANSFER,589.84,Coffee Shop,45288.1
TXN0480003,2025-12-09,TRANSFER,909.97,Salary,46198.07
TXN0480004,2025-12-10,TRANSFER,14.7,Amazon,46212.77
TXN0480005,2025-12-11,TRANSFER,384.31,Amazon,46597.08
TXN0480006,2025-12-12,PAYMENT,130.72,Amazon,46466.36
TXN0480007,2025-12-13,PAYMENT,408.19,Walmart,46058.17
TXN0480008,2025-12-14,TRANSFER,558.29,Walmart,46616.46
TXN0480009,2025-12-15,CREDIT,594.27,Electric Bill,47210.73
TXN0480010,2025-12-16,PAYMENT,596.53,Coffee Shop,46614.2
TXN0480011,2025-12-17,DEBIT,165.64,Amazon,46448.56
TXN0480012,2025-12-18,CREDIT,422.82,Salary,46871.38
TXN0480013,2025-12-19,PAYMENT,21.65,Electric Bill,46849.73
TXN0480014,2025-12-20,PAYMENT,805.36,Coffee Shop,46044.37
TXN0480015,2025-12-21,PAYMENT,690.87,Restaurant,45353.5
TXN0480016,2025-12-22,PAYMENT,819.8,Restaurant,44533.7
TXN0480017,2025-12-23,DEBIT,999.0,Walmart,43534.7
TXN0480018,2025-12-24,TRANSFER,763.41,Transfer to Savings,44298.11
TXN0480019,2025-12-25,CREDIT,703.81,Salary,45001.92
TXN0480020,2025-12-26,TRANSFER,628.71,Electric Bill,45630.63
TXN0480021,2025-12-27,DEBIT,622.8,Salary,45007.83
TXN0480022,2025-12-28,CREDIT,90.27,Amazon,45098.1
TXN0480023,2025-12-29,CREDIT,958.49,Electric Bill,46056.59
TXN0480024,2025-12-30,TRANSFER,754.33,Transfer to Savings,46810.92
TXN0480025,2025-12-31,TRANSFER,822.16,Walmart,47633.08
TXN0480026,2026-01-01,PAYMENT,302.56,Transfer to Savings,47330.52
TXN0480027,2026-01-02,CREDIT,105.72,Electric Bill,47436.24
TXN0480028,2026-01-03,TRANSFER,499.2,Walmart,47935.44
TXN0480029,2026-01-04,DEBIT,220.75,Amazon,47714.69
TXN0480030,2026-01-05,PAYMENT,359.39,Amazon,47355.3
TXN0480031,2026-01-06,DEBIT,724.42,Transfer to Savings,46630.88
TXN0480032,2026-01-07,PAYMENT,703.06,Electric Bill,45927.82
TXN0480033,2026-01-08,CREDIT,308.56,Walmart,46236.38
