TransactionID,Date,Type,Amount,Description,Balance
TXN0230000,2025-09-15,TRANSFER,397.21,Amazon,12518.93
TXN0230001,2025-09-16,TRANSFER,733.96,Transfer to Savings,13252.89
TXN0230002,2025-09-17,PAYMENT,131.98,Coffee Shop,13120.91
TXN0230003,2025-09-18,DEBIT,846.64,Walmart,12274.27
TXN0230004,2025-09-19,TRANSFER,461.59,Transfer to Savings,12735.86
TXN0230005,2025-09-20,PAYMENT,592.67,Transfer to Savings,12143.19
TXN0230006,2025-09-21,CREDIT,587.88,Electric Bill,12731.07
TXN0230007,2025-09-22,PAYMENT,759.16,Restaurant,11971.91
TXN0230008,2025-09-23,DEBIT,671.56,Electric Bill,11300.35
TXN0230009,2025-09-24,DEBIT,989.48,Amazon,10310.87
TXN0230010,2025-09-25,PAYMENT,876.15,Coffee Shop,9434.72
TXN0230011,2025-09-26,DEBIT,46.1,Coffee Shop,9388.62
