TransactionID,Date,Type,Amount,Description,Balance
TXN0030000,2025-10-14,DEBIT,334.89,Transfer to Savings,47005.13
TXN0030001,2025-10-15,CREDIT,648.82,Coffee Shop,47653.95
TXN0030002,2025-10-16,TRANSFER,721.21,Walmart,48375.16
TXN0030003,2025-10-17,DEBIT,795.89,Amazon,47579.27
TXN0030004,2025-10-18,DEBIT,670.07,Transfer to Savings,46909.2
TXN0030005,2025-10-19,PAYMENT,950.33,Coffee Shop,45958.87
TXN0030006,2025-10-20,PAYMENT,389.46,Coffee Shop,45569.41
TXN0030007,2025-10-21,TRANSFER,394.88,Walmart,45964.29
TXN0030008,2025-10-22,CREDIT,648.85,Walmart,46613.14
TXN0030009,2025-10-23,PAYMENT,118.15,Coffee Shop,46494.99
TXN0030010,2025-10-24,TRANSFER,506.91,Salary,47001.9
TXN0030011,2025-10-25,TRANSFER,349.36,Amazon,47351.26
TXN0030012,2025-10-26,TRANSFER,462.75,Electric Bill,47814.01
TXN0030013,2025-10-27,TRANSFER,287.13,Transfer to Savings,48101.14
TXN0030014,2025-10-28,TRANSFER,715.74,Walmart,48816.88
TXN0030015,2025-10-29,TRANSFER,98.56,Electric Bill,48915.44
TXN0030016,2025-10-30,TRANSFER,395.75,Restaurant,49311.19
TXN0030017,2025-10-31,TRANSFER,194.02,Restaurant,49505.21
TXN0030018,2025-11-01,TRANSFER,459.36,Amazon,49964.57
TXN0030019,2025-11-02,PAYMENT,143.28,Amazon,49821.29
TXN0030020,2025-11-03,CREDIT,96.13,Amazon,49917.42
TXN0030021,2025-11-04,TRANSFER,332.81,Electric Bill,50250.23
TXN0030022,2025-11-05,TRANSFER,372.93,Transfer to Savings,50623.16
TXN0030023,2025-11-06,TRANSFER,839.67,Walmart,51462.83
TXN0030024,2025-11-07,CREDIT,906.07,Transfer to Savings,52368.9
TXN0030025,2025-11-08,DEBIT,32.04,Walmart,52336.86
TXN0030026,2025-11-09,DEBIT,292.28,Amazon,52044.58
TXN0030027,2025-11-10,DEBIT,974.39,Walmart,51070.19
TXN0030028,2025-11-11,TRANSFER,390.22,Electric Bill,51460.41
TXN0030029,2025-11-12,CREDIT,243.23,Salary,51703.64
TXN0030030,2025-11-13,TRANSFER,154.24,Coffee Shop,51857.88
TXN0030031,2025-11-14,TRANSFER,933.66,Transfer to Savings,52791.54
TXN0030032,2025-11-15,TRANSFER,483.74,Walmart,53275.28
TXN0030033,2025-11-16,DEBIT,329.39,Coffee Shop,52945.89
TXN0030034,2025-11-17,PAYMENT,175.86,Transfer to Savings,52770.03
TXN0030035,2025-11-18,TRANSFER,681.69,Transfer to Savings,53451.72
TXN0030036,2025-11-19,DEBIT,728.01,Salary,52723.71
TXN0030037,2025-11-20,PAYMENT,231.39,Amazon,52492.32
TXN0030038,2025-11-21,DEBIT,646.67,Walmart,51845.65
TXN0030039,2025-11-22,CREDIT,100.69,Coffee Shop,51946.34
TXN0030040,2025-11-23,TRANSFER,605.67,Walmart,52552.01
TXN0030041,2025-11-24,TRANSFER,220.06,Restaurant,52772.07
TXN0030042,2025-11-25,CREDIT,80.58,Coffee Shop,52852.65
TXN0030043,2025-11-26,DEBIT,712.99,Coffee Shop,52139.66
TXN0030044,2025-11-27,PAYMENT,539.27,Coffee Shop,51600.39
TXN0030045,2025-11-28,PAYMENT,109.96,Salary,51490.43
TXN0030046,2025-11-29,PAYMENT,660.66,Amazon,50829.77
TXN0030047,2025-11-30,DEBIT,754.12,Transfer to Savings,50075.65
TXN0030048,2025-12-01,TRANSFER,133.62,Amazon,50209.27
