TransactionID,Date,Type,Amount,Description,Balance
TXN0660000,2025-02-06,CREDIT,819.49,Electric Bill,11922.78
TXN0660001,2025-02-07,TRANSFER,832.04,Amazon,12754.82
TXN0660002,2025-02-08,CREDIT,128.78,Walmart,12883.6
TXN0660003,2025-02-09,CREDIT,521.02,Transfer to Savings,13404.62
TXN0660004,2025-02-10,DEBIT,353.27,Coffee Shop,13051.35
TXN0660005,2025-02-11,DEBIT,803.73,Walmart,12247.62
TXN0660006,2025-02-12,PAYMENT,254.7,Amazon,11992.92
TXN0660007,2025-02-13,DEBIT,702.5,Electric Bill,11290.42
TXN0660008,2025-02-14,TRANSFER,955.62,Coffee Shop,12246.04
TXN0660009,2025-02-15,DEBIT,538.13,Transfer to Savings,11707.91
TXN0660010,2025-02-16,PAYMENT,450.54,Electric Bill,11257.37
TXN0660011,2025-02-17,CREDIT,566.01,Salary,11823.38
TXN0660012,2025-02-18,TRANSFER,370.03,Coffee Shop,12193.41
TXN0660013,2025-02-19,PAYMENT,318.95,Walmart,11874.46
TXN0660014,2025-02-20,PAYMENT,682.12,Walmart,11192.34
TXN0660015,2025-02-21,CREDIT,369.37,Electric Bill,11561.71
TXN0660016,2025-02-22,TRANSFER,18.12,Electric Bill,11579.83
TXN0660017,2025-02-23,DEBIT,221.38,Amazon,11358.45
TXN0660018,2025-02-24,DEBIT,762.21,Coffee Shop,10596.24
TXN0660019,2025-02-25,PAYMENT,157.22,Restaurant,10439.02
TXN0660020,2025-02-26,TRANSFER,38.6,Amazon,10477.62
TXN0660021,2025-02-27,DEBIT,862.7,Coffee Shop,9614.92
TXN0660022,2025-02-28,TRANSFER,122.52,Transfer to Savings,9737.44
TXN0660023,2025-03-01,PAYMENT,78.28,Walmart,9659.16
