TransactionID,Date,Type,Amount,Description,Balance
TXN0410000,2025-08-23,DEBIT,739.71,Salary,37853.03
TXN0410001,2025-08-24,PAYMENT,506.3,Salary,37346.73
TXN0410002,2025-08-25,CREDIT,513.07,Amazon,37859.8
TXN0410003,2025-08-26,CREDIT,994.07,Transfer to Savings,38853.87
TXN0410004,2025-08-27,TRANSFER,700.91,Transfer to Savings,39554.78
TXN0410005,2025-08-28,DEBIT,691.43,Transfer to Savings,38863.35
TXN0410006,2025-08-29,PAYMENT,340.5,Coffee Shop,38522.85
TXN0410007,2025-08-30,DEBIT,879.05,Salary,37643.8
TXN0410008,2025-08-31,TRANSFER,65.57,Electric Bill,37709.37
TXN0410009,2025-09-01,DEBIT,183.36,Walmart,37526.01
TXN0410010,2025-09-02,TRANSFER,210.71,Electric Bill,37736.72
