TransactionID,Date,Type,Amount,Description,Balance
TXN0770000,2025-10-28,TRANSFER,631.18,Salary,27647.36
TXN0770001,2025-10-29,DEBIT,259.25,Electric Bill,27388.11
TXN0770002,2025-10-30,CREDIT,155.6,Coffee Shop,27543.71
TXN0770003,2025-10-31,DEBIT,253.4,Amazon,27290.31
TXN0770004,2025-11-01,CREDIT,151.35,Coffee Shop,27441.66
TXN0770005,2025-11-02,DEBIT,62.19,Walmart,27379.47
TXN0770006,2025-11-03,CREDIT,592.6,Transfer to Savings,27972.07
TXN0770007,2025-11-04,PAYMENT,853.01,Electric Bill,27119.06
TXN0770008,2025-11-05,CREDIT,845.39,Coffee Shop,27964.45
TXN0770009,2025-11-06,CREDIT,745.92,Electric Bill,28710.37
TXN0770010,2025-11-07,DEBIT,470.17,Salary,28240.2
TXN0770011,2025-11-08,DEBIT,359.3,Salary,27880.9
TXN0770012,2025-11-09,DEBIT,72.57,Electric Bill,27808.33
TXN0770013,2025-11-10,CREDIT,232.31,Restaurant,28040.64
TXN0770014,2025-11-11,PAYMENT,991.04,Coffee Shop,27049.6
TXN0770015,2025-11-12,DEBIT,299.99,Electric Bill,26749.61
TXN0770016,2025-11-13,PAYMENT,879.76,Amazon,25869.85
TXN0770017,2025-11-14,TRANSFER,884.65,Salary,26754.5
TXN0770018,2025-11-15,CREDIT,609.32,Salary,27363.82
TXN0770019,2025-11-16,TRANSFER,613.39,Walmart,27977.21
TXN0770020,2025-11-17,DEBIT,326.41,Walmart,27650.8
TXN0770021,2025-11-18,DEBIT,898.67,Salary,26752.13
TXN0770022,2025-11-19,CREDIT,678.01,Walmart,27430.14
TXN0770023,2025-11-20,TRANSFER,233.84,Transfer to Savings,27663.98
TXN0770024,2025-11-21,TRANSFER,778.59,Coffee Shop,28442.57
TXN0770025,2025-11-22,PAYMENT,691.41,Transfer to Savings,27751.16
