TransactionID,Date,Type,Amount,Description,Balance
TXN0640000,2025-11-27,CREDIT,917.5,Electric Bill,30220.64
TXN0640001,2025-11-28,DEBIT,920.59,Walmart,29300.05
TXN0640002,2025-11-29,TRANSFER,500.64,Electric Bill,29800.69
TXN0640003,2025-11-30,TRANSFER,387.69,Restaurant,30188.38
TXN0640004,2025-12-01,TRANSFER,440.22,Restaurant,30628.6
TXN0640005,2025-12-02,PAYMENT,844.59,Electric Bill,29784.01
TXN0640006,2025-12-03,TRANSFER,278.81,Amazon,30062.82
TXN0640007,2025-12-04,DEBIT,662.07,Restaurant,29400.75
TXN0640008,2025-12-05,CREDIT,13.52,Transfer to Savings,29414.27
TXN0640009,2025-12-06,TRANSFER,710.98,Amazon,30125.25
TXN0640010,2025-12-07,TRANSFER,794.27,Walmart,30919.52
TXN0640011,2025-12-08,TRANSFER,885.52,Amazon,31805.04
TXN0640012,2025-12-09,DEBIT,14.87,Restaurant,31790.17
TXN0640013,2025-12-10,CREDIT,32.64,Salary,31822.81
TXN0640014,2025-12-11,TRANSFER,168.83,Amazon,31991.64
TXN0640015,2025-12-12,DEBIT,50.01,Electric Bill,31941.63
TXN0640016,2025-12-13,TRANSFER,499.84,Electric Bill,32441.47
TXN0640017,2025-12-14,TRANSFER,609.39,Walmart,33050.86
TXN0640018,2025-12-15,CREDIT,902.48,Electric Bill,33953.34
TXN0640019,2025-12-16,DEBIT,948.12,Transfer to Savings,33005.22
TXN0640020,2025-12-17,PAYMENT,77.22,Restaurant,32928.0
TXN0640021,2025-12-18,DEBIT,355.06,Coffee Shop,32572.94
TXN0640022,2025-12-19,DEBIT,659.46,Electric Bill,31913.48
TXN0640023,2025-12-20,DEBIT,527.93,Salary,31385.55
TXN0640024,2025-12-21,DEBIT,526.17,Transfer to Savings,30859.38
TXN0640025,2025-12-22,CREDIT,251.15,Amazon,31110.53
TXN0640026,2025-12-23,PAYMENT,437.81,Walmart,30672.72
TXN0640027,2025-12-24,TRANSFER,502.72,Amazon,31175.44
TXN0640028,2025-12-25,DEBIT,722.34,Amazon,30453.1
TXN0640029,2025-12-26,PAYMENT,356.03,Walmart,30097.07
TXN0640030,2025-12-27,DEBIT,439.09,Electric Bill,29657.98
TXN0640031,2025-12-28,DEBIT,313.82,Transfer to Savings,29344.16
TXN0640032,2025-12-29,PAYMENT,123.57,Walmart,29220.59
TXN0640033,2025-12-30,CREDIT,195.75,Restaurant,29416.34
TXN0640034,2025-12-31,PAYMENT,131.84,Amazon,29284.5
TXN0640035,2026-01-01,DEBIT,636.8,Restaurant,28647.7
TXN0640036,2026-01-02,PAYMENT,221.18,Electric Bill,28426.52
TXN0640037,2026-01-03,TRANSFER,792.06,Coffee Shop,29218.58
TXN0640038,2026-01-04,TRANSFER,505.19,Amazon,29723.77
TXN0640039,2026-01-05,PAYMENT,849.35,Coffee Shop,28874.42
TXN0640040,2026-01-06,CREDIT,857.58,Coffee Shop,29732.0
TXN0640041,2026-01-07,PAYMENT,459.27,Amazon,29272.73
TXN0640042,2026-01-08,DEBIT,121.16,Amazon,29151.57
TXN0640043,2026-01-09,DEBIT,907.2,Walmart,28244.37
TXN0640044,2026-01-10,DEBIT,341.29,Transfer to Savings,27903.08
TXN0640045,2026-01-11,PAYMENT,829.16,Salary,27073.92
TXN0640046,2026-01-12,TRANSFER,242.8,Amazon,27316.72
TXN0640047,2026-01-13,CREDIT,934.96,Restaurant,28251.68
TXN0640048,2026-01-14,DEBIT,268.94,Transfer to Savings,27982.74
TXN0640049,2026-01-15,CREDIT,626.63,Transfer to Savings,28609.37
