Transaction_ID,Account_ID,Date,Amount,Type,Description,Channel
TXN-5F469C78-748,ACCT-92A44323,1985-08-27,763.88,DEBIT,Txn Ref 851867,Branch
TXN-2810CA90-40C,ACCT-229E87F6,2003-10-03,3017.17,CREDIT,Txn Ref 275317,Phone
TXN-7C8C4676-238,ACCT-BBB6E873,1987-06-12,876.89,INTEREST,Txn Ref 877509,Phone
TXN-4D639074-015,ACCT-37105F9F,1985-10-01,5288.32,FEE,Txn Ref 390663,Phone
TXN-726B3E39-E25,ACCT-7AA57FEC,1996-12-05,8150.12,DEBIT,Txn Ref 604594,ATM
TXN-6BD0F3E1-5EB,ACCT-8D3E0EE2,1985-09-14,9515.0,DEBIT,Txn Ref 172826,Branch
TXN-3E19DF1B-5DA,ACCT-3278386A,1997-12-10,-3385.91,DEBIT,Txn Ref 396323,Cheque
TXN-A011C1B5-63C,ACCT-4A213DAD,1997-12-15,-2273.77,FEE,Txn Ref 171729,ATM
TXN-9948A5F8-BFA,ACCT-12D5C891,1994-01-29,2414.47,TRANSFER,Txn Ref 881830,Cheque
TXN-636C05A1-C06,ACCT-1B27149E,1999-10-01,3437.11,DEBIT,Txn Ref 545193,Phone
TXN-AC0CCF6F-254,ACCT-1811C7EE,2002-04-22,4788.08,TRANSFER,Txn Ref 264759,Cheque
TXN-B4965282-5B9,ACCT-2CB30F33,1988-04-06,3433.19,FEE,Txn Ref 576281,Cheque
TXN-474EF4D8-600,ACCT-F76A247B,1986-04-07,2661.32,FEE,Txn Ref 833071,ATM
TXN-0995B2E2-41A,ACCT-ABBE9103,1997-12-27,1833.94,TRANSFER,Txn Ref 667377,Cheque
TXN-EB0DB7DD-469,ACCT-6FDD3B43,1992-07-10,8598.51,FEE,Txn Ref 819518,ATM
TXN-D1636D59-FFC,ACCT-E1EF5738,1996-01-02,698.77,TRANSFER,Txn Ref 630715,Branch
TXN-33A8B75D-FDF,ACCT-530AF644,1987-12-27,6167.21,CREDIT,Txn Ref 401192,Cheque
TXN-2B512172-327,ACCT-75A1D2C2,2002-03-08,7050.16,CREDIT,Txn Ref 535755,Phone
TXN-987EA8BE-C61,ACCT-A312B274,2005-06-07,3116.06,DEBIT,Txn Ref 857327,Cheque
TXN-4B5FA1DC-D9E,ACCT-AEA4CB94,1998-01-23,7151.19,DEBIT,Txn Ref 930708,Phone
TXN-13E55054-FAD,ACCT-856F1FB9,1987-04-26,3853.95,FEE,Txn Ref 617736,Phone
TXN-0694E229-B41,ACCT-C707935C,2005-01-01,5364.66,FEE,Txn Ref 902590,Cheque
TXN-3FC2D069-7F4,ACCT-BE9EAA4E,1999-07-16,8221.24,TRANSFER,Txn Ref 388436,Cheque
TXN-ADDF16E9-5DF,ACCT-459B7ADC,1986-07-29,8633.58,DEBIT,Txn Ref 349723,Branch
TXN-C532EE52-2C9,ACCT-26EBD866,1989-08-28,7503.29,DEBIT,Txn Ref 805269,ATM
TXN-7A68051C-4C1,ACCT-A11C1232,1988-08-26,-3065.18,FEE,Txn Ref 636360,Phone
TXN-AC1EF8A9-31A,ACCT-F792DA6E,1988-12-30,-1585.0,INTEREST,Txn Ref 101037,Phone
TXN-48B5CE12-B94,ACCT-BE9EAA4E,1997-10-13,-3407.35,FEE,Txn Ref 327058,ATM
TXN-A2156BAC-2D0,ACCT-6C0DA3EF,2000-02-06,-1120.95,TRANSFER,Txn Ref 480032,Branch
TXN-8838BF4E-DAF,ACCT-159A97EE,1989-01-19,5985.82,TRANSFER,Txn Ref 112240,Branch
TXN-1051F981-742,ACCT-513AA463,1986-04-12,235.63,DEBIT,Txn Ref 817502,Cheque
TXN-A47A2331-ADE,ACCT-F6DE4506,1992-08-25,2257.15,FEE,Txn Ref 316940,Phone
TXN-F0F1CD97-270,ACCT-9ED57846,1985-07-22,8249.12,CREDIT,Txn Ref 100967,Cheque
TXN-9C4E15D9-4FC,ACCT-A24A5F5F,1988-07-19,-567.98,FEE,Txn Ref 731109,ATM
TXN-B3022CB1-015,ACCT-1C949248,1994-01-13,7220.69,FEE,Txn Ref 379956,Cheque
TXN-4CFC3D99-472,ACCT-42EF57F9,1991-03-19,7260.6,TRANSFER,Txn Ref 291637,ATM
TXN-08B00B09-4BB,ACCT-9AAB377E,2004-06-28,7421.61,FEE,Txn Ref 893077,Phone
TXN-6170D50D-958,ACCT-A8722EB9,1994-12-04,1946.42,TRANSFER,Txn Ref 413790,ATM
TXN-87A6F921-3A4,ACCT-29631DA2,1990-11-23,749.43,CREDIT,Txn Ref 213185,Branch
TXN-420724CC-395,ACCT-4EEC1652,1992-07-28,3722.51,DEBIT,Txn Ref 675836,Phone
TXN-11A7466C-6D1,ACCT-23BDC527,2000-02-08,-3544.62,INTEREST,Txn Ref 707548,ATM
TXN-D5513EE0-9F6,ACCT-CC7DBA32,1991-07-24,282.02,TRANSFER,Txn Ref 404065,Phone
TXN-0FA7A809-7DC,ACCT-B5F6C96A,1999-05-30,2027.22,DEBIT,Txn Ref 576680,ATM
TXN-884CFF52-DF2,ACCT-5136EC4A,1999-11-17,-4214.14,TRANSFER,Txn Ref 200254,Phone
TXN-C2460DCB-CAC,ACCT-05EE4186,1989-09-17,8648.34,DEBIT,Txn Ref 664538,Cheque
TXN-6AB0AC88-0BF,ACCT-8619EDB1,1995-12-16,-1361.91,TRANSFER,Txn Ref 116612,Branch
TXN-4E55155E-4A7,ACCT-0798C49E,1993-10-15,-2447.43,DEBIT,Txn Ref 517222,Cheque
