Transaction_ID,Account_ID,Date,Amount,Type,Description,Channel
TXN-C3D74AB6-B25,ACCT-7CF7DAE8,1995-10-29,8156.43,DEBIT,Txn Ref 514413,Phone
TXN-33F8B32B-F04,ACCT-34686F73,1991-02-07,4478.16,INTEREST,Txn Ref 785247,Cheque
TXN-7E72FDBF-559,ACCT-B70E81BB,1985-03-06,4808.81,FEE,Txn Ref 845106,ATM
TXN-676DE03F-DE7,ACCT-C3697294,1989-01-21,-3830.92,TRANSFER,Txn Ref 429688,Phone
TXN-3A648F33-F44,ACCT-59B77B58,1995-11-16,7487.7,TRANSFER,Txn Ref 948571,Phone
TXN-36471010-414,ACCT-EB71A1E8,1996-01-31,2181.01,FEE,Txn Ref 923955,Phone
TXN-AD68783A-A78,ACCT-A6D8A5FB,2004-03-11,786.11,CREDIT,Txn Ref 160564,Phone
TXN-A27D0E83-66F,ACCT-D150D5E9,2004-10-29,5465.08,INTEREST,Txn Ref 104273,Cheque
TXN-45FBFF41-819,ACCT-97CDB5AD,2004-01-28,1796.49,TRANSFER,Txn Ref 233045,Cheque
TXN-0C95DF6A-B8C,ACCT-459B7ADC,1994-04-29,3193.26,INTEREST,Txn Ref 661721,Phone
TXN-FAAAB0AF-D22,ACCT-4D64A011,1991-02-17,5240.88,CREDIT,Txn Ref 617361,Cheque
TXN-56B616BD-601,ACCT-69358645,1998-11-07,4046.68,CREDIT,Txn Ref 847204,Branch
TXN-66B182C0-85C,ACCT-69358645,2003-05-23,4985.23,FEE,Txn Ref 478191,Branch
TXN-E501F163-E65,ACCT-5B418A28,1991-04-11,-3433.39,CREDIT,Txn Ref 907975,Phone
TXN-9680F751-2B7,ACCT-9B2FA3D2,1992-12-27,-3139.76,CREDIT,Txn Ref 283714,Branch
TXN-0AA54A57-B49,ACCT-F9E6CF26,2005-03-11,-699.88,CREDIT,Txn Ref 635783,Cheque
TXN-C0710969-237,ACCT-7C0F880C,2003-05-04,-2963.35,DEBIT,Txn Ref 672573,Branch
TXN-5DF492C5-421,ACCT-BE7FD1BD,2005-10-18,250.45,DEBIT,Txn Ref 362848,Phone
TXN-8D4D0BAC-123,ACCT-F792DA6E,1989-12-08,2545.78,INTEREST,Txn Ref 177712,ATM
TXN-1C0F41E7-77F,ACCT-9B2FA3D2,2002-08-12,7330.54,INTEREST,Txn Ref 282052,ATM
TXN-4EF48310-084,ACCT-3EB3C2E2,1992-10-19,6551.51,FEE,Txn Ref 131738,ATM
TXN-5525CF51-093,ACCT-7CB32E58,2002-09-25,6660.11,FEE,Txn Ref 392679,Cheque
TXN-340F9891-32B,ACCT-638B86B2,2005-02-06,7649.86,CREDIT,Txn Ref 879659,Branch
TXN-72FF6E1B-E37,ACCT-3A31C21A,1997-12-03,5406.77,CREDIT,Txn Ref 259257,Phone
TXN-A1321884-4F8,ACCT-20C877BC,1993-05-15,-29.65,FEE,Txn Ref 316681,Branch
TXN-5F5866A7-EE1,ACCT-8FDDCFCA,1993-10-08,4374.43,CREDIT,Txn Ref 704638,Phone
TXN-A934D6A0-7CA,ACCT-27DB4E5F,1989-11-09,622.74,FEE,Txn Ref 939897,ATM
TXN-C49FAC07-D9C,ACCT-27DB4E5F,1987-09-23,-1559.03,DEBIT,Txn Ref 235157,Cheque
TXN-4777BE42-059,ACCT-B00CC8FA,2004-02-04,8938.24,TRANSFER,Txn Ref 447036,Cheque
TXN-E60067D2-BE8,ACCT-DE77565E,2000-01-19,3210.76,CREDIT,Txn Ref 380888,ATM
TXN-F148B382-112,ACCT-CE444F1F,2000-05-06,-4349.87,FEE,Txn Ref 793985,Phone
TXN-4C08E3C5-1A8,ACCT-27DB4E5F,1995-01-11,-2920.65,INTEREST,Txn Ref 208489,Cheque
TXN-82759C05-EC1,ACCT-EE89BA7F,1990-11-15,4027.44,TRANSFER,Txn Ref 657582,Cheque
TXN-669B47E4-9FC,ACCT-302F500F,1988-05-06,-4374.6,TRANSFER,Txn Ref 316513,Branch
TXN-503381EA-5C3,ACCT-797362FE,1991-09-25,4307.49,DEBIT,Txn Ref 520916,Phone
TXN-4B00BDDB-05F,ACCT-A791956A,1997-01-31,5990.74,TRANSFER,Txn Ref 380336,Cheque
TXN-C6087697-2DD,ACCT-6408A5CF,1987-11-16,6593.54,CREDIT,Txn Ref 561834,ATM
TXN-7F3A26F2-65D,ACCT-062B7F07,2000-05-30,9879.44,DEBIT,Txn Ref 973396,ATM
TXN-9539926B-C3C,ACCT-D150D5E9,1992-12-27,8934.88,CREDIT,Txn Ref 284414,Phone
TXN-222EBCD7-0E0,ACCT-88E4E1DB,1986-10-07,-254.53,INTEREST,Txn Ref 958940,Branch
TXN-877F3523-DBE,ACCT-459B7ADC,1998-04-24,-3353.74,CREDIT,Txn Ref 269758,Cheque
TXN-E177B74F-D73,ACCT-6C135F65,1995-04-13,9345.74,TRANSFER,Txn Ref 715937,Branch
TXN-87F17F16-20C,ACCT-C9C43ED8,1998-01-14,-2390.16,TRANSFER,Txn Ref 598040,Cheque
TXN-3C04D273-C63,ACCT-A6D8A5FB,1985-02-15,3893.72,CREDIT,Txn Ref 978838,Phone
TXN-0F7F9139-3C6,ACCT-D725166E,2000-11-04,-4967.9,DEBIT,Txn Ref 781373,Phone
TXN-505663AB-3A3,ACCT-A003799A,1999-05-04,581.42,DEBIT,Txn Ref 319122,Branch
TXN-6DD1FE53-683,ACCT-92A44323,1989-09-01,-3985.6,TRANSFER,Txn Ref 391547,Phone
TXN-B49E238B-C77,ACCT-55D9D121,1988-08-27,2563.28,DEBIT,Txn Ref 285251,Branch
TXN-648C9140-1E7,ACCT-F7653352,2002-09-16,108.89,DEBIT,Txn Ref 291510,Phone
TXN-5E036C34-E45,ACCT-5D91B3F8,1991-06-19,-1543.28,INTEREST,Txn Ref 999675,Phone
