Transaction_ID,Account_ID,Date,Amount,Type,Description,Channel
TXN-FDC1E3E7-0CF,ACCT-C2FF4122,2005-04-10,8863.36,DEBIT,Txn Ref 260963,ATM
TXN-D6EC27A1-E7A,ACCT-1F3E47F9,1995-05-07,3386.86,CREDIT,Txn Ref 206743,Branch
TXN-A19E78C6-347,ACCT-6FDD3B43,1986-04-15,3802.48,INTEREST,Txn Ref 424128,Phone
TXN-A3411B4C-837,ACCT-6F8AC63E,1996-08-13,-1812.44,FEE,Txn Ref 382766,Phone
TXN-8D690F23-850,ACCT-0E3464A8,1993-09-07,6857.7,CREDIT,Txn Ref 895659,Branch
TXN-B311F20E-7F5,ACCT-F76A247B,1987-12-20,6075.32,CREDIT,Txn Ref 184490,Branch
TXN-F1415D6A-148,ACCT-2F75F9EB,1995-02-15,6776.38,CREDIT,Txn Ref 858140,Branch
TXN-FAE472CC-5BE,ACCT-4EEC1652,2002-04-10,2764.62,TRANSFER,Txn Ref 671567,ATM
TXN-7824342F-AC0,ACCT-856F1FB9,1996-09-08,2360.57,TRANSFER,Txn Ref 138708,Branch
TXN-62BD77B7-B0E,ACCT-8FDDCFCA,1991-01-04,5485.46,TRANSFER,Txn Ref 993270,Phone
TXN-8C5AEBA6-215,ACCT-B4DEC269,1985-12-12,7321.92,FEE,Txn Ref 284285,ATM
TXN-F2B0C6B7-490,ACCT-F0FDAF3E,1993-10-01,3985.58,FEE,Txn Ref 681955,ATM
TXN-DAED8EB4-9E3,ACCT-9311D736,1990-11-26,-2938.54,TRANSFER,Txn Ref 206682,Branch
TXN-F57D746D-D0F,ACCT-0E3464A8,1999-04-18,8094.81,INTEREST,Txn Ref 897201,Cheque
TXN-EA58CB5C-9A5,ACCT-6408A5CF,2005-07-12,1746.09,TRANSFER,Txn Ref 878751,Branch
TXN-AACE9647-BCB,ACCT-4A213DAD,1992-04-10,1354.78,DEBIT,Txn Ref 659888,ATM
TXN-9DAE4753-3AA,ACCT-7B9CDDFB,1997-07-25,7832.87,FEE,Txn Ref 815999,Phone
TXN-EFFC38D0-375,ACCT-7AA57FEC,2003-08-14,-2681.59,FEE,Txn Ref 561169,Cheque
TXN-DF7F639E-9A2,ACCT-19A9BE55,1985-05-21,5372.74,INTEREST,Txn Ref 992884,Phone
TXN-698D14A6-9BE,ACCT-40F1B8D0,1992-05-10,6521.23,TRANSFER,Txn Ref 112744,Phone
TXN-0DEA8680-6A3,ACCT-EBAFC006,2002-04-04,-2709.7,CREDIT,Txn Ref 627337,ATM
TXN-D13A24AF-996,ACCT-FEE8FF51,1986-02-27,-1724.97,TRANSFER,Txn Ref 195438,Phone
TXN-134B4068-174,ACCT-883AF8D2,1992-08-02,7857.26,CREDIT,Txn Ref 515825,ATM
TXN-1FCF543E-AD3,ACCT-6F8AC63E,2004-07-15,5251.5,CREDIT,Txn Ref 237953,ATM
TXN-B759DC8F-1BA,ACCT-122A2B34,1993-12-24,9794.28,INTEREST,Txn Ref 362314,Phone
TXN-A68BEE86-C6B,ACCT-B04D8CFF,1987-09-27,2043.15,CREDIT,Txn Ref 176448,Branch
TXN-85B7B144-D68,ACCT-BBB6E873,2000-05-11,-493.56,INTEREST,Txn Ref 544841,Branch
TXN-80934FB9-5AF,ACCT-F9E6CF26,1985-06-16,4943.05,CREDIT,Txn Ref 294186,ATM
TXN-D2A14EF0-20E,ACCT-8EE28566,2005-06-06,-1276.12,CREDIT,Txn Ref 638066,Phone
TXN-C3A22401-866,ACCT-1B27149E,2004-04-11,6001.22,DEBIT,Txn Ref 296854,ATM
TXN-7B15639B-654,ACCT-D725166E,1995-04-16,5401.05,DEBIT,Txn Ref 349980,ATM
TXN-6FD863EA-D14,ACCT-C29D005E,1990-12-10,7646.92,DEBIT,Txn Ref 844838,Phone
TXN-436D0375-CFD,ACCT-6B935ED4,1995-04-20,6774.93,INTEREST,Txn Ref 739838,ATM
TXN-C4AAAB3C-403,ACCT-03F22154,2000-04-25,9406.97,FEE,Txn Ref 861385,ATM
TXN-933FF118-B1F,ACCT-1522A9EE,1991-11-23,-2211.42,DEBIT,Txn Ref 506729,Cheque
TXN-25051BCC-D86,ACCT-7579C137,2001-06-27,1069.09,DEBIT,Txn Ref 522360,ATM
TXN-CD30F35C-498,ACCT-5FCC23D6,1985-08-24,-1023.72,CREDIT,Txn Ref 649497,Phone
TXN-39266430-FCD,ACCT-422051F0,2005-06-16,-4496.99,INTEREST,Txn Ref 752065,ATM
TXN-09795ED4-437,ACCT-D9996D67,2001-10-28,-3176.19,DEBIT,Txn Ref 902990,Cheque
TXN-9A34B3D7-3C3,ACCT-379C4835,1992-05-17,-4565.23,FEE,Txn Ref 336959,Phone
TXN-7930B06F-E2F,ACCT-7B112E11,1997-03-12,-2032.41,DEBIT,Txn Ref 371350,Cheque
TXN-9D71C802-439,ACCT-66CF023E,2000-08-04,164.43,INTEREST,Txn Ref 530970,Cheque
TXN-96E63D3E-99A,ACCT-F76A247B,1989-06-26,4945.98,CREDIT,Txn Ref 961731,Phone
TXN-DCE74C34-509,ACCT-2C7EFFC6,1997-05-26,7385.58,INTEREST,Txn Ref 592751,Phone
TXN-453DDBD2-BEC,ACCT-75A1D2C2,1986-10-21,905.35,DEBIT,Txn Ref 388411,ATM
TXN-69E2AC1A-14F,ACCT-B5F6C96A,1989-08-19,593.48,DEBIT,Txn Ref 742011,Phone
TXN-F1FE43BA-62D,ACCT-3278386A,1991-02-20,9846.49,INTEREST,Txn Ref 102124,Branch
