Transaction_ID,Account_ID,Date,Amount,Type,Description,Channel
TXN-C71E398E-12D,ACCT-03F22154,1988-03-03,1521.6,DEBIT,Txn Ref 658605,Branch
TXN-229DB4B9-282,ACCT-03ED89A8,2002-04-09,-2062.52,TRANSFER,Txn Ref 587196,Branch
TXN-10733257-26D,ACCT-AE7FE32C,2005-02-07,-1822.35,DEBIT,Txn Ref 538219,ATM
TXN-23CBE64F-2F6,ACCT-58E6E48A,1996-12-30,-2048.94,CREDIT,Txn Ref 839754,Phone
TXN-0D34CDC2-71D,ACCT-A24A5F5F,1992-06-01,-3799.92,INTEREST,Txn Ref 437326,ATM
TXN-C3340CC6-99F,ACCT-6DF3CFA4,1999-01-05,9987.8,DEBIT,Txn Ref 506909,Branch
TXN-46FD84D9-84B,ACCT-F6DE4506,2003-08-26,3121.13,CREDIT,Txn Ref 924418,Branch
TXN-C8327039-345,ACCT-F6DE4506,1987-03-11,8472.48,FEE,Txn Ref 900916,Branch
TXN-56F143A7-E3A,ACCT-EFA8A2F8,1986-04-17,9323.76,CREDIT,Txn Ref 460965,Phone
TXN-73B18A37-4B3,ACCT-40F1B8D0,1991-11-28,7993.16,INTEREST,Txn Ref 908742,Branch
TXN-190ACCC9-F35,ACCT-5E1679F9,1999-08-21,3134.81,TRANSFER,Txn Ref 274327,Branch
TXN-10648C68-CA6,ACCT-87E64748,1995-01-15,7872.56,TRANSFER,Txn Ref 826981,Cheque
TXN-4F14D2C7-249,ACCT-897D1537,2003-06-17,3460.53,TRANSFER,Txn Ref 559862,Cheque
TXN-66C04294-EDE,ACCT-BE9EAA4E,2003-03-13,7520.7,FEE,Txn Ref 734736,Cheque
TXN-52B8D4D0-ABA,ACCT-7CF7DAE8,1995-10-08,-4362.43,TRANSFER,Txn Ref 456118,Branch
TXN-4571DD6D-990,ACCT-122A2B34,1994-07-11,1907.23,FEE,Txn Ref 633157,Branch
TXN-F6BA1BCF-674,ACCT-459B7ADC,1998-09-08,-4128.29,INTEREST,Txn Ref 844108,Branch
TXN-E9D87AA0-D28,ACCT-41D1E447,1996-05-17,8018.53,INTEREST,Txn Ref 908345,Phone
TXN-1E5255DD-AE8,ACCT-4EEC1652,1992-04-03,6258.77,INTEREST,Txn Ref 163206,Branch
TXN-9BFF19D8-D06,ACCT-751A0340,1988-02-10,4512.92,FEE,Txn Ref 398637,Phone
TXN-2C3DE5D9-DFB,ACCT-37963DBB,1999-08-08,1281.65,INTEREST,Txn Ref 136527,Phone
TXN-09A81562-65D,ACCT-F6DE4506,1999-11-26,4835.43,CREDIT,Txn Ref 519636,Phone
TXN-817520C5-7CD,ACCT-CC0F8A12,2005-01-13,-2429.54,INTEREST,Txn Ref 241676,Phone
TXN-5DBC2920-835,ACCT-A285A56D,1992-03-11,3432.56,INTEREST,Txn Ref 642760,Branch
TXN-A1487369-6C6,ACCT-4EEC1652,2003-07-25,7514.48,TRANSFER,Txn Ref 295518,Phone
TXN-DDEBDCD9-B09,ACCT-A24A5F5F,2005-10-11,1265.41,FEE,Txn Ref 922227,ATM
TXN-C931A296-848,ACCT-530AF644,2002-03-17,5785.94,INTEREST,Txn Ref 522971,Cheque
TXN-3A08B5D0-436,ACCT-F393062C,1985-05-12,-1778.4,FEE,Txn Ref 984604,Cheque
TXN-D7431E4A-F91,ACCT-B391FEA8,2001-10-23,154.48,CREDIT,Txn Ref 484439,Cheque
TXN-89D380C0-09A,ACCT-2F555CFE,1998-09-05,1103.03,CREDIT,Txn Ref 603886,Phone
TXN-846DD594-7B1,ACCT-F9E6CF26,1997-01-22,2845.79,DEBIT,Txn Ref 144990,ATM
TXN-B7ED25C4-460,ACCT-2F477C35,2000-01-28,-3789.67,DEBIT,Txn Ref 795222,Branch
TXN-8E459037-A6D,ACCT-85B122A4,1996-01-19,2464.57,INTEREST,Txn Ref 205647,Branch
TXN-CE10AA9F-756,ACCT-CF0ADCA9,2001-11-21,-565.58,CREDIT,Txn Ref 142232,ATM
TXN-3A75C95E-9D1,ACCT-D96EBFE9,2000-03-22,-118.26,CREDIT,Txn Ref 271561,ATM
TXN-83B2A40E-A55,ACCT-556AF053,1989-05-06,3408.97,FEE,Txn Ref 284222,Phone
TXN-FFC6EA67-691,ACCT-938EEC12,1989-05-31,2739.78,TRANSFER,Txn Ref 434657,ATM
TXN-C489AE7F-56A,ACCT-C49B7D10,2004-12-16,-4177.41,TRANSFER,Txn Ref 157022,ATM
TXN-321C01C5-7BE,ACCT-66CF023E,1989-05-20,1546.2,TRANSFER,Txn Ref 135496,Phone
TXN-38CC1D7A-BFE,ACCT-A4C7F705,1996-07-07,-2771.96,DEBIT,Txn Ref 995130,Branch
TXN-FBEB06C7-15B,ACCT-229E87F6,2005-07-12,7482.64,INTEREST,Txn Ref 789697,Phone
TXN-EFB52200-D87,ACCT-856F1FB9,2005-12-12,-3513.55,DEBIT,Txn Ref 599935,Phone
TXN-5EDE492B-2CA,ACCT-BBB6E873,2002-03-24,6429.5,TRANSFER,Txn Ref 815170,Cheque
TXN-28E821DA-C24,ACCT-A24A5F5F,1992-12-22,4676.1,FEE,Txn Ref 106726,Cheque
TXN-AD75843F-0BB,ACCT-778BF1C5,1995-04-23,9398.68,FEE,Txn Ref 771646,ATM
TXN-ACF99B85-724,ACCT-EC4B105F,1994-12-22,786.8,TRANSFER,Txn Ref 319939,Phone
TXN-2E2A3451-EFC,ACCT-10EDB0A0,1994-01-20,1436.65,FEE,Txn Ref 351663,Cheque
TXN-63B7D7DC-CC5,ACCT-7B112E11,1994-07-18,1768.88,FEE,Txn Ref 453721,Branch
TXN-AA2943A1-0D6,ACCT-DD69E448,1996-10-12,7796.62,DEBIT,Txn Ref 277613,Cheque
TXN-EB9B06BE-0B6,ACCT-6DC42329,1999-01-03,8547.26,INTEREST,Txn Ref 382863,ATM
