Transaction_ID,Account_ID,Date,Amount,Type,Description,Channel
TXN-085C8937-742,ACCT-6105520C,1993-02-27,-706.29,DEBIT,Txn Ref 475166,Cheque
TXN-8D5BC456-F1E,ACCT-BA75F92D,1997-02-13,5788.98,TRANSFER,Txn Ref 696111,Branch
TXN-FE90E3E8-D8F,ACCT-4CAA4869,1998-11-17,8639.11,CREDIT,Txn Ref 849605,Phone
TXN-2BE85421-3EA,ACCT-15526E33,2000-08-02,-60.31,FEE,Txn Ref 326597,Phone
TXN-B900CA96-BAD,ACCT-22FEFA35,1986-06-24,1741.13,TRANSFER,Txn Ref 212848,ATM
TXN-E2044C8D-15D,ACCT-81DE7FBE,2001-09-08,-3253.5,CREDIT,Txn Ref 252608,Branch
TXN-AADF6602-AB4,ACCT-772A6AF3,1994-08-25,9292.43,DEBIT,Txn Ref 627137,ATM
TXN-FD68F91C-22E,ACCT-4EA10333,1994-02-24,8309.73,INTEREST,Txn Ref 370316,Branch
TXN-DF06D2FF-DD2,ACCT-EA7D87F3,1996-09-26,7136.05,INTEREST,Txn Ref 970690,Cheque
TXN-E1C81463-124,ACCT-7A7B4F20,1991-07-08,976.36,INTEREST,Txn Ref 517243,Cheque
TXN-E5EC3378-F9B,ACCT-772A6AF3,1987-08-19,-4898.89,CREDIT,Txn Ref 330659,ATM
TXN-871BA9D1-42A,ACCT-BC34F986,1985-12-05,-695.63,TRANSFER,Txn Ref 288724,ATM
TXN-D575088B-13A,ACCT-73B908B9,2001-08-02,-2819.07,INTEREST,Txn Ref 529255,Phone
TXN-A76DBC77-78B,ACCT-620F9574,2005-02-12,5517.79,DEBIT,Txn Ref 743031,ATM
TXN-A1C2B448-F9D,ACCT-44CF8922,1987-01-30,-1117.21,FEE,Txn Ref 132480,Cheque
TXN-78C2DE7C-4CA,ACCT-4F58811C,1994-04-21,1147.6,DEBIT,Txn Ref 377199,ATM
TXN-F47D23E3-2C2,ACCT-C82E4905,1991-04-07,-2336.2,FEE,Txn Ref 571671,Cheque
TXN-CA0A5A77-253,ACCT-84B1575F,2000-02-03,9835.21,DEBIT,Txn Ref 919022,ATM
TXN-E42E8F57-59F,ACCT-A0FE3FFC,1994-04-12,2331.09,FEE,Txn Ref 481447,Cheque
TXN-CBBE5B9C-673,ACCT-84B1575F,2002-07-28,-1593.0,FEE,Txn Ref 975678,ATM
TXN-04A1750B-C07,ACCT-2687822F,2002-03-12,1150.04,FEE,Txn Ref 821981,Branch
TXN-A3066512-5E7,ACCT-AA949301,2003-04-25,-3852.59,FEE,Txn Ref 570254,Branch
TXN-D86A9ECA-D33,ACCT-51F981DC,1993-05-26,1330.52,FEE,Txn Ref 670554,ATM
TXN-B5F0EFF7-A03,ACCT-BC7D7876,1994-06-19,-3430.83,CREDIT,Txn Ref 411305,Branch
TXN-BE46915B-6FF,ACCT-236F0419,1989-07-12,-1732.88,CREDIT,Txn Ref 260913,Branch
TXN-B1413FC0-A4D,ACCT-44CF8922,1998-05-19,-399.52,FEE,Txn Ref 666002,Branch
TXN-F6299C43-C8E,ACCT-034758FF,1997-02-27,-2014.01,DEBIT,Txn Ref 295561,Branch
TXN-9CF13101-B39,ACCT-507EA517,1998-06-13,1712.7,TRANSFER,Txn Ref 628365,Phone
TXN-43453943-D53,ACCT-52A37A8A,1999-01-06,8541.14,INTEREST,Txn Ref 724069,Cheque
TXN-1E38C17B-136,ACCT-9C294C27,1996-12-15,-1009.89,INTEREST,Txn Ref 591648,ATM
TXN-1153F3CF-A49,ACCT-7ED6311C,1986-04-18,1447.01,DEBIT,Txn Ref 571515,Branch
TXN-0299C9D1-D32,ACCT-10C9F742,2003-02-02,4629.27,DEBIT,Txn Ref 662554,Phone
TXN-0F9B994B-885,ACCT-44092426,1998-06-10,4855.41,INTEREST,Txn Ref 572479,Cheque
TXN-AC17A605-DF7,ACCT-21982338,1990-05-14,6705.61,DEBIT,Txn Ref 741214,Branch
TXN-E6FEC721-A87,ACCT-94187B4D,1993-12-30,6232.22,INTEREST,Txn Ref 855761,ATM
TXN-901C3E42-369,ACCT-E1FDA749,1986-01-20,-4153.5,FEE,Txn Ref 252942,Branch
TXN-8886E528-B3A,ACCT-F765A8AE,2002-08-19,4326.0,CREDIT,Txn Ref 637164,Branch
TXN-8121F4BB-0A7,ACCT-9A73D96E,2005-10-11,9647.6,INTEREST,Txn Ref 911671,ATM
TXN-57392C4C-588,ACCT-1AB4589A,2001-11-12,5756.91,FEE,Txn Ref 141295,Cheque
TXN-A27232C8-CE2,ACCT-CAB2BCE6,2005-12-08,2920.54,DEBIT,Txn Ref 132401,Phone
TXN-4CA204EF-211,ACCT-D12BBE7F,2003-11-05,1848.14,CREDIT,Txn Ref 867602,ATM
TXN-37945BC2-6B3,ACCT-1F43E0B2,1995-02-14,922.37,DEBIT,Txn Ref 665061,Branch
TXN-D41B493F-8B2,ACCT-BF591D7F,1996-06-08,9375.94,INTEREST,Txn Ref 803194,Cheque
TXN-8308A88C-BBD,ACCT-C226D6CC,1996-01-02,2153.41,CREDIT,Txn Ref 636048,Branch
TXN-D54B4216-EE0,ACCT-620F9574,1991-12-16,2608.3,INTEREST,Txn Ref 219029,Cheque
TXN-4294CAFE-7AE,ACCT-E8FF82FE,1991-09-19,9326.49,INTEREST,Txn Ref 218317,Cheque
TXN-19F776AA-070,ACCT-1628A92B,1994-10-24,5122.98,CREDIT,Txn Ref 964750,ATM
TXN-A9EF2ADB-C7E,ACCT-1BA010B8,2002-08-16,462.09,CREDIT,Txn Ref 874034,Phone
TXN-9C451064-CAF,ACCT-632F9972,1989-12-29,-1104.96,CREDIT,Txn Ref 527969,Branch
TXN-8791BE81-B58,ACCT-44CF8922,1992-07-10,3264.36,TRANSFER,Txn Ref 243086,Phone
