Transaction_ID,Account_ID,Date,Amount,Type,Description,Channel
TXN-D3B6DD8B-7E9,ACCT-F451CBE7,1992-01-24,8830.56,INTEREST,Txn Ref 832134,Branch
TXN-6FC118C7-A02,ACCT-84B1575F,1993-03-26,4005.69,FEE,Txn Ref 624722,ATM
TXN-28C63AE8-D3F,ACCT-401EF0C9,2001-06-04,-2413.13,FEE,Txn Ref 848305,Branch
TXN-7C6A23A9-1D5,ACCT-9D9BB3D4,1996-11-03,642.34,CREDIT,Txn Ref 203459,Phone
TXN-1A90CF15-7A3,ACCT-31388B00,1996-08-29,-997.3,DEBIT,Txn Ref 962851,ATM
TXN-7600AABA-CF5,ACCT-1F9CC53E,1993-10-07,-1920.1,TRANSFER,Txn Ref 478774,ATM
TXN-890FDB18-C94,ACCT-66063832,1988-01-18,841.53,INTEREST,Txn Ref 103043,ATM
TXN-183AE099-139,ACCT-815D9863,1992-07-10,-2092.4,CREDIT,Txn Ref 265937,Phone
TXN-4E460173-EE4,ACCT-1BBF2161,1991-01-22,-1429.14,CREDIT,Txn Ref 290016,Branch
TXN-589607AE-D4D,ACCT-BC7D7876,1993-12-21,9981.75,TRANSFER,Txn Ref 319921,Branch
TXN-B857C9DB-9DF,ACCT-2CFC4D84,2003-07-13,4132.26,DEBIT,Txn Ref 389904,ATM
TXN-1A53392C-ED1,ACCT-72A7C21B,1996-09-07,2727.19,DEBIT,Txn Ref 956793,Branch
TXN-0C015041-915,ACCT-1BA010B8,1995-11-08,981.33,INTEREST,Txn Ref 936861,Cheque
TXN-5889DEDA-E8A,ACCT-D20A6239,2002-04-06,8170.75,INTEREST,Txn Ref 504343,Branch
TXN-528C32E6-109,ACCT-23867BA9,1995-11-04,4135.67,CREDIT,Txn Ref 424103,Cheque
TXN-7FE6FB70-D22,ACCT-1266833C,1987-05-25,-717.24,DEBIT,Txn Ref 762810,Phone
TXN-A3019C9A-A09,ACCT-44092426,1993-03-14,6989.41,TRANSFER,Txn Ref 903155,Cheque
TXN-6A34FD88-51C,ACCT-2FA05C43,2003-09-28,-4186.98,CREDIT,Txn Ref 518147,Cheque
TXN-5D27241C-F8A,ACCT-49D26B65,1988-09-06,2730.63,TRANSFER,Txn Ref 229029,Cheque
TXN-DFDAF991-EAD,ACCT-ECF97DA1,2003-03-03,1168.1,CREDIT,Txn Ref 432721,Phone
TXN-2FF593AE-136,ACCT-CE6FD28C,1988-03-06,1597.61,TRANSFER,Txn Ref 476325,ATM
TXN-90D56BB5-D43,ACCT-72D0940A,1991-09-16,-2472.16,DEBIT,Txn Ref 550365,Phone
TXN-C46B510D-93E,ACCT-72C3041C,1985-02-02,1796.67,INTEREST,Txn Ref 127021,ATM
