Transaction_ID,Account_ID,Date,Amount,Type,Description,Channel
TXN-F8A6A9C8-019,ACCT-4BE5A5AF,1989-07-28,4923.31,FEE,Txn Ref 314718,Branch
TXN-033DB06A-81F,ACCT-F3F61DE7,1991-11-15,1789.12,CREDIT,Txn Ref 347097,Branch
TXN-599B45CE-28F,ACCT-EA7D87F3,1998-10-19,-3261.71,DEBIT,Txn Ref 127762,Phone
TXN-3264116B-F53,ACCT-31388B00,1992-02-01,-1975.88,TRANSFER,Txn Ref 998206,Branch
TXN-E5D64579-FA9,ACCT-1C60A149,2001-06-20,4364.66,INTEREST,Txn Ref 900185,Cheque
TXN-51FA0895-659,ACCT-E8BF4A8E,1989-10-13,6187.32,DEBIT,Txn Ref 448739,Phone
TXN-C72FE087-0CB,ACCT-705785F4,1987-04-12,-3589.54,TRANSFER,Txn Ref 645107,ATM
TXN-BF11869B-92F,ACCT-D1200474,1987-05-13,-922.52,FEE,Txn Ref 143287,Branch
TXN-4BC2E888-99D,ACCT-9822A906,2000-01-22,7658.2,CREDIT,Txn Ref 157848,Cheque
TXN-0C394B53-66D,ACCT-7A6E45A6,2002-09-26,628.36,DEBIT,Txn Ref 270212,Cheque
TXN-09C8DC02-CDB,ACCT-705785F4,2005-07-27,9185.22,INTEREST,Txn Ref 283459,Cheque
TXN-7BC39BE7-DCA,ACCT-8C49147F,1985-11-04,4052.82,FEE,Txn Ref 493767,Phone
TXN-E3F29879-A2B,ACCT-FDDA8A5C,1985-02-25,1572.11,DEBIT,Txn Ref 360490,Phone
TXN-CF0C7F16-496,ACCT-4737F6E8,1988-08-05,687.69,TRANSFER,Txn Ref 696099,Cheque
TXN-13FD92AB-027,ACCT-9C30C814,2003-05-24,9455.03,FEE,Txn Ref 507246,Branch
TXN-1ADBAB63-19C,ACCT-58E090BB,2004-06-01,176.73,DEBIT,Txn Ref 602774,Branch
TXN-4728605C-77A,ACCT-79E6D1D6,2004-01-14,1798.51,TRANSFER,Txn Ref 941492,Cheque
TXN-1F66BA4A-938,ACCT-FE24E278,1993-12-30,-1691.8,CREDIT,Txn Ref 722596,Branch
TXN-97D5FA4C-4D1,ACCT-1A56616A,1995-01-28,4759.24,INTEREST,Txn Ref 342389,Phone
TXN-D8DE0FD2-52C,ACCT-127C09DC,1988-12-19,-2432.21,CREDIT,Txn Ref 173087,Branch
TXN-8E0BF382-ECA,ACCT-52A37A8A,1996-06-12,-1554.28,TRANSFER,Txn Ref 144312,ATM
