Transaction_ID,Account_ID,Date,Amount,Type,Description,Channel
TXN-863098F1-443,ACCT-BE4D3228,1988-01-25,-3158.54,CREDIT,Txn Ref 843793,Branch
TXN-5C02F78D-CCD,ACCT-55BC035D,1999-04-17,7922.62,TRANSFER,Txn Ref 910434,ATM
TXN-FC8B6B85-391,ACCT-44A58174,1989-09-05,-1872.17,FEE,Txn Ref 198974,ATM
TXN-5449614C-054,ACCT-FDDA8A5C,1989-03-04,7766.83,INTEREST,Txn Ref 956210,Phone
TXN-0FC6D674-AE8,ACCT-CCBB1FF6,2002-08-01,4972.89,CREDIT,Txn Ref 526440,Phone
TXN-BD2FC614-7A6,ACCT-72A7C21B,1989-08-06,6209.4,TRANSFER,Txn Ref 872629,ATM
TXN-572D02B8-D26,ACCT-8946712E,1996-01-09,1534.01,CREDIT,Txn Ref 795798,Branch
TXN-7CEF3B07-936,ACCT-58E090BB,1992-05-19,6682.24,DEBIT,Txn Ref 979503,Branch
TXN-2205FAAC-0DB,ACCT-44A58174,2004-12-31,9864.15,TRANSFER,Txn Ref 632830,Cheque
TXN-E0AF37FB-D72,ACCT-96F09E57,1991-12-31,7907.68,TRANSFER,Txn Ref 830040,ATM
TXN-250A16D7-2AF,ACCT-1803CA02,1991-09-10,237.59,TRANSFER,Txn Ref 122753,Branch
TXN-44A345D1-FA8,ACCT-7D8AD279,2003-01-06,-1355.09,CREDIT,Txn Ref 811083,Cheque
TXN-9632A08C-782,ACCT-349DBA6C,1995-12-23,6803.38,TRANSFER,Txn Ref 509218,ATM
TXN-18982F9F-C7A,ACCT-D12BBE7F,1998-03-30,4553.28,FEE,Txn Ref 190497,Branch
TXN-6B0ADAEE-742,ACCT-7A9984C3,2002-04-11,1397.61,DEBIT,Txn Ref 479132,Phone
TXN-C9D3CA27-6D1,ACCT-704C22E1,1991-04-09,7340.06,FEE,Txn Ref 524796,Branch
TXN-3F7A2443-994,ACCT-81DE7FBE,1995-08-13,-2986.2,CREDIT,Txn Ref 668357,Branch
TXN-180C1DC0-329,ACCT-084919F9,2000-09-11,9101.77,TRANSFER,Txn Ref 112929,Cheque
TXN-394E1530-C4E,ACCT-4B4EF786,2004-09-06,9012.34,INTEREST,Txn Ref 827123,Cheque
TXN-996450F5-A62,ACCT-2FBE6FCE,2001-02-13,225.8,INTEREST,Txn Ref 353033,Phone
TXN-79C59B6C-F8F,ACCT-2CFC4D84,2002-04-04,6925.91,INTEREST,Txn Ref 443791,Phone
TXN-0C080117-FF9,ACCT-F111D64A,1989-04-30,6512.12,DEBIT,Txn Ref 958411,ATM
TXN-D091EB32-D00,ACCT-44092426,1995-02-16,9939.73,TRANSFER,Txn Ref 793489,Branch
TXN-58C127DD-3D7,ACCT-972FFFDC,1993-08-07,-2343.0,CREDIT,Txn Ref 607426,Phone
TXN-B1DD4793-16C,ACCT-E333A31C,2002-10-12,6944.41,INTEREST,Txn Ref 237417,Branch
TXN-90F757A5-913,ACCT-1F853B5C,1995-09-27,9147.55,CREDIT,Txn Ref 124233,Branch
