Transaction_ID,Account_ID,Date,Amount,Type,Description,Channel
TXN-E0F91784-58B,ACCT-1A58E2AD,1993-02-08,4670.33,CREDIT,Txn Ref 120654,Phone
TXN-9901363A-90D,ACCT-7BF1DF91,2005-09-07,1226.21,DEBIT,Txn Ref 644809,ATM
TXN-229FAC72-F88,ACCT-B81DB367,1991-06-19,5928.81,CREDIT,Txn Ref 569905,Branch
TXN-408A762C-EB2,ACCT-749A22DD,1995-09-01,1179.12,FEE,Txn Ref 929425,Branch
TXN-B7183159-522,ACCT-B0D3E920,2001-11-05,-1803.73,INTEREST,Txn Ref 389164,Branch
TXN-1E975BD7-10F,ACCT-E0830C78,1985-07-09,-4577.67,TRANSFER,Txn Ref 577874,Cheque
TXN-51F249CE-A7F,ACCT-D81EAD93,1987-12-17,2115.31,DEBIT,Txn Ref 843365,Phone
TXN-D5A7D6D1-B94,ACCT-C6F33FEE,2001-12-09,-535.89,FEE,Txn Ref 177158,Phone
TXN-1ABC3AD7-7E7,ACCT-DB1937F9,1997-03-02,-3156.11,FEE,Txn Ref 525064,Branch
TXN-DFBA5DB7-E87,ACCT-B6E35E92,1988-10-04,-2276.77,CREDIT,Txn Ref 376998,ATM
TXN-592DDCF4-A75,ACCT-A4A5B32D,1990-02-04,1472.57,DEBIT,Txn Ref 716042,Phone
TXN-F4B7CA0E-EFB,ACCT-F15B066E,1998-08-18,-2503.1,INTEREST,Txn Ref 649986,ATM
TXN-0AC15ADB-461,ACCT-47324402,1995-02-01,-1069.48,CREDIT,Txn Ref 214406,Branch
TXN-3E4FD184-94D,ACCT-6EB1BF00,1991-11-21,8479.8,FEE,Txn Ref 597686,Cheque
TXN-73530853-762,ACCT-5162438E,1986-02-17,6500.75,INTEREST,Txn Ref 177123,Cheque
TXN-16D0F71C-E19,ACCT-6519330D,2001-07-02,2724.41,INTEREST,Txn Ref 931809,Cheque
TXN-FB8C7859-152,ACCT-A91CCB43,1996-05-05,9284.91,TRANSFER,Txn Ref 137859,Branch
TXN-D6892A21-4C6,ACCT-C776D0D9,1986-05-26,-2456.05,DEBIT,Txn Ref 981694,Phone
TXN-994176CA-C9D,ACCT-FA809101,1987-10-19,8194.51,INTEREST,Txn Ref 335248,ATM
TXN-7068A518-AED,ACCT-5162438E,1988-10-03,5274.04,INTEREST,Txn Ref 440801,ATM
TXN-098B0D3C-220,ACCT-D2D6F669,2003-09-11,8049.96,INTEREST,Txn Ref 519463,ATM
TXN-8BECBB11-72B,ACCT-10B550DE,1988-12-08,8921.03,DEBIT,Txn Ref 586962,Phone
TXN-56EEB320-B02,ACCT-BC0F6497,1998-06-02,-2202.57,DEBIT,Txn Ref 310005,ATM
TXN-C189F1CD-5FA,ACCT-6AF92DC0,1988-11-28,7937.09,TRANSFER,Txn Ref 434248,Cheque
TXN-8C46425B-A10,ACCT-D9A0BBAF,2000-05-26,1465.81,DEBIT,Txn Ref 253858,Cheque
TXN-BC9D0FCF-8E1,ACCT-E8F570ED,1999-09-08,321.71,TRANSFER,Txn Ref 533949,ATM
TXN-3B7070A5-F9F,ACCT-6519330D,1985-07-27,9795.47,CREDIT,Txn Ref 410970,Branch
TXN-F68DAC6A-051,ACCT-F889ACB2,1985-09-30,-1918.18,DEBIT,Txn Ref 884360,Branch
TXN-F7BE3123-E71,ACCT-86DAC815,2001-10-14,1234.22,FEE,Txn Ref 864984,Branch
TXN-87DEE06E-049,ACCT-5D52E10D,2001-09-26,2004.6,TRANSFER,Txn Ref 322159,Branch
TXN-D9EA65C9-13B,ACCT-1A58E2AD,1996-09-02,4790.4,DEBIT,Txn Ref 499111,Phone
TXN-55589474-4C7,ACCT-CBD36EB5,1987-02-20,-4638.09,FEE,Txn Ref 860101,Phone
TXN-16E63417-407,ACCT-FC2D81F7,1998-06-14,-1293.56,DEBIT,Txn Ref 613345,Cheque
TXN-9F20776C-933,ACCT-A7FAAFB6,1988-10-10,-585.67,INTEREST,Txn Ref 232205,ATM
TXN-67C65202-3A2,ACCT-857E0AE5,2000-01-05,5150.9,CREDIT,Txn Ref 754189,Phone
TXN-73339E84-229,ACCT-86DAC815,1987-08-11,7924.24,DEBIT,Txn Ref 222583,Cheque
TXN-E83E5BAD-4CD,ACCT-FC64A3CB,1985-06-14,-1704.82,TRANSFER,Txn Ref 399659,ATM
TXN-8DCD7278-AC8,ACCT-A7FAAFB6,1994-03-14,9076.77,DEBIT,Txn Ref 404717,Phone
TXN-0BEBCC7C-099,ACCT-464AF822,1989-04-25,-3584.27,FEE,Txn Ref 873775,ATM
TXN-B318A581-6C0,ACCT-2B9FFD74,1985-03-30,8648.14,FEE,Txn Ref 235556,Branch
TXN-F2AF6C5C-D25,ACCT-5E840F0D,2003-05-24,5664.72,DEBIT,Txn Ref 171625,Phone
TXN-4E274AC1-1CD,ACCT-AD874A57,1990-05-17,-2174.99,TRANSFER,Txn Ref 751718,Phone
TXN-CA6F2763-AA6,ACCT-E0830C78,2001-01-18,-3385.93,TRANSFER,Txn Ref 833413,Cheque
TXN-3F34CEE0-E4C,ACCT-681B5747,1986-05-14,9044.42,INTEREST,Txn Ref 695251,Cheque
TXN-E18A0F95-B2E,ACCT-9CE03552,2003-02-18,6656.17,CREDIT,Txn Ref 124876,Cheque
TXN-DFC6CD61-CAB,ACCT-D9A0BBAF,2002-11-18,9949.56,DEBIT,Txn Ref 276791,ATM
TXN-6A16EA68-11F,ACCT-2B9FFD74,1995-03-02,-4616.68,CREDIT,Txn Ref 585922,Cheque
TXN-2AAB57FC-D80,ACCT-70E1DFB3,2003-10-29,412.0,FEE,Txn Ref 193611,Branch
TXN-AC21854C-1C9,ACCT-6CBA58A7,1991-08-01,6569.9,CREDIT,Txn Ref 975629,Cheque
TXN-091ADC26-B75,ACCT-3EB4EDD5,2001-06-02,7322.91,INTEREST,Txn Ref 675501,Cheque
