Transaction_ID,Account_ID,Date,Amount,Type,Description,Channel
TXN-94F8305D-291,ACCT-94D1FD4B,1989-08-16,5321.13,DEBIT,Txn Ref 511658,Cheque
TXN-37B8B212-38C,ACCT-D2D0ABC9,1985-04-02,9418.44,CREDIT,Txn Ref 410115,Phone
TXN-52725B5C-BEE,ACCT-ADF8111E,1986-02-28,6454.96,DEBIT,Txn Ref 720989,Branch
TXN-CE8CF930-9ED,ACCT-5AF0852D,1993-05-27,425.3,FEE,Txn Ref 353574,Branch
TXN-DEF7F739-6F3,ACCT-192A6102,1992-11-10,7457.34,DEBIT,Txn Ref 642868,Cheque
TXN-F425E7A1-639,ACCT-4E06BABA,2000-08-06,2096.92,TRANSFER,Txn Ref 651975,Cheque
TXN-18D70104-83C,ACCT-2B1B4FE7,1994-09-23,4774.79,FEE,Txn Ref 907626,Phone
TXN-87C57AA7-C89,ACCT-9A62CB29,1996-05-09,114.63,TRANSFER,Txn Ref 911183,Branch
TXN-6775D275-8D2,ACCT-CA869ECF,2001-06-07,5099.7,DEBIT,Txn Ref 783353,Cheque
TXN-B56C3158-C02,ACCT-CEDC64CF,1998-04-21,-585.37,FEE,Txn Ref 651390,Cheque
TXN-F5A477BC-E79,ACCT-3727FE76,1988-02-07,-2513.43,DEBIT,Txn Ref 923522,ATM
TXN-ED15766A-A90,ACCT-109815B7,1986-05-30,376.4,INTEREST,Txn Ref 244921,Branch
TXN-3FE1FAF7-A59,ACCT-FBDD9737,1991-11-20,8611.73,TRANSFER,Txn Ref 399225,Phone
TXN-1A0640BC-656,ACCT-616A75DE,1993-11-18,851.57,DEBIT,Txn Ref 772671,Phone
TXN-AAA2A234-7BB,ACCT-D5892ECB,1999-04-20,28.34,DEBIT,Txn Ref 530294,Branch
TXN-42A8797D-72D,ACCT-9CAB8DB5,1986-08-26,5048.16,INTEREST,Txn Ref 235577,Branch
TXN-C51CA3E0-148,ACCT-CCB96E5F,1999-03-31,6307.63,FEE,Txn Ref 820115,ATM
TXN-F60781C4-853,ACCT-679146BB,1993-07-08,2199.66,INTEREST,Txn Ref 246652,ATM
TXN-9C9F1CB3-6FE,ACCT-BE54D73D,1990-09-05,-692.35,INTEREST,Txn Ref 685899,ATM
TXN-B5C0C631-51A,ACCT-A57C87A0,1995-04-12,-4413.17,CREDIT,Txn Ref 357471,ATM
TXN-2FA9D17D-767,ACCT-3187C977,1997-01-05,-2337.01,FEE,Txn Ref 820713,Cheque
TXN-1C9BB3D5-5C1,ACCT-A4EFF59D,2001-01-01,122.26,INTEREST,Txn Ref 782222,Cheque
TXN-E5284B8F-C81,ACCT-55B269B0,1993-09-12,3055.57,INTEREST,Txn Ref 500941,ATM
TXN-52C17F3B-D13,ACCT-4D5FE90D,1987-02-06,-3771.21,TRANSFER,Txn Ref 727629,Cheque
TXN-BD126449-2A4,ACCT-B68B3266,1987-05-11,-1430.36,TRANSFER,Txn Ref 480663,ATM
TXN-7BD2CB60-3CE,ACCT-3304B79F,1988-04-21,949.37,DEBIT,Txn Ref 540201,Phone
TXN-DC1502EB-CA5,ACCT-3727FE76,1997-10-17,6882.68,INTEREST,Txn Ref 924953,Branch
TXN-22A222A0-866,ACCT-11432E59,2004-02-28,4736.57,INTEREST,Txn Ref 126853,Cheque
TXN-C6CFB06F-142,ACCT-00BC75A9,1986-10-03,714.26,TRANSFER,Txn Ref 592209,Phone
TXN-25EC0283-630,ACCT-681B5747,1994-09-26,5423.43,TRANSFER,Txn Ref 910102,ATM
TXN-C7DAF826-C4F,ACCT-3AECE54F,1995-07-21,2493.79,CREDIT,Txn Ref 921161,Cheque
TXN-E979ED00-61C,ACCT-E168E500,1989-01-13,-3591.66,DEBIT,Txn Ref 835040,Cheque
TXN-CF6365B5-9F0,ACCT-D118D41B,2004-11-02,7634.37,CREDIT,Txn Ref 975154,ATM
TXN-F650D840-1D5,ACCT-DE84A660,1988-10-07,3616.46,TRANSFER,Txn Ref 750258,ATM
TXN-7CAD0534-320,ACCT-4D89F384,2004-03-15,-1798.53,DEBIT,Txn Ref 416862,Branch
TXN-497167EB-F6F,ACCT-CCB96E5F,1989-01-06,-2102.36,INTEREST,Txn Ref 245442,Phone
TXN-6207B8C5-FC7,ACCT-049DC473,1999-11-21,4089.45,DEBIT,Txn Ref 563400,Branch
TXN-7ADC059E-8AC,ACCT-2B9FFD74,1986-08-29,-227.49,CREDIT,Txn Ref 298288,Branch
TXN-0ED2ED05-8E7,ACCT-3304B79F,1994-12-15,760.78,DEBIT,Txn Ref 575027,Cheque
TXN-15177F6D-611,ACCT-1A09C9DE,1991-05-09,9432.99,TRANSFER,Txn Ref 116896,Phone
TXN-9E1453CA-090,ACCT-D81EAD93,2001-04-08,1853.98,TRANSFER,Txn Ref 117059,Cheque
TXN-5C629C0B-DBF,ACCT-FC2D81F7,1985-02-21,8288.97,TRANSFER,Txn Ref 523883,Cheque
TXN-D89EED78-6F5,ACCT-464AF822,1995-01-27,2775.96,INTEREST,Txn Ref 686231,Branch
TXN-4B482795-DA5,ACCT-488360AD,1993-09-29,-2715.51,CREDIT,Txn Ref 982265,Phone
TXN-068A0B28-70B,ACCT-CBD36EB5,2000-08-29,-1428.91,FEE,Txn Ref 957975,Phone
TXN-5CC98707-B72,ACCT-EEBD8F31,1985-02-01,7365.28,TRANSFER,Txn Ref 212590,Branch
TXN-DDF58085-3A7,ACCT-1A09C9DE,1987-10-28,5374.34,TRANSFER,Txn Ref 183573,Cheque
TXN-5E81697E-AD6,ACCT-3EC19AA7,1997-09-25,9496.22,TRANSFER,Txn Ref 288248,Cheque
TXN-C0D7F045-F85,ACCT-C8E6CABA,1995-08-21,9865.82,FEE,Txn Ref 452992,Cheque
TXN-306AAF96-B3B,ACCT-6D969344,1989-10-14,4211.76,FEE,Txn Ref 435479,Phone
