Transaction_ID,Account_ID,Date,Amount,Type,Description,Channel
TXN-ED495AA7-C7C,ACCT-BA8FD021,1999-04-29,4766.05,FEE,Txn Ref 622511,Phone
TXN-E3BCFE54-B24,ACCT-ADF8111E,1988-07-21,-3519.86,CREDIT,Txn Ref 645743,Branch
TXN-081DA49E-1FD,ACCT-8684824A,1987-02-01,-1344.47,CREDIT,Txn Ref 871691,Phone
TXN-2A06477E-DEF,ACCT-D5EA917B,2001-08-24,-3511.85,FEE,Txn Ref 698720,ATM
TXN-9A77B8DA-C1F,ACCT-1C8AA07E,1997-03-14,6357.77,CREDIT,Txn Ref 475181,Cheque
TXN-917582C6-B8B,ACCT-E29648E5,1985-07-20,2785.61,FEE,Txn Ref 650842,Cheque
TXN-D1522F9B-E64,ACCT-B4555D3F,2004-12-15,-4418.6,FEE,Txn Ref 415130,ATM
TXN-D4AD9DAB-359,ACCT-5BAB99E2,1985-03-15,1290.82,DEBIT,Txn Ref 522727,Branch
TXN-C38BB931-E2A,ACCT-3B705EDF,1991-07-22,8423.09,FEE,Txn Ref 364070,Phone
TXN-025CBECF-DF4,ACCT-FC2D81F7,2000-06-08,232.41,FEE,Txn Ref 775870,ATM
TXN-878508AE-BED,ACCT-B6E35E92,1987-04-19,9546.64,FEE,Txn Ref 426105,Cheque
TXN-DFFBE65E-1DB,ACCT-FA31BB94,1999-12-30,-1384.9,FEE,Txn Ref 474111,ATM
TXN-9AF0CB8D-2E8,ACCT-8575CC85,1996-02-21,5952.5,FEE,Txn Ref 870914,Branch
TXN-4E76EFBA-A84,ACCT-6EB1BF00,1999-07-16,-4214.72,CREDIT,Txn Ref 361243,Branch
TXN-C710D58E-1A8,ACCT-82724E5A,1986-04-13,-4295.48,TRANSFER,Txn Ref 838581,Cheque
TXN-FF1DD79F-BA9,ACCT-B91A2ADB,2000-09-09,1901.12,TRANSFER,Txn Ref 206000,Cheque
TXN-C72698E4-5F3,ACCT-EDF44C19,2002-06-11,-1323.7,DEBIT,Txn Ref 332013,ATM
TXN-C495E152-12F,ACCT-CD2143AD,1999-11-15,5025.37,DEBIT,Txn Ref 897112,Cheque
TXN-31D55928-ED6,ACCT-18AC2A78,1996-04-17,9196.52,DEBIT,Txn Ref 157641,Cheque
TXN-0D068126-B0E,ACCT-D118D41B,2005-07-27,-3628.95,FEE,Txn Ref 225541,ATM
TXN-565EF298-3C5,ACCT-049DC473,1985-12-05,1116.64,FEE,Txn Ref 838853,Branch
TXN-20D870EE-725,ACCT-8AAE3D05,1989-10-18,-988.47,FEE,Txn Ref 167246,Phone
TXN-C236B18C-433,ACCT-0348E6DE,1991-01-31,201.07,FEE,Txn Ref 775204,Branch
TXN-C802AE52-D8F,ACCT-BA9F88F1,1992-02-28,-3695.24,TRANSFER,Txn Ref 828932,Branch
TXN-428E8448-639,ACCT-9ED53D91,2002-02-11,-4949.37,INTEREST,Txn Ref 719733,Phone
TXN-31601073-0E9,ACCT-D2D0ABC9,1999-09-08,7261.28,TRANSFER,Txn Ref 552398,Branch
TXN-CCAAC858-EA2,ACCT-A9097C1A,2000-03-10,-3817.49,DEBIT,Txn Ref 939097,Cheque
TXN-68341F52-F37,ACCT-A22C46E7,2001-12-03,3461.44,FEE,Txn Ref 168950,ATM
TXN-59014319-026,ACCT-0E9BED22,2003-07-29,-1490.63,TRANSFER,Txn Ref 448669,Branch
TXN-74A452E0-AF9,ACCT-B2C10707,1995-06-03,2489.86,TRANSFER,Txn Ref 657055,Phone
TXN-C7566DB3-B9F,ACCT-D81EAD93,2000-12-07,2487.1,DEBIT,Txn Ref 461590,Cheque
TXN-8EDB1F6D-FF5,ACCT-F15B066E,1999-10-14,-4730.09,CREDIT,Txn Ref 574546,Phone
TXN-B7FFE8F5-D41,ACCT-11432E59,1993-12-18,7626.72,DEBIT,Txn Ref 324106,ATM
TXN-151E23F8-7D1,ACCT-6B258404,1995-08-25,-2483.62,DEBIT,Txn Ref 927344,Cheque
TXN-9CD3D94D-8E2,ACCT-90F2DE12,2003-08-18,-2515.47,INTEREST,Txn Ref 349058,ATM
TXN-C6BFEB4F-F4B,ACCT-A10F1A07,2002-12-20,6861.37,INTEREST,Txn Ref 852980,Phone
TXN-6CE4DE6C-1F3,ACCT-B2C10707,1988-08-16,-4151.63,INTEREST,Txn Ref 100124,ATM
TXN-6EC4C6EE-ACA,ACCT-C9811E4A,1993-10-15,7110.78,CREDIT,Txn Ref 172265,Branch
TXN-2C0ABEC8-46A,ACCT-7510DF84,1998-03-30,-1105.01,INTEREST,Txn Ref 610268,Cheque
TXN-DE858188-42C,ACCT-C9B171D1,2005-01-07,-2664.16,FEE,Txn Ref 277094,Cheque
TXN-35BBFC50-A24,ACCT-B61A150C,1992-02-09,-2830.15,TRANSFER,Txn Ref 952133,Cheque
TXN-01C13513-F36,ACCT-32CB1956,1999-05-31,4911.55,TRANSFER,Txn Ref 362301,Phone
TXN-E4FB2FFD-748,ACCT-6CBA58A7,1995-01-30,5711.29,DEBIT,Txn Ref 484425,Branch
TXN-9FBFFAB9-74A,ACCT-4A3281CF,1998-01-02,-3245.03,DEBIT,Txn Ref 380143,Phone
TXN-9F9C5FAD-AEA,ACCT-C519B6D9,2000-02-08,6334.84,DEBIT,Txn Ref 144024,Phone
TXN-15F7A2F1-E72,ACCT-708149CB,1987-11-08,5013.99,FEE,Txn Ref 281496,Phone
TXN-BBF43BA9-5BD,ACCT-3ADCAAF6,1997-09-26,1004.13,CREDIT,Txn Ref 793471,ATM
TXN-2A7CFEBA-258,ACCT-0E25AD5D,1998-11-18,1808.76,INTEREST,Txn Ref 221857,Branch
TXN-62B2CFB3-D5C,ACCT-AFE9AC0D,1995-09-03,-4176.79,TRANSFER,Txn Ref 405580,ATM
TXN-32CA0A86-10A,ACCT-CA869ECF,1999-04-06,9201.86,DEBIT,Txn Ref 769498,Phone
